node,year_construction,capacity_existing
AT,2003,0.4042526773531111
AT,2004,0.7894345564613737
AT,2005,0.1130476461357613
AT,2006,0.1130476461357613
AT,2007,0.1130476461357613
AT,2008,0.1130476461357613
AT,2009,0.1130476461357613
AT,2010,0.2447805637527229
AT,2011,0.1130476461357613
AT,2012,0.8669282363493201
AT,2013,0.7643725679031439
AT,2014,0.3237636118641918
AT,2015,0.1546166001644645
AT,2016,0.875792170053015
AT,2018,0.1390269563695045
AT,2019,0.6356633480911609
AT,2020,0.0691726437902474
AT,2021,0.0869703314953047
BE,2003,0.6646000756672307
BE,2004,0.7877506794684341
BE,2005,0.6646000756672307
BE,2006,1.9840260012639233
BE,2007,1.3159060207365827
BE,2008,0.6646000756672307
BE,2009,2.407238030404352
BE,2010,1.2570889996699175
BE,2011,0.6646000756672307
BE,2012,2.272949216585866
BE,2014,1.3105326892454174
BE,2016,1.5113193289587612
BE,2017,0.3972874141980855
BE,2018,0.2627019802614267
BE,2019,1.430603806412797
BE,2020,0.4233899021881973
BE,2021,1.0181737794211687
BG,2003,0.0454235005316321
BG,2004,0.0710573667778862
BG,2005,0.1118740360751903
BG,2006,0.1485504228013051
BG,2007,0.1151725593143638
BG,2008,0.1093086489899458
BG,2010,0.0156772456454477
BG,2011,0.0045436953418659
BG,2014,0.0636750987936016
BG,2017,0.0534521509401844
BG,2018,0.0572621393543153
BG,2020,0.0408997923783269
CH,2003,0.5477273903711234
CH,2004,1.0696154996684908
CH,2005,0.1531697764154888
CH,2006,0.1531697764154888
CH,2007,0.1531697764154888
CH,2008,0.1531697764154888
CH,2009,0.1531697764154888
CH,2010,0.3316564785067326
CH,2011,0.1531697764154888
CH,2012,1.1746127289588366
CH,2013,1.035658674248336
CH,2014,0.4386716728374398
CH,2015,0.209492111395873
CH,2016,1.1866225919676263
CH,2018,0.188369493313197
CH,2019,0.8612688209864822
CH,2020,0.0937229455507324
CH,2021,0.1178372720288128
CZ,2003,0.0695167255012078
CZ,2004,0.1287599868276409
CZ,2005,0.9947359104907704
CZ,2006,0.0695167255012078
CZ,2007,0.0695167255012078
CZ,2008,0.2040358913386298
CZ,2009,0.0695167255012078
CZ,2010,0.0695167255012078
CZ,2011,0.0695167255012078
CZ,2012,0.3749683736632088
CZ,2014,0.1574465855011498
CZ,2015,2.9684103665533255
CZ,2016,1.4265694623620016
CZ,2017,1.898700308907328
CZ,2018,0.461288358134899
CZ,2019,1.347319505066093
DE,2003,2.3442384971177677
DE,2004,3.3208754747423668
DE,2005,2.3442384971177677
DE,2006,3.22457170091904
DE,2007,11.055700381911054
DE,2008,2.3442384971177677
DE,2009,5.952561383468351
DE,2010,2.3442384971177677
DE,2011,2.3442384971177677
DE,2012,11.550952519941225
DE,2013,7.056284455210017
DE,2014,5.438098987860602
DE,2015,9.167165443445294
DE,2016,15.08277934344252
DE,2017,7.921648222102608
DE,2018,10.297145499942488
DE,2019,2.6455800171350243
DE,2020,6.45896728079407
DE,2021,4.524978858437688
DK,2003,0.4060048180304391
DK,2004,0.1131193616364958
DK,2005,0.1131193616364958
DK,2006,0.1299847165348174
DK,2007,0.1131193616364958
DK,2008,0.1131193616364958
DK,2009,0.1208248616342727
DK,2010,0.1672809263195746
DK,2011,0.1131193616364958
DK,2012,0.4083519765822654
DK,2013,0.3204095154892069
DK,2014,0.3502297953834588
DK,2016,0.3852410922317707
DK,2017,0.499286967270263
DK,2019,0.2385101830109147
DK,2020,0.0064525333484502
DK,2021,0.0011214837815329
EE,2003,0.1495923761312923
EE,2006,0.0274000465236975
EE,2010,0.0110314542119903
EE,2011,0.0129062144454824
EE,2012,0.0210246719061923
EE,2013,0.0304536554596882
EE,2014,0.0862005049281007
EE,2015,0.0133131072349332
EE,2016,0.0285295816398407
EE,2018,0.0184970555845022
EE,2019,0.0734873037060241
EE,2021,0.0177854699325527
EL,2005,0.0598018130232005
EL,2006,0.375160159526994
EL,2007,0.321961988597087
EL,2008,0.3229526166148475
EL,2009,0.6070289664049078
EL,2010,0.1515066334037782
EL,2011,0.2268990816588116
EL,2013,0.3324108479531289
EL,2015,0.6028409261464942
EL,2017,0.1284305332933351
EL,2018,0.1113587854076954
EL,2019,0.2752619745289109
EL,2020,0.069079345609162
ES,2003,0.3638070290673003
ES,2004,0.1617773034104485
ES,2005,0.6989237732642
ES,2006,4.378436787433831
ES,2007,0.0197353460895436
ES,2008,0.0197353460895436
ES,2009,0.2501155075390196
ES,2010,1.7378294001644867
ES,2011,0.1728261784038496
ES,2012,0.6827503652642962
ES,2013,0.4230007376312777
ES,2014,0.4569843911811907
ES,2016,0.257339705371936
ES,2017,0.540853361881888
ES,2018,0.9120894098138768
ES,2019,1.4140322096122222
ES,2020,0.8866606568961832
ES,2021,0.440865000264862
FI,2004,0.0175471816466676
FI,2005,0.0007261110083502
FI,2006,0.0066614809105349
FI,2012,0.0256179882216499
FI,2014,0.014617620941849
FI,2015,0.009291950205959
FI,2016,0.0046091318203197
FI,2017,0.0006287869631402
FI,2018,0.0101219391675441
FI,2019,0.012062427472268
FI,2020,0.0243853265072298
FI,2021,0.00401345396338
FR,2003,3.1417259327762506
FR,2004,5.9496467967537985
FR,2005,2.06494565961119
FR,2006,2.6637735014113737
FR,2007,3.3118383783482668
FR,2008,2.06494565961119
FR,2009,5.748848232902009
FR,2010,2.06494565961119
FR,2011,3.8683532240748586
