node,demand
AT,0.2281237694125283
BE,0.6579882838544913
BG,0.5261232880144798
HR,0.315577371506933
CZ,0.1644135275045249
EE,0.0938527219504996
FI,0.163583715388344
FR,0.7035528864464463
DE,1.507124002124812
EL,0.0774113692000471
HU,0.2856527477427262
IT,0.2822432222161011
LT,0.7226714394697642
NL,1.43450802747698
NO,0.5141601236563942
PL,1.675301997896285
PT,0.0585010398941847
RO,1.02415926508027
SK,0.2597657626480256
ES,0.630493296030805
UK,0.5179026116392536
