iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap,wall_time_seconds,implied_threshold_for_tolerance
0,"[[ 0.0465176   0.09996014  0.48004118 -0.04514522 -0.06915632  0.45819581
  -0.03159276  0.01636732  0.46767214  0.08580741  0.04958545  0.52003159
  -0.20100439]
 [-0.20686173  0.18927899  0.4423708  -0.32665988  0.2211341   0.32492964
  -0.21566108 -0.08137176  0.45312654  0.01474779  0.34141227  0.22665818
  -0.19466649]
 [-0.01816151 -0.0357125   0.07169363 -0.19937587  0.23615101  0.54648784
  -0.08051179 -0.41871976  0.43584827  0.1033183  -0.13272199  0.37429102
  -0.24275943]
 [ 0.06184268  0.10305127  0.08758558 -0.18427381  0.25394947  0.28408797
  -0.03146751 -0.19088303  0.5021743   0.19820898 -0.29916867  0.54519414
  -0.28827181]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.11554047 0.17586373 0.28725446 0.21681667 0.33055022 0.44800972
  0.12330499 0.19420324 0.27164243 0.06567014 0.10045014 0.14524118
  0.11752478]
 [0.1156121  0.17601899 0.29486597 0.21761317 0.33194925 0.4409761
  0.12211568 0.19270183 0.27422985 0.06568224 0.10044059 0.13202742
  0.09784567]
 [0.11548132 0.1753078  0.23405456 0.219694   0.3355895  0.50057585
  0.12129639 0.19068309 0.26665531 0.0642441  0.09787011 0.13164502
  0.09592578]
 [0.11550561 0.17545163 0.23469585 0.21806102 0.33296471 0.44148081
  0.12299556 0.19388516 0.27705595 0.06422647 0.09765363 0.17417131
  0.0812974 ]]",[0.52232179 0.41382996 0.36367638 0.36885974],4,0.6808672021175809,2.4548656141978765e-07,0.0012550263386699402,0.17527898761151892,0.5573972206477038,56.14987712899165,0.3606559282130401
1,"[[-7.83863147e-02 -8.43331398e-02  7.94696484e-01  1.51345971e-01
   1.13248964e-01 -2.19757070e-01  2.15652614e-01 -1.45802107e-01
  -3.46782928e-01 -5.80916251e-02  2.76949291e-02 -7.86467640e-02
  -2.69865230e-01]
 [-2.98796375e-01 -2.83337596e-01  5.99935211e-01  3.19000107e-02
  -2.99241431e-01 -2.37102558e-01 -2.86763497e-01 -9.47395324e-02
  -2.49564268e-01  2.27864969e-01  5.15312163e-02  1.95726629e-02
  -3.39537040e-01]
 [-1.46217851e-01 -4.84285096e-01 -1.04647415e-01 -8.12753718e-02
  -1.93265703e-01 -4.34099993e-01  4.98037935e-02  3.09370695e-01
   5.32272006e-01 -8.27372550e-02 -5.51481192e-04 -1.98844634e-01
  -2.69903693e-01]
 [ 6.54943362e-02  4.14260276e-02 -2.63010291e-01 -2.68361858e-01
   2.07572480e-01  5.36811782e-01  2.50399260e-01  2.77301872e-01
   5.95065246e-01 -6.35469719e-02 -6.23412170e-02 -7.15471329e-02
   1.21680937e-01]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.11865924 0.18014493 0.33472529 0.21732469 0.33066716 0.43714266
  0.12212243 0.19055603 0.25200726 0.06268651 0.0952108  0.12759251
  0.16650337]
 [0.117318   0.17806016 0.29797041 0.21408788 0.32479052 0.43118936
  0.12212086 0.19161056 0.2562466  0.06569235 0.10051669 0.13348625
  0.08382738]
 [0.11328543 0.17086611 0.23098684 0.21371269 0.32409464 0.43051262
  0.1237888  0.19648337 0.31159651 0.06547281 0.10020456 0.13257057
  0.09069564]
 [0.113349   0.17074509 0.22857679 0.2194396  0.33519318 0.48167771
  0.12384902 0.19638482 0.5699041  0.06145739 0.09295168 0.12409243
  1.00000001]]",[ 0.07097312 -0.22216385 -0.21388282  0.75133892],4,0.2512055835417004,2.4548656141978765e-07,0.0012550263386699402,0.10751192051575524,0.20254862362061932,31.151266301996657,0.1561925332032401
2,"[[ 0.13959045 -0.03341399 -0.09409093  0.18980721 -0.13106098 -0.33319495
   0.14136242  0.06293351 -0.28493986 -0.01905483 -0.06783677  0.78374246
  -0.28630478]
 [ 0.15174899  0.1950905  -0.08934095 -0.09906064 -0.47774509 -0.21975213
   0.2952284  -0.35605926 -0.3040877  -0.34807037  0.10756981  0.42807802
  -0.14900801]
 [ 0.02889841 -0.29859915 -0.33180102  0.12833703  0.06196273  0.04597694
   0.06421347 -0.05525708  0.56783629 -0.17938687 -0.26476685  0.55993063
  -0.17908001]
 [-0.06488904 -0.07132251 -0.21174318 -0.22695558 -0.20929454 -0.31060943
   0.44318224 -0.01382874 -0.35402974 -0.32775083  0.31995336  0.37678473
  -0.28351331]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.11684739 0.17739721 0.23740403 0.21366017 0.32422165 0.43091421
  0.12228606 0.19193918 0.25640317 0.06624064 0.10163778 0.19558956
  0.10347041]
 [0.12011921 0.18186452 0.24193489 0.20712216 0.31152022 0.41806629
  0.12225293 0.19042386 0.25326108 0.06697529 0.10350037 0.20136056
  0.15765981]
 [0.11036701 0.16480182 0.22281906 0.21860498 0.33371016 0.44257302
  0.12371206 0.19601843 0.30496596 0.06492889 0.09951093 0.18893447
  0.20647276]
 [0.11638984 0.17704666 0.2357088  0.21330646 0.32337836 0.43000477
  0.12340974 0.19316869 0.25626378 0.06629883 0.10180442 0.14821631
  0.02591086]]",[-0.08565398 -0.28731891  0.1502328  -0.29910606],4,0.23539667392845504,2.4548656141978765e-07,0.0012550263386699402,0.10062205464164126,0.19172662487146747,31.36310800400679,0.14463085961111882
3,"[[-0.1591758  -0.19058447 -0.12596519  0.18281533  0.32329001  0.55554028
   0.07376375 -0.19038262 -0.23820797  0.0695892   0.13319974  0.59304121
   0.05655211]
 [ 0.19611488 -0.06409282  0.38202554 -0.22394703  0.26452666 -0.38624422
   0.1231855  -0.30982293 -0.43083877 -0.21953321 -0.12864942  0.40851387
  -0.11730426]
 [-0.01373506 -0.04456453  0.5857503   0.23968844  0.32705026 -0.29616958
   0.03093136 -0.16366655 -0.03591099 -0.11947181 -0.26529128  0.53430264
  -0.05854673]
 [ 0.08325301  0.27440613  0.49934987  0.14501881  0.44454457 -0.04308894
  -0.03762901 -0.21766179  0.58148657 -0.05753336 -0.02292014 -0.21994354
  -0.09371829]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.11101832 0.16631179 0.22415892 0.22094113 0.34265902 0.50422723
  0.12104956 0.18647462 0.24578342 0.06533806 0.10048593 0.42002715
  1.00000013]
 [0.11996972 0.1819079  0.36083765 0.21330504 0.32380962 0.4195514
  0.11822767 0.18111403 0.23729572 0.06605507 0.1019119  0.3455591
  1.00000047]
 [0.11799381 0.17911113 0.57514039 0.21730023 0.33074127 0.43093507
  0.12208811 0.1904515  0.25196536 0.0640796  0.09798611 0.14751141
  1.00000007]
 [0.11847552 0.1797023  0.30516632 0.21915899 0.33418842 0.44150797
  0.12235421 0.19256595 0.54523025 0.06072304 0.09161118 0.12255866
  1.00000011]]",[ 0.59214112 -0.12198036  0.31008544  0.51713745],4,0.20315095234138147,2.4548656141978765e-07,0.0012550263386699402,0.09429443294048936,0.18726097270646297,31.40911599699757,0.1360002232033033
4,"[[ 0.26665301 -0.16615361  0.59990924  0.119137    0.06142786  0.58632269
   0.14236588 -0.06266508 -0.35095357 -0.13946553 -0.09982075 -0.04867096
   0.02257662]
 [-0.23575692  0.13025113  0.36180028  0.03637894  0.19403402  0.50496621
   0.45086719  0.11391488 -0.44399651 -0.11935824 -0.15626147 -0.22473744
   0.00535707]
 [ 0.16503382 -0.21759106  0.35055026  0.07389411  0.20891433  0.36363072
   0.26633724  0.14714157 -0.4333071   0.50859103 -0.26399783 -0.04517915
  -0.10226235]
 [ 0.30117626  0.29661231  0.47292624  0.20141442  0.16380873  0.42641713
   0.16017193  0.21232458 -0.16883212  0.06564166 -0.12181113 -0.06791155
   0.4747866 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.11832868 0.17933907 0.54436258 0.22053031 0.3394087  0.49503106
  0.12141289 0.18746252 0.24348807 0.06098198 0.09223282 0.12351949
  1.        ]
 [0.11762789 0.17818248 0.25053354 0.22136357 0.34207296 0.77635617
  0.12152149 0.18753049 0.24450116 0.06026607 0.0907873  0.12192529
  1.        ]
 [0.11724778 0.17718642 0.32127173 0.22092646 0.34207537 0.71559879
  0.12128553 0.18716913 0.24192667 0.06170741 0.0929456  0.12417705
  1.00000007]
 [0.11906657 0.18060188 0.5743286  0.22056799 0.33869087 0.46466754
  0.12146133 0.1881754  0.24789444 0.06055356 0.09132056 0.12240572
  1.0000001 ]]",[0.58463128 0.47675137 0.29540937 1.13597341],4,0.1914752378082939,2.4548656141978765e-07,0.0012550263386699402,0.08820088477037286,0.1572174145960668,31.45133985299617,0.12103028444044209
5,"[[ 0.17172944 -0.22801517  0.31632632  0.08280798 -0.3889254  -0.55885613
   0.16213263  0.20634055  0.38200347  0.02440618  0.225568    0.28537278
   0.01764011]
 [-0.10929106 -0.32747643 -0.49256193  0.21457166  0.16822645  0.54560121
  -0.11640533  0.004523   -0.14269862 -0.13731766  0.42100336  0.01668345
  -0.18937717]
 [ 0.24005643  0.07354311 -0.6702537   0.19222933 -0.05555712  0.37738936
   0.19380807  0.29935888  0.12922317 -0.0359234  -0.14780284 -0.31889934
  -0.19119091]
 [-0.09194791  0.30582158 -0.14748867 -0.5313116  -0.25173369  0.43033066
  -0.04932029  0.31710075  0.02921776 -0.16934221 -0.19523792  0.39531542
  -0.13605707]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.11986514 0.18104085 0.3033016  0.20284794 0.30364255 0.39901159
  0.12509669 0.19798794 0.51177046 0.06691773 0.1021189  0.14800318
  1.00000014]
 [0.10990807 0.16386398 0.22096338 0.22122872 0.34249506 0.53838442
  0.12130077 0.18777794 0.24948225 0.06461161 0.09919625 0.13180578
  0.20648641]
 [0.1114016  0.16674971 0.22001982 0.21982497 0.33551815 0.49916985
  0.12371917 0.19633768 0.27163759 0.06149693 0.0929558  0.12410461
  0.12086765]
 [0.11584864 0.17582325 0.23385232 0.21386567 0.32515321 0.52938339
  0.12357773 0.19511251 0.25859828 0.06530256 0.10002234 0.15018558
  0.22325709]]",[0.09213708 0.17143092 0.14275572 0.10269594],4,0.15741172339527504,2.4548656141978765e-07,0.0012550263386699402,0.08475052959681745,0.13663487050811582,31.50440163600433,0.11191117666740452
6,"[[-0.0012378  -0.27370679 -0.34101271  0.37399925  0.21894858 -0.51817764
  -0.02881844 -0.21657368 -0.44379391  0.04322997 -0.18043574 -0.26557865
  -0.05315834]
 [ 0.40476619  0.39753467 -0.06632774  0.31847377  0.29450719 -0.18910343
   0.47971436  0.2549593   0.10595991  0.09019993  0.30332649  0.19964724
  -0.05874853]
 [ 0.19234629  0.0605961  -0.1528569   0.56131356 -0.21906672  0.54555795
  -0.13738754 -0.28835934  0.3373538  -0.08556067  0.09943527  0.14616289
  -0.14444215]
 [ 0.25943222  0.18722066  0.26752051 -0.21010719  0.57285805 -0.39541929
   0.08744746  0.27458031  0.30612485  0.04279697  0.03306181 -0.31387606
  -0.13860614]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.1106755  0.16622992 0.22764922 0.22375735 0.34127623 0.44376766
  0.11881131 0.18280712 0.24460581 0.06236478 0.09449203 0.13823942
  0.17116387]
 [0.11880704 0.17976378 0.24045285 0.21705672 0.3308469  0.42689766
  0.12396041 0.19491991 0.26856989 0.06600756 0.10124711 0.45254338
  1.00000015]
 [0.11501706 0.17462726 0.23273484 0.22075834 0.33690026 0.78256678
  0.12129519 0.19092334 0.26846906 0.06328545 0.09669881 0.12813507
  1.00000008]
 [0.11911448 0.1800243  0.29508953 0.21702137 0.33089357 0.42834722
  0.12359905 0.19550609 0.27953323 0.0611308  0.09220824 0.12416733
  0.12531228]]",[-0.40654566  0.39532374  0.3715133   0.21751463],4,0.13977555527615848,2.4548656141978765e-07,0.0012550263386699402,0.08072629022385587,0.12542905310042884,31.55659588400158,0.10646314834227971
7,"[[-0.21678489 -0.14107591  0.34422211  0.21032399 -0.4714512   0.3623154
   0.23113275 -0.05625857 -0.27525534 -0.02687161  0.42013137  0.32515454
   0.03908163]
 [ 0.04499754 -0.16606714  0.36016257  0.24131162 -0.36080879  0.44589153
  -0.20164551  0.17428932  0.42704436  0.25860407 -0.06035501 -0.33124865
  -0.14070283]
 [ 0.05897826 -0.06579782 -0.31464323  0.23441111  0.34336256  0.24951496
  -0.19409218  0.11707836  0.25583489  0.45379722  0.49491141  0.29192568
   0.07188385]
 [ 0.24258369 -0.17322361 -0.20267559 -0.27536366 -0.48713962 -0.64936815
  -0.10707109  0.10028646 -0.15910943  0.19746141  0.06747171  0.20680194
   0.04595977]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.1152738  0.17598091 0.30784654 0.21589597 0.3290706  0.70413792
  0.12193043 0.18807205 0.24275293 0.06717699 0.10470208 0.15090916
  1.00000002]
 [0.11552128 0.17573099 0.24260853 0.21917305 0.33429113 0.5371379
  0.12359665 0.19563807 0.27855945 0.06107283 0.09210755 0.12030659
  0.23741861]
 [0.10775985 0.16080601 0.21325575 0.22175996 0.33851289 0.4662208
  0.12212106 0.19339785 0.27834328 0.06787258 0.10422286 0.42222039
  1.00000001]
 [0.12125396 0.18349196 0.24412133 0.20020732 0.30007815 0.39411795
  0.1246047  0.19451303 0.2590214  0.06854668 0.10597487 0.40986414
  1.00000008]]",[ 0.28265501  0.30028243  0.56089222 -0.39272694],4,0.13920590640653474,2.4548656141978765e-07,0.0012550263386699402,0.075238477859314,0.12377384540111125,31.450812844006578,0.10012608381640664
8,"[[ 0.17236013 -0.29955847 -0.32037817  0.29098276  0.22914639 -0.50109879
   0.19060539 -0.3533314   0.13967727  0.27798538  0.06983995 -0.32865627
   0.13705413]
 [ 0.30301818 -0.17541625 -0.37853714  0.16735113 -0.31644313  0.38630942
   0.09307584 -0.02277715 -0.44918353 -0.24915503  0.15363508  0.37835332
  -0.13023125]
 [-0.30414305  0.10813294 -0.07492671  0.1905378  -0.09548722 -0.49558887
  -0.34737341 -0.36120657  0.35750706 -0.11477858  0.29122293 -0.32999172
  -0.11545669]
 [ 0.07742091 -0.09022499 -0.33520733  0.44276174  0.08724984 -0.4274779
   0.15106345 -0.27420148 -0.36127283 -0.31006191  0.32985709  0.03915658
   0.22827975]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.10997505 0.16459483 0.21944805 0.21849369 0.33223118 0.42624674
  0.12368036 0.19467017 0.5678919  0.06459791 0.09839646 0.12773173
  1.00000006]
 [0.11116441 0.16618181 0.21958273 0.21917327 0.33701395 0.5131246
  0.12115311 0.18719551 0.24208874 0.06606626 0.10237866 0.17899459
  0.26581636]
 [0.11863527 0.17954611 0.2405432  0.20843567 0.31305361 0.40868453
  0.12331311 0.19435902 0.34692365 0.06587069 0.10086821 0.1329137
  0.23111753]
 [0.10797556 0.16172212 0.21502218 0.22622781 0.34191715 0.43424543
  0.11318626 0.16629529 0.21698216 0.06826777 0.12104217 0.22278545
  1.00000065]]",[-0.02052484 -0.01968418 -0.2651493   0.01493103],4,0.12493556614135291,2.4548656141978765e-07,0.0012550263386699402,0.07248955005897208,0.1207192247952717,31.848711717000697,0.09613471884336403
9,"[[ 0.09935234 -0.13310976  0.29248607  0.37238448 -0.2459914  -0.33705744
   0.05799993  0.50512542  0.10786585  0.19216578  0.40835893  0.30450317
  -0.086692  ]
 [-0.24784903 -0.49836826  0.36337101 -0.13350291 -0.11151291 -0.50176202
   0.16342075 -0.34275026  0.21145212 -0.15221563  0.23320199 -0.00698183
  -0.09818642]
 [ 0.43713031 -0.22896722 -0.05781733 -0.06971062 -0.4540329   0.35525629
   0.2009416  -0.05902438  0.32540629 -0.1572874   0.31781795  0.36614163
  -0.0798615 ]
 [-0.21278856  0.09305132  0.06193425 -0.32223381  0.42084427 -0.15906948
  -0.1247074  -0.24024502  0.47018093 -0.08682373  0.43303728  0.38285462
  -0.00141019]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.11893454 0.17991624 0.35077121 0.2068016  0.31115672 0.40655407
  0.12479981 0.1974384  0.26412684 0.06725304 0.10259631 0.35894895
  1.00000033]
 [0.11656347 0.17737121 0.56889269 0.20699387 0.31149899 0.40668639
  0.12367263 0.19438131 0.26676572 0.06695604 0.10226218 0.13435362
  1.00000012]
 [0.11784413 0.17755471 0.23541375 0.21083818 0.3193864  0.46690522
  0.12342395 0.19490779 0.27440954 0.06691314 0.10247136 0.43247496
  1.        ]
 [0.11515336 0.17517876 0.23591385 0.21598134 0.32915817 0.43545878
  0.12209927 0.19294656 0.58583883 0.06672757 0.10226339 0.15035855
  1.00000015]]",[ 0.16678798 -0.25247131  0.20652898  0.31458279],4,0.12358416251123822,2.4548656141978765e-07,0.0012550263386699402,0.06964371988848586,0.11680951784456914,31.201051191004808,0.09289812480517157
