iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap,wall_time_seconds,implied_threshold_for_tolerance
34,"[[ 0.49765621 -0.20359828 -0.45559987 -0.47263555  0.32259608  0.02903627
   0.24659972 -0.19362937  0.0335106   0.02425512 -0.25874749  0.08239421
   0.03556671]
 [ 0.40021358  0.41334768 -0.19412967  0.24337462  0.25873304 -0.03271939
   0.40356994 -0.36125095  0.09295721 -0.25807903 -0.26034394  0.02642075
   0.25874333]
 [-0.18854373 -0.35923116  0.25683236 -0.18242948  0.63129406  0.25709515
  -0.13586915 -0.15585197  0.31416439 -0.27763209  0.20308954  0.09804547
  -0.04629662]
 [ 0.233349   -0.29986773 -0.22318822 -0.28309233 -0.21604637  0.11188688
   0.06366444 -0.11248244 -0.29598244 -0.49571915  0.52605043  0.00392663
   0.1992125 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08087619 0.13022072 0.17678002 0.16775304 0.29812994 0.4237308
  0.09432661 0.15681504 0.22842081 0.04685543 0.08049137 0.18539413
  1.00000002]
 [0.09857287 0.1645294  0.22175033 0.17652452 0.30202092 0.4183391
  0.08886059 0.14677234 0.25646766 0.04176999 0.07237258 0.10570981
  1.00000014]
 [0.08189895 0.13998471 0.22443738 0.17123433 0.2961139  0.42098958
  0.09106325 0.15401602 0.34477652 0.04677004 0.08036202 0.11353425
  1.00000011]
 [0.08294125 0.13680689 0.19090709 0.16116673 0.27588194 0.47372111
  0.08980859 0.14796964 0.20718866 0.05266518 0.10254922 0.14917826
  1.00000005]]",[-0.00590897  0.41042121  0.29595635  0.03888351],4,0.06331948710221198,0.060823978373828545,0.083414907755644,0.02992789659721606,0.05552980585553435,20.321943830997043,0.0437948433783249
35,"[[-0.23708885  0.23510529 -0.32214057 -0.23519435 -0.30221061  0.08239139
   0.37048446 -0.38191471 -0.00664193 -0.18756796  0.5127383  -0.22357967
  -0.00848426]
 [ 0.15689808  0.40671594  0.15182415 -0.26461427  0.52077481  0.13387446
   0.07209616  0.22304073  0.14439689 -0.49383051 -0.29038645 -0.15244087
  -0.02320595]
 [-0.00082001  0.33776819 -0.31815678 -0.09895392 -0.45788154 -0.03097828
  -0.36032339  0.06437515 -0.37590696  0.44695524 -0.26176978 -0.1433244
  -0.01279757]
 [-0.41100382  0.41788032  0.10371912  0.18850936 -0.23052585  0.00791355
   0.61898965 -0.33193868 -0.06469403  0.21584847  0.11288283  0.00687133
   0.00752164]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08374662 0.1415919  0.19583464 0.15612743 0.26461798 0.48911851
  0.09300746 0.15550242 0.2258141  0.05341553 0.09557489 0.13144055
  1.00000011]
 [0.09424757 0.15859006 0.26820537 0.17105067 0.29844101 0.42287493
  0.09607101 0.16335085 0.24135503 0.04060713 0.06913673 0.09845936
  1.00000007]
 [0.09577331 0.16348117 0.2221849  0.1546588  0.25861407 0.37907827
  0.08918242 0.14956603 0.20988047 0.05148729 0.0865209  0.12076216
  0.60422251]
 [0.09115601 0.16682895 0.33203513 0.15790148 0.26417349 0.37317156
  0.09123596 0.15002014 0.21173028 0.05187604 0.08844892 0.12305567
  1.00000006]]",[-0.15136067  0.28664526 -0.28708981  0.06103552],4,0.060885153079299786,0.05435955580766744,0.07589952416847999,0.0296859087637713,0.056078787325544555,19.78880592800124,0.043066078116093934
36,"[[ 0.26987752 -0.35752942  0.1586716  -0.17181827 -0.46296664  0.16535952
  -0.4607633   0.2047068  -0.30151956  0.33886053  0.10478652  0.17220074
   0.04875706]
 [ 0.10677452  0.55818276 -0.30098101 -0.06379271 -0.41180612  0.10322029
   0.24256791 -0.14237185 -0.37877648  0.03263462 -0.39813964  0.14099854
  -0.00959685]
 [ 0.24370522  0.53095892 -0.37666692 -0.03499842  0.19618829 -0.12386063
  -0.24087593  0.38602682  0.02319458  0.22370806 -0.33627374  0.0251476
   0.30070352]
 [ 0.01650355 -0.2184413  -0.03332401  0.25638745 -0.01954976  0.20886574
  -0.29898793  0.51237318  0.19705152  0.31103797  0.53372091  0.20408444
   0.16479223]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08769864 0.14930189 0.24460685 0.15653603 0.26369406 0.39340499
  0.09090901 0.15386671 0.21513192 0.05424901 0.0945285  0.22773143
  1.00000009]
 [0.09485075 0.16188833 0.22036681 0.15738946 0.26579696 0.39855091
  0.09040569 0.14884    0.20791939 0.04877915 0.08385909 0.22550262
  1.00000007]
 [0.09834938 0.16095783 0.20965643 0.16191097 0.27389062 0.38300069
  0.0982954  0.17990038 0.26195854 0.04445226 0.07334195 0.11637006
  1.00000029]
 [0.08032555 0.13518138 0.19196004 0.16353016 0.2775533  0.48778853
  0.09683032 0.1725254  0.25155579 0.05400216 0.09133182 0.15112518
  1.00000008]]",[-0.03381952 -0.13180701  0.37184519  0.47397558],4,0.05512538401216959,0.06036114399209124,0.08287918489170949,0.02913168386460789,0.0568718837100944,20.227704146003816,0.042183622769455274
37,"[[ 0.30673091 -0.17932883  0.14954598  0.40977986  0.16280156  0.13331675
  -0.19236523  0.59140422  0.15796312  0.45956601 -0.03857589 -0.12139142
  -0.00745076]
 [-0.11282785 -0.15301723  0.19397038  0.42290661 -0.03134116 -0.12192156
   0.34693476  0.64327861  0.02373071 -0.21495151  0.23193543 -0.30866306
  -0.03909769]
 [-0.29311228  0.3354766  -0.04822866 -0.06110011  0.00940103 -0.26649648
   0.43636424  0.17841573 -0.59081986 -0.06751941 -0.37204008  0.09606087
   0.02929587]
 [-0.10733372  0.32105959  0.138818    0.49717478  0.32748318  0.16526063
   0.57112488  0.19489061 -0.14284698  0.25501516 -0.06782212 -0.17073295
  -0.03220475]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08261558 0.14083983 0.24006479 0.1719692  0.29019339 0.41014647
  0.09852243 0.17607182 0.32081599 0.04554407 0.07622185 0.10674388
  1.00000004]
 [0.08352763 0.1436981  0.24173475 0.16380951 0.27525893 0.38550839
  0.09997328 0.17510518 0.24755845 0.04525707 0.07715797 0.10851338
  0.29108663]
 [0.09310303 0.16467923 0.22991542 0.1598129  0.26693006 0.37248194
  0.09220814 0.14827056 0.20120912 0.04742584 0.08141667 0.18290083
  1.        ]
 [0.0841751  0.14474972 0.23053488 0.17695489 0.30392661 0.44278501
  0.09208003 0.15367591 0.21582906 0.04495196 0.07598963 0.10723324
  0.48326917]]",[ 0.34181373  0.14561732 -0.12846757  0.35427065],4,0.05968844075092605,0.06267689555814611,0.08555621909939655,0.029054107790434942,0.05412725001804353,19.757243104002555,0.041045322512739235
38,"[[ 0.09185788  0.4897404  -0.1569364  -0.20764565 -0.43597112 -0.30050284
  -0.31769406 -0.08474659  0.23180378  0.1744105  -0.41143188  0.20488408
   0.00898622]
 [ 0.42808663 -0.42211465  0.07068112  0.14576919 -0.03278735  0.03179656
   0.4714319   0.03239554 -0.20463209  0.46073268 -0.34471931 -0.0053705
   0.11799958]
 [ 0.33779716  0.35994651  0.37315398  0.31606402  0.05468792  0.35628474
  -0.22302331  0.09005395 -0.40801727  0.21051573 -0.21706693  0.26663185
   0.02017358]
 [-0.21080031 -0.4402103  -0.2433946   0.15787132  0.26073934 -0.35930097
   0.19540165  0.38524578  0.34521354 -0.04831403  0.22279274  0.34446195
  -0.06432929]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09245123 0.15825036 0.21985903 0.15272256 0.25605947 0.359753
  0.09274191 0.16208027 0.35110979 0.04966416 0.08450346 0.13378522
  1.00000004]
 [0.08391244 0.13812022 0.32547785 0.16812722 0.28920722 0.41042874
  0.09553783 0.15721148 0.2174631  0.04679666 0.07684717 0.10808492
  1.0000001 ]
 [0.09142146 0.15613134 0.34859529 0.16600364 0.28435327 0.42009319
  0.08862366 0.14682831 0.20596403 0.04706252 0.08077446 0.11585387
  1.00000003]
 [0.08101007 0.13686172 0.19550576 0.16198047 0.27452375 0.38434468
  0.09786448 0.17278219 0.25659118 0.04947503 0.08446671 0.14568632
  0.27010789]]",[-0.15148293  0.14682179  0.38771012  0.05764688],4,0.05661006003193046,0.06778482131075662,0.09143241842804097,0.02860462014346996,0.05190525347701658,19.546549822000088,0.04077350961997839
39,"[[ 0.16467206 -0.35652962  0.32991642 -0.16565915 -0.48812475  0.14279969
   0.15718816 -0.28290906 -0.12729955 -0.21653283 -0.39695591  0.35025881
  -0.05226751]
 [-0.17115236  0.61284287 -0.20920006 -0.10385363  0.17101744 -0.40856351
  -0.11304064 -0.00077345  0.07357973  0.46515047 -0.02193594  0.32574822
  -0.05708185]
 [-0.23785775 -0.33328212 -0.4491888  -0.24735602 -0.46663406 -0.14570417
  -0.28175259  0.46739799  0.14957716 -0.01508666  0.07016932 -0.06922769
  -0.01586001]
 [ 0.38135086 -0.24970695 -0.33470155  0.71470317  0.00352253  0.0041349
   0.21532178 -0.10488224  0.15310653 -0.11211225  0.11127412 -0.2515314
   0.01839054]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08700806 0.14914619 0.25211413 0.15988653 0.2708095  0.38310166
  0.09210495 0.15577062 0.21959173 0.04871659 0.08425792 0.25588375
  1.00000068]
 [0.08737829 0.14904112 0.21039262 0.15861713 0.26660699 0.37288144
  0.09235538 0.15940716 0.23183595 0.05053359 0.08607772 0.15267168
  0.14215485]
 [0.08121914 0.13402113 0.18625383 0.15401141 0.25933506 0.36842772
  0.10466096 0.18747552 0.31169568 0.05034341 0.0855375  0.12002239
  1.00000002]
 [0.07966685 0.1310306  0.18335665 0.17918448 0.30111853 0.41596462
  0.09218889 0.16095891 0.32801995 0.04511516 0.07714414 0.1089782
  1.00000004]]",[-0.1238218  -0.02112382 -0.27460681  0.11483222],4,0.05357596947992249,0.07430998336256224,0.09888704598901059,0.02835614672317368,0.05172100970680511,20.00332506700215,0.040525378377916976
40,"[[-0.09417763 -0.29611817  0.08347289  0.05853931 -0.44649141  0.16964348
   0.04617297 -0.3012439  -0.53792462  0.30292968  0.39816178  0.17545524
  -0.03987574]
 [-0.39727786  0.35164944  0.27700706 -0.27014     0.23698486  0.34286494
   0.04765631 -0.10365246  0.19347707  0.33730399  0.34429479  0.33152056
  -0.04918479]
 [ 0.38868706 -0.42182063 -0.26729177 -0.09560858 -0.02644883 -0.25062118
   0.13422008 -0.30179293  0.14780359 -0.18537028  0.27354882 -0.52010549
   0.1274857 ]
 [ 0.41524785  0.46838972 -0.43057182  0.16346374  0.13075445 -0.15076518
   0.55304287 -0.17374921  0.06309168  0.05475937 -0.09093692 -0.06687031
  -0.02180426]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08461762 0.1452359  0.20658656 0.16258942 0.27623476 0.40458872
  0.08840772 0.14647162 0.20560651 0.05403065 0.09558131 0.15954278
  0.37635463]
 [0.08477936 0.14561339 0.20913851 0.16267609 0.27971415 0.54183711
  0.09136922 0.15398314 0.21878908 0.05137539 0.08791359 0.14484151
  1.00000026]
 [0.08370859 0.13947393 0.1969779  0.16170796 0.27376842 0.38212885
  0.09350378 0.16344653 0.38025777 0.04677476 0.07886776 0.11014914
  1.00000024]
 [0.09131955 0.15323855 0.20817336 0.16332876 0.27662402 0.38778226
  0.09447682 0.16143577 0.24131081 0.04580096 0.07762752 0.11113623
  0.18952271]]",[-0.16214736  0.3607311  -0.09489158  0.04777592],4,0.055042603987440514,0.0841425479312939,0.11002415633012548,0.028027615490025023,0.05096983279711709,19.651592317000905,0.03989766425757124
41,"[[-0.18535684 -0.27744955 -0.48928885 -0.04803718  0.33430421 -0.22139606
   0.40534329 -0.24049842 -0.35420469 -0.18533089  0.23740022  0.21871836
  -0.00549295]
 [-0.60978398  0.35677291 -0.04059962 -0.00748895 -0.39497793 -0.06726757
   0.22349071  0.26105031 -0.10878929 -0.21394054 -0.18484842 -0.35873458
  -0.00890065]
 [-0.20785789  0.34417427  0.34713744  0.1128469  -0.32578252  0.0425014
  -0.2087498  -0.15579496  0.34649545  0.23035957 -0.34893092  0.36389327
   0.31939858]
 [ 0.18155543  0.24647741  0.16324178  0.55133865  0.10064207 -0.09248316
   0.04811501  0.10294174 -0.39497414 -0.00870191  0.55364386  0.12292852
   0.25759865]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08003899 0.13456889 0.18985681 0.16730675 0.28427622 0.39897236
  0.09042041 0.14977081 0.21035919 0.05225999 0.09580371 0.24449871
  1.00000001]
 [0.08637953 0.15110108 0.21720915 0.15527458 0.26014638 0.36865616
  0.11167464 0.18982551 0.26219596 0.04254182 0.07157487 0.10001584
  1.00000011]
 [0.08806697 0.15083006 0.24667959 0.15942845 0.26863797 0.37744606
  0.09230724 0.15959448 0.23933021 0.04928741 0.08408367 0.25295132
  1.00000006]
 [0.09191031 0.15737142 0.30618296 0.16614049 0.27872848 0.38913453
  0.08746858 0.14284203 0.19884014 0.0534807  0.09709781 0.14185931
  1.00000007]]",[-0.15923649 -0.15741979  0.49800758  0.45782595],4,0.05740538963123064,0.0911949191787437,0.1179501189974516,0.027683964311613067,0.05299082655602272,20.58896898799867,0.03913217530158632
42,"[[ 0.38613704 -0.29891631 -0.31988411 -0.42171714  0.35846931  0.03677984
  -0.21900566 -0.45998066  0.18039456 -0.13577863  0.17325765  0.09919736
  -0.03377836]
 [ 0.26219397 -0.06087013 -0.40530495 -0.12360132 -0.17995213  0.03795066
   0.207943   -0.46601833  0.07587483  0.323956   -0.16320581 -0.56213505
  -0.02066224]
 [ 0.06941606 -0.49428909  0.04985118  0.11052618  0.32602278 -0.38907343
  -0.05179604 -0.15604786 -0.0725887  -0.28964358  0.40360356 -0.31880809
   0.31266407]
 [-0.0919764   0.45959305  0.1890646   0.05803435  0.18908174  0.15673926
  -0.32447022  0.51405742  0.06842347  0.42377831 -0.20472078  0.13248723
   0.26002464]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08220292 0.13730629 0.19279655 0.164872   0.28699136 0.40798371
  0.09042164 0.1528385  0.2499296  0.0497117  0.08497378 0.12235287
  0.25084497]
 [0.0848001  0.14152828 0.19777128 0.16419081 0.28286524 0.40437075
  0.09308882 0.15723712 0.25439192 0.04573163 0.07524993 0.10445947
  0.29640072]
 [0.07972839 0.13530756 0.28570236 0.17288681 0.28770011 0.38838337
  0.08818978 0.14890209 0.21409447 0.04732524 0.08259988 0.1142323
  1.0000002 ]
 [0.09134304 0.15654117 0.36833024 0.16292447 0.27587494 0.39556236
  0.09270477 0.16224574 0.23136486 0.04726482 0.08021665 0.11448541
  1.00000017]]",[-0.05600337 -0.21931581  0.16722317  0.60475513],4,0.056737061888373186,0.10725744550410256,0.13583847124635395,0.02733603544320043,0.048745377260299594,20.311477969997213,0.038914789468413286
43,"[[ 0.24037491 -0.46511509  0.19230549  0.33718303 -0.55472989  0.22886426
  -0.0792377  -0.37145406  0.18377813  0.12868053  0.13751504 -0.02868233
  -0.02805506]
 [ 0.49829069  0.56155686 -0.22576503  0.12271023 -0.16795064  0.28306141
   0.02853027 -0.24286236  0.0680638  -0.32221482 -0.04460216  0.29931874
  -0.04657493]
 [ 0.50649923 -0.33783066  0.2417207   0.22259229 -0.04524496  0.11170371
   0.09848007  0.51560208  0.14142719  0.11812885 -0.33013568  0.28926573
   0.06829194]
 [-0.41155608  0.49348709  0.05299885  0.29014824  0.25066168 -0.11187853
   0.15984017  0.30057186  0.35142383 -0.04535379  0.29617342  0.30839991
  -0.0217239 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08443147 0.14468194 0.20887743 0.16258185 0.27452709 0.55606814
  0.09088996 0.15733991 0.2337114  0.05004165 0.08523086 0.11893687
  1.00000001]
 [0.08897106 0.15097935 0.21012391 0.16352485 0.27853864 0.41986966
  0.09103443 0.15387393 0.21800155 0.04724197 0.08232582 0.14955135
  0.2586799 ]
 [0.08511313 0.14483633 0.22269878 0.16264557 0.27586573 0.38640525
  0.0978349  0.17161549 0.24472357 0.04698488 0.08035487 0.25631327
  1.00000003]
 [0.08434159 0.14526501 0.20632885 0.16223491 0.27406912 0.38405236
  0.09585033 0.16753369 0.39516516 0.04891338 0.08377158 0.12669626
  1.00000003]]",[-0.01303664  0.16769925  0.36908302  0.36520272],4,0.06149746961641624,0.11912740244087267,0.14893238817374496,0.026886742273886897,0.04976436034775933,19.704310189001262,0.03904325800876329
44,"[[-0.14285613 -0.21519728  0.20264798  0.31637437  0.5100885  -0.41373874
   0.00682847 -0.01438986 -0.21451006 -0.24832084 -0.13597039 -0.48373369
  -0.01831853]
 [ 0.30732497 -0.41949079  0.07223253 -0.50749316  0.1280329  -0.10180456
  -0.24007562  0.43296821  0.09449621 -0.18615622  0.37941032 -0.08554049
  -0.01022689]
 [-0.17174571 -0.07853792 -0.1516364  -0.02744957 -0.2744427  -0.05620789
   0.44383095 -0.54154865  0.05540395  0.24487804 -0.46872873  0.06610064
   0.29109858]
 [-0.2047658   0.64495267  0.09561305  0.18206551  0.30064075  0.21831198
   0.0368826   0.16978283  0.18037647 -0.13468708 -0.40757198  0.3352166
  -0.04923842]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08446011 0.14629604 0.35430184 0.17146877 0.28869858 0.39678885
  0.09097154 0.15483332 0.21983205 0.04310767 0.07264761 0.10234916
  1.00000002]
 [0.08356741 0.13909837 0.22723629 0.15183096 0.25809029 0.3618745
  0.10332616 0.1865555  0.30456176 0.05118468 0.08744857 0.12145622
  1.00000001]
 [0.08273004 0.14152638 0.19944982 0.1559713  0.26176765 0.37119691
  0.09196087 0.15172781 0.24598896 0.04864962 0.08134746 0.1793777
  1.00000013]
 [0.08656598 0.14824944 0.20872108 0.16770485 0.28357077 0.40327462
  0.09178368 0.15865984 0.23082633 0.04560132 0.07776524 0.2705906
  0.9999997 ]]",[-0.07158012 -0.00932321  0.09646145  0.37726024],4,0.05594011547129865,0.12150677816771617,0.1515457866415305,0.026642227405758646,0.050127679717401105,19.539992256002733,0.03819467870378601
45,"[[ 2.75983923e-01 -1.26067077e-01  3.17650384e-02  2.76019550e-01
   5.65309214e-02 -2.34895890e-01  5.24863033e-01 -2.59413411e-01
   2.75680711e-02 -1.53070081e-01  6.03118443e-01 -2.02833464e-01
   2.26294640e-02]
 [ 5.39278039e-01 -1.11153582e-01 -4.81813999e-02  2.80423690e-01
   5.92687124e-02 -2.72873414e-01  3.01389598e-01  5.25503913e-04
   9.24539450e-02  4.93362359e-01  4.56273117e-02 -4.38961179e-01
  -1.82653031e-02]
 [ 1.74465024e-01  6.66681673e-01  1.12790790e-01  3.35146175e-01
   3.18164358e-01  3.28517816e-02 -4.96611502e-02  1.63480866e-01
  -1.27565984e-01  4.22544981e-01  2.01445077e-01 -1.80852896e-01
  -2.11549003e-02]
 [-5.33214532e-01 -2.39043682e-01  5.03336453e-02 -2.20204130e-01
  -3.56809772e-02  1.55578050e-01 -6.04785539e-01  2.95721462e-01
   2.05074128e-01 -2.32104152e-01 -3.78175802e-02 -1.74717687e-01
  -3.06345995e-02]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09083601 0.15300106 0.24440908 0.15934666 0.25743145 0.3490591
  0.09532787 0.15818377 0.23162373 0.05619585 0.10252045 0.13999441
  1.00000007]
 [0.09093668 0.15244535 0.21386069 0.15887543 0.26458396 0.36866141
  0.09988304 0.17374866 0.2816457  0.04686143 0.07667019 0.10488716
  0.52049405]
 [0.09931947 0.1720028  0.27286972 0.17481982 0.29605479 0.41265316
  0.08764824 0.14571197 0.20546057 0.04667855 0.07855063 0.11003014
  1.00000128]
 [0.08099916 0.13731194 0.19590908 0.16494911 0.27982445 0.40091854
  0.09284782 0.16563177 0.38831489 0.04579946 0.07762299 0.10954159
  1.00000008]]",[ 0.05293612  0.0087311   0.31686861 -0.04096345],4,0.05575507847076391,0.14347204578329323,0.17551403474233115,0.026200507773993697,0.051276723851215164,20.94912869300606,0.03780034510542726
46,"[[-0.0530726  -0.04545896  0.06666158  0.59297687 -0.4132595   0.06085837
   0.08448616  0.09151895 -0.46737444 -0.36016604 -0.31497145 -0.04050716
  -0.00666193]
 [-0.2784872  -0.38710572 -0.04367949 -0.43848872  0.2044303  -0.00296979
  -0.34856211 -0.37805801  0.03424298  0.138808    0.1730866  -0.43690921
   0.17578663]
 [ 0.03907495 -0.18976124 -0.01428277 -0.16962934  0.50644674 -0.36859065
   0.56334223 -0.30433555 -0.12364511 -0.31251393  0.05749541  0.04796071
   0.11227075]
 [-0.42615417 -0.44266068 -0.00993595  0.20641387  0.02403434 -0.53979115
  -0.36930366 -0.07550632 -0.37447401  0.03044007  0.06023436 -0.02410971
  -0.01825828]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08748983 0.15168695 0.27667704 0.17250396 0.28624175 0.42258454
  0.08800173 0.14312263 0.1949757  0.04248698 0.07375728 0.10635169
  1.00000017]
 [0.0774525  0.13192162 0.19041395 0.17115029 0.30111488 0.42572106
  0.08560854 0.14330039 0.24625852 0.04826125 0.07855337 0.10596355
  1.00000007]
 [0.08175776 0.13766771 0.19850283 0.17118059 0.29076115 0.39129232
  0.09391877 0.14859897 0.20574372 0.04681928 0.09137574 0.16726308
  1.00000013]
 [0.08170421 0.13999697 0.23030603 0.16144899 0.26693194 0.36945535
  0.08855028 0.14890038 0.21033701 0.05338331 0.09507545 0.13755879
  0.65921838]]",[-0.10347562 -0.02150645  0.04138669 -0.38947744],4,0.05390691905554249,0.16266962310769267,0.1962586374931187,0.025743471720744353,0.05079728598384145,20.156643810005335,0.03714043331465666
47,"[[-0.23056257  0.50123921  0.07133704 -0.31978656  0.03190507  0.02586988
  -0.19072527 -0.39413873 -0.39305557 -0.17302326  0.16760729 -0.42229917
   0.06309167]
 [-0.0612163   0.16012333  0.23971372  0.41297374 -0.20840153 -0.11222839
   0.44832742  0.48524607 -0.02013238  0.31721021 -0.30692777  0.23367108
  -0.01676361]
 [ 0.61903016 -0.17646544 -0.25571531  0.1018407  -0.46276315 -0.06029295
   0.36966528 -0.22826778  0.16504322 -0.10023721 -0.19499632  0.16712018
  -0.01080374]
 [ 0.36579909  0.54300823  0.21929209 -0.42492451 -0.25865003 -0.16611253
   0.29422091 -0.14507249  0.12483406  0.22197404 -0.19013105 -0.19505045
  -0.03908364]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09696499 0.17313899 0.27402502 0.16498864 0.28030832 0.40061816
  0.08570106 0.1392875  0.19499029 0.04571638 0.07656531 0.10670132
  1.00000055]
 [0.08688178 0.14940838 0.35064908 0.1583082  0.26433872 0.36944905
  0.09966582 0.17267746 0.24117309 0.04882336 0.08349835 0.13039411
  1.00000005]
 [0.08816414 0.1487203  0.2065202  0.15573603 0.26033092 0.36876003
  0.09497524 0.16427352 0.26272374 0.0494081  0.08442746 0.24481777
  1.00000005]
 [0.09856418 0.16661689 0.27681132 0.15362027 0.25778817 0.36473784
  0.09303138 0.15919843 0.233002   0.04808589 0.08107988 0.11395958
  0.57551085]]",[-0.0744095   0.19867006 -0.10165689 -0.02140976],4,0.05275827546900115,0.170371016743138,0.20453411447030226,0.02550437948177545,0.048987845487487885,19.65509072200075,0.03633422002675046
48,"[[ 0.07546924 -0.50211921  0.17538912  0.33921016  0.52666229 -0.02535562
   0.24969282 -0.29076521  0.13530777  0.06317813 -0.35806595  0.14179269
  -0.02885767]
 [-0.24041606 -0.19927443  0.12275416 -0.28956722  0.32624336 -0.18435896
  -0.49154439 -0.55476411  0.10377858  0.22362697 -0.21666244  0.03660363
   0.06861888]
 [-0.28206281  0.54325929 -0.49732337  0.10140123  0.03861928  0.13309224
  -0.36823577  0.42938867  0.15896613  0.00759933 -0.01724264  0.04786659
  -0.02456567]
 [ 0.42552493 -0.09454119 -0.24669639  0.07188956 -0.39918204 -0.42479951
  -0.24242673 -0.32499765 -0.05296961 -0.22561932 -0.3537399  -0.24659057
  -0.01093113]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.07936558 0.13475256 0.23792521 0.18011687 0.30879813 0.42522306
  0.09041672 0.1525162  0.22608932 0.04522781 0.07697335 0.11207165
  0.6123296 ]
 [0.08403416 0.14486735 0.34576765 0.16552678 0.28399288 0.39354863
  0.08593708 0.14425012 0.21777755 0.05015903 0.08457149 0.11889373
  1.00000005]
 [0.08086379 0.13656082 0.18911123 0.16545388 0.28034267 0.40828163
  0.0972161  0.17465163 0.29502312 0.04672952 0.08012449 0.11385865
  0.52552918]
 [0.09383773 0.15831856 0.21997293 0.15456153 0.25223627 0.3490578
  0.09218419 0.15833597 0.25282978 0.044732   0.0773031  0.11004886
  1.0000001 ]]",[ 0.17534337 -0.06826342  0.11688008 -0.42986503],4,0.053818156522179944,0.1670001688215246,0.20091508158509713,0.025438727684506043,0.04810373893669871,19.99713162599801,0.03598248065814477
49,"[[ 0.38889773  0.04616872 -0.26632896 -0.02434757  0.54027195 -0.26532176
  -0.17958107  0.37059628 -0.03136515  0.27392598 -0.40537386  0.05127009
  -0.01571306]
 [-0.45124207  0.76181114 -0.0864792  -0.19779706  0.35948032  0.05149771
  -0.04186087 -0.12302139  0.10361171 -0.01635681  0.09518694  0.01926989
  -0.01491764]
 [-0.34226668 -0.6775086   0.11413224  0.28555313 -0.34281086 -0.01833549
  -0.15997394  0.23572913  0.18746827  0.05448194 -0.17163021  0.24809142
  -0.0336834 ]
 [ 0.23540931 -0.26187064  0.01036773 -0.15626151 -0.34158141 -0.48918557
  -0.02406552  0.33411458 -0.37363129  0.32554031 -0.36971381  0.02886549
  -0.01380692]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.0835803  0.13612987 0.18863099 0.17134864 0.29047475 0.39853994
  0.09769629 0.17393275 0.24669646 0.04499503 0.07611707 0.13077043
  0.51809563]
 [0.09065047 0.161752   0.2209883  0.16808542 0.29089826 0.41021426
  0.09005591 0.15079152 0.31483748 0.04681164 0.08010827 0.11394613
  1.00000006]
 [0.08079741 0.13688038 0.19698663 0.16132194 0.27167076 0.38097274
  0.09638826 0.17096617 0.25034267 0.0494248  0.08438219 0.26304765
  1.00000019]
 [0.0908841  0.15495513 0.23559244 0.15069348 0.24682151 0.34001002
  0.09854294 0.16879018 0.23319775 0.05068792 0.08605202 0.14276241
  0.99999825]]",[ 0.05478329  0.16009688 -0.06036031 -0.34903176],4,0.05229442048568312,0.17133453338767526,0.205567706604278,0.025258419787591222,0.04875444135775642,19.980499541001336,0.03579783550843768
