iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap,wall_time_seconds
21,"[[ 0.36977868 -0.0582773  -0.44517639 -0.23421038  0.09042296  0.45335263
  -0.24750047  0.41161193 -0.40304488]
 [ 0.44238831 -0.33293054 -0.46476317 -0.09360599  0.02369302  0.40934568
  -0.13739074  0.24281793 -0.4719332 ]
 [-0.3736955  -0.20332545 -0.31774392  0.53634543  0.09578624  0.4143434
  -0.18971799  0.43514502 -0.15550968]
 [-0.26958301  0.06660199 -0.21780237  0.32689179  0.56013412  0.58243372
  -0.23000584 -0.08784638 -0.23450826]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09040655 0.04793419 0.1123211  0.09903795 0.15199986 0.31816159
  0.0524028  0.1604753  0.30059458]
 [0.09155728 0.04473181 0.13005809 0.12113367 0.14492736 0.25282213
  0.06866969 0.07246644 0.13158555]
 [0.0253254  0.02090473 0.11723807 0.79405784 0.1358195  0.17577755
  0.04265107 0.22196766 1.00000006]
 [0.03330137 0.03314936 0.15290242 0.16031034 0.65251916 0.57400199
  0.03743259 0.03303664 1.00000031]]",[0.04735292 0.00681364 0.39375182 0.46612812],4,0.3802102321756338,0.12245900557854023,0.15259066886091613,0.149345107865685,0.3330235578727297,873.9175987390336
22,"[[ 0.20130909  0.44374232 -0.23148683 -0.27263199  0.39344474  0.47722099
   0.38577493 -0.32137942 -0.00271882]
 [ 0.40567914 -0.22246473  0.51579997  0.32035524 -0.20193297 -0.36821064
  -0.09993348  0.47737822  0.05499206]
 [-0.25850871 -0.22853404 -0.38006067 -0.02125882  0.32134269  0.36616108
   0.42236686 -0.44221853 -0.3532157 ]
 [-0.20338337  0.17235212  0.5829876   0.44130497  0.49447077 -0.37434442
  -0.05659464  0.07673597 -0.02406015]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.06837407 0.35166557 0.10039659 0.07970764 0.35403344 0.5444938
  0.10571985 0.04675132 1.00000007]
 [0.0821628  0.03799929 0.41869803 0.25249082 0.04257064 0.03191832
  0.04050215 0.75978826 1.00000059]
 [0.03212975 0.02892551 0.12277807 0.12739526 0.27692841 0.28413055
  0.77264581 0.05474155 0.99999983]
 [0.02762662 0.03132064 0.74448099 0.32591107 0.37453236 0.08488677
  0.0438988  0.04337424 1.00000039]]",[0.54701868 0.71503128 0.07765541 0.70783092],4,0.31979167515636897,0.1286549301108508,0.15937595630781404,0.14691544221312938,0.3031345748723221,1237.7966113761067
23,"[[-0.25267175 -0.2036484   0.42049505  0.52964539 -0.00089889  0.04614656
   0.48537098 -0.18304151 -0.40758373]
 [-0.16375176  0.05625494  0.51572892  0.40641947 -0.16770373  0.18951904
   0.5672135  -0.3051629  -0.24488789]
 [ 0.28583819 -0.10184726  0.29052402 -0.71532172 -0.24586822  0.37018673
   0.14797121 -0.03721684 -0.30176867]
 [ 0.40818552  0.27751241  0.47575463  0.464057   -0.24341799  0.47218696
   0.06940576 -0.16437229 -0.02513588]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.02278338 0.02167141 0.35779473 0.40519674 0.06178892 0.06926548
  0.7185004  0.05910569 0.99999993]
 [0.03350664 0.03047134 0.35885364 0.26277197 0.06539281 0.08651513
  0.8576836  0.05820475 1.00000045]
 [0.101067   0.05274678 0.16026674 0.0793741  0.0540277  0.45825717
  0.0945008  0.06520872 0.44561467]
 [0.13328612 0.05403394 0.39440856 0.27821126 0.04075482 0.71997372
  0.04125554 0.02600228 1.00000047]]",[0.288369   0.51736368 0.04674103 0.68964331],4,0.32657603935036184,0.12817793205735975,0.1588543996297851,0.14414655256915007,0.3080046330911599,812.0212855071295
24,"[[-0.16247552 -0.27529745 -0.52186125  0.46793288  0.33795207 -0.22751124
   0.31482766  0.13243517 -0.35197184]
 [ 0.22941968  0.37007825 -0.62005742 -0.21337112 -0.09605033  0.35596987
   0.30770571  0.18872637 -0.33788991]
 [-0.13760644  0.42418874  0.41511822 -0.3739833   0.20563225 -0.5471667
  -0.18018466  0.33839085  0.01705392]
 [ 0.45488    -0.17879286 -0.57090411  0.24862717  0.20193817 -0.03524493
   0.49687988 -0.28180157  0.07104472]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.032919   0.02355035 0.08942527 0.6482563  0.18002096 0.10175279
  0.14393725 0.08329231 0.66209716]
 [0.10587856 0.35616422 0.0794218  0.09285799 0.08634427 0.20716654
  0.1705706  0.09973029 0.51272777]
 [0.03205781 0.86236271 0.28840569 0.16226595 0.0668719  0.03984846
  0.04170003 0.12168261 1.00000142]
 [0.11401722 0.04575431 0.13067551 0.2074429  0.15447511 0.11141806
  0.89372147 0.0634979  1.00000058]]",[0.10583623 0.05055336 0.46309468 0.54514703],4,0.329375852460752,0.1382078585197961,0.169794121401879,0.14080202853297805,0.30743543235785575,719.060595265124
25,"[[-0.19513461  0.38840505  0.43833181 -0.4580382  -0.30796943 -0.03171555
   0.36941252  0.23247123 -0.35038652]
 [ 0.36403666  0.44542892 -0.24603587  0.56315863  0.13860757 -0.20278601
   0.38834825 -0.26448947 -0.1014191 ]
 [ 0.51231086  0.02945588  0.32468061  0.05351257 -0.21654858 -0.39044684
  -0.26548863  0.38535065 -0.45833119]
 [ 0.45610164  0.13766513  0.5811097   0.24980366 -0.28811022 -0.10052573
   0.46355239 -0.23251556  0.10426901]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.02939754 0.27931424 0.25443972 0.13429999 0.04410385 0.06236793
  0.26244027 0.13965836 0.44376853]
 [0.2016029  0.26890639 0.10804456 0.71071071 0.07580445 0.05513699
  0.11035854 0.05168759 1.00000188]
 [0.85746647 0.05043962 0.28211062 0.19767563 0.05264134 0.04935956
  0.04595221 0.19353529 0.99999994]
 [0.42718263 0.04832845 0.60460236 0.25317521 0.04716264 0.05550934
  0.23330329 0.05754478 1.00000085]]",[0.11112917 0.49392306 0.11632542 0.79594542],4,0.3266334300191964,0.15978476936283692,0.1931521645698149,0.13803234427426647,0.29830136912553484,897.8559728050604
26,"[[-0.06756718  0.39872904 -0.27946632  0.36704744 -0.45648233  0.34357035
  -0.32147567  0.40918026 -0.16258165]
 [ 0.39729408 -0.00978457 -0.51855976  0.44054793  0.22329523  0.43965732
  -0.28497218  0.06439373 -0.22485543]
 [-0.13848999  0.13210563  0.49297194 -0.38013133  0.55503926  0.07629723
  -0.23483435 -0.09228894 -0.44530124]
 [ 0.10293396  0.13223872  0.45184107 -0.53447471  0.34299041  0.26098674
   0.21504198 -0.31536657 -0.38812153]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.04232752 0.31643451 0.14507007 0.25928765 0.04781265 0.1941146
  0.03528342 0.55612989 1.00000004]
 [0.49537348 0.04761465 0.08920976 0.43154551 0.1989901  0.31130977
  0.03690521 0.03546966 1.00000202]
 [0.04097134 0.03819577 0.2758413  0.16253594 0.48147203 0.16946817
  0.03955532 0.0394831  0.40968245]
 [0.05444957 0.04103189 0.26145206 0.14241093 0.25826236 0.18741527
  0.0604753  0.03438399 0.17541595]]",[0.27643969 0.28841329 0.1583697  0.12462332],4,0.3103254357629614,0.18387654278407936,0.21898811046446226,0.1341952966275687,0.3062955026963926,956.9950056169182
27,"[[-0.14716488  0.31650072 -0.27961355 -0.42564507  0.47176154  0.34519027
   0.07241904  0.33826529 -0.3967734 ]
 [ 0.39656669 -0.32290888 -0.00906143 -0.36028919  0.49572169  0.49541239
  -0.2757013   0.15239635  0.13477768]
 [ 0.37273442 -0.42027489 -0.09612046 -0.26656026  0.39257834 -0.22953793
  -0.16441434  0.42352418 -0.43696034]
 [ 0.33647667 -0.45668475  0.23537477 -0.46877257  0.39751448  0.4699494
   0.04082071 -0.14912677 -0.01726718]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.04549846 0.14054937 0.11737582 0.08847759 0.38865792 0.21562459
  0.07974028 0.08628897 0.37714659]
 [0.08292665 0.0407995  0.1328804  0.09207475 0.68827537 0.51186094
  0.04095975 0.05699771 1.00000003]
 [0.07884181 0.04111339 0.14467912 0.11607068 0.20390388 0.11716925
  0.05078039 0.28333836 0.2461808 ]
 [0.06770726 0.03536434 0.15793457 0.09190167 0.37903894 0.80647746
  0.05145277 0.04004817 1.00000012]]",[0.11041519 0.71228036 0.02449551 0.50926235],4,0.2880021023696559,0.18291072556107194,0.21795681902863195,0.13178356835403163,0.2564785926294758,1010.6994459549896
28,"[[-0.06616674  0.47809491 -0.52710341  0.45352168  0.33453579 -0.02825436
  -0.04041026 -0.14759948 -0.38392213]
 [-0.20923417  0.30197555 -0.42278075  0.26336182  0.35018833 -0.62248382
  -0.25157513  0.1767491  -0.11081765]
 [-0.12582228  0.23767258  0.38617048 -0.66761759  0.36910413 -0.3111749
   0.2324232   0.17435044  0.1239085 ]
 [ 0.01099801  0.4832341  -0.53368477  0.3627354   0.44818179 -0.1139232
   0.15045157  0.10963794  0.31853709]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.04427473 0.83280216 0.10769893 0.28147978 0.17223793 0.11272503
  0.04678292 0.03365244 1.00000527]
 [0.03567342 0.36613554 0.1186548  0.23508498 0.61866246 0.06719125
  0.04573424 0.06848879 1.00000044]
 [0.0353371  0.1629038  0.20063211 0.08546128 0.77591295 0.10204835
  0.1639076  0.11185469 1.00000004]
 [0.05121717 0.86882731 0.10324577 0.20365439 0.20452813 0.11504626
  0.07949749 0.05537292 1.00000149]]",[0.1297707  0.17945227 0.49083845 0.85431064],4,0.2863186658176208,0.2027428423821658,0.2390654282073557,0.12972427245010157,0.2787822985652075,957.6764885550365
29,"[[ 0.35623759  0.04940118 -0.33372665  0.53291893  0.4001812  -0.34314573
   0.3055738   0.27541367 -0.16779812]
 [-0.02847222 -0.28070957  0.14575284  0.14017552  0.51702834 -0.14363833
   0.51417115 -0.48543738 -0.30253381]
 [ 0.20299184  0.13385008 -0.5742568   0.34282679 -0.3736319  -0.08639423
   0.47338084  0.34822477 -0.03409862]
 [-0.2464338  -0.09347766  0.47522838  0.33316967 -0.50658289  0.47798135
  -0.10942853  0.28542712  0.12309599]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09201669 0.0432871  0.09512455 0.84248919 0.19189657 0.08114605
  0.14970382 0.0973994  0.99999995]
 [0.03978147 0.02860802 0.20865127 0.18462125 0.29465705 0.12596631
  0.8496221  0.05432702 0.99999995]
 [0.06364311 0.0416368  0.12525644 0.27388681 0.05870144 0.05714343
  0.83235573 0.21240158 1.00000027]
 [0.02430355 0.02430449 0.38680964 0.25250764 0.03615078 0.8052817
  0.04428518 0.06090884 1.00000023]]",[0.40587214 0.28932514 0.44747502 0.76192092],4,0.2783116719227665,0.21098523245058004,0.24779846030181127,0.12885563251941382,0.26631763389078245,1126.9470339601394
30,"[[ 0.39104921 -0.07329197  0.37643821  0.62309084  0.02589429 -0.20931157
  -0.0193442  -0.27310108 -0.43854377]
 [ 0.35303526  0.31524974 -0.34781947 -0.45696286  0.21231997  0.40030471
  -0.37952038 -0.05575379 -0.3061412 ]
 [-0.21579494 -0.10012394  0.07919656  0.55734765 -0.40401995  0.25898092
  -0.05305035  0.50354496 -0.37393067]
 [ 0.21869126 -0.11421486  0.55727421  0.37503128 -0.15935599 -0.19204088
   0.096952    0.47561556 -0.43593832]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.0746935  0.03847102 0.30120219 0.60091554 0.05770785 0.05034689
  0.04029685 0.02619943 0.50146951]
 [0.58014625 0.3385556  0.09082942 0.06812953 0.17436235 0.28449274
  0.03202145 0.04016273 1.00000689]
 [0.03082133 0.02610641 0.22966117 0.4486362  0.05326319 0.07816711
  0.05182576 0.7189228  1.0000036 ]
 [0.04983881 0.0327108  0.44591669 0.26072622 0.04515338 0.04512504
  0.06759149 0.26433543 0.42753584]]",[0.27730338 0.07918581 0.24302271 0.28347621],4,0.2885811598837144,0.22361171452298875,0.26113438783908993,0.12637826170568747,0.2500107439374012,819.7012517340481
31,"[[-0.15111483 -0.23203186 -0.60415675 -0.42472089 -0.34459478 -0.35816558
   0.13872396 -0.31165156 -0.12055349]
 [ 0.20043552 -0.11482499 -0.67202318  0.39790889  0.01597061  0.40290017
   0.26738701  0.29897658  0.11501204]
 [-0.20405706  0.45117553  0.62222134  0.21767056 -0.22434612  0.03026764
  -0.33139157  0.3514006  -0.18897466]
 [ 0.32001244  0.17049713 -0.54916247  0.30859339 -0.12444833  0.47593508
   0.38732154  0.27140835 -0.07766209]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.06490764 0.04223388 0.10602898 0.09886705 0.06248401 0.06041632
  0.35095517 0.09188153 0.54501065]
 [0.06145517 0.03692624 0.06644663 0.43668482 0.10877353 0.57157581
  0.18732521 0.1239264  1.00000051]
 [0.02592621 0.19994177 0.88710604 0.24652698 0.05168808 0.05911241
  0.03547085 0.07868556 1.00000108]
 [0.08625944 0.04671306 0.10384191 0.1900884  0.07263822 0.78589266
  0.23384082 0.1245855  1.00000071]]",[-0.21447991  0.57136152  0.50767011  0.44891965],4,0.28263236721825985,0.22312563693786158,0.2606219112238635,0.12485187799420254,0.24100633955451645,843.2481886870228
32,"[[-0.15353276 -0.44021738  0.44601103 -0.42562421  0.05593406  0.30400661
  -0.1121227   0.3664388  -0.40019622]
 [-0.31322007 -0.51664198  0.28178839 -0.48972766 -0.09722561  0.1714552
  -0.17187402  0.36750511 -0.33509102]
 [ 0.15099872  0.23622672 -0.64146709  0.26377154 -0.3176326  -0.22793915
   0.22064345  0.35552791 -0.33527678]
 [-0.18428162 -0.01838287  0.37263614  0.60510005  0.51407258 -0.15966734
  -0.0916798  -0.19718599 -0.35163449]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.03201821 0.02300383 0.27763378 0.16012458 0.11947826 0.14745258
  0.04814429 0.20165556 0.18551825]
 [0.02768228 0.02147138 0.21518081 0.12077095 0.10856738 0.12364457
  0.04899857 0.40772794 0.37787854]
 [0.07316084 0.06238406 0.11276829 0.21677632 0.05569141 0.0517457
  0.17739993 0.37167002 0.439451  ]
 [0.02566272 0.02531528 0.2754696  0.73894523 0.40808473 0.09975791
  0.03531336 0.02543053 1.00000721]]",[0.08639442 0.00716771 0.00508545 0.37855919],4,0.27644351897161956,0.24210781808669898,0.280583343092331,0.12355710340540134,0.2550362465142421,777.3751092969906
33,"[[ 0.43199522  0.40184814  0.16623026 -0.29580422 -0.029834    0.24599209
   0.4666319   0.50391484 -0.06072804]
 [-0.09261742 -0.0884589  -0.57448122 -0.45953408 -0.28245324  0.07611817
  -0.52463936 -0.28512886 -0.01667484]
 [-0.16661721 -0.29608277  0.35679776  0.59312023 -0.26243902  0.10671833
   0.41299023  0.38235894  0.09195168]
 [-0.2718966   0.49407454 -0.40341236  0.10941463  0.27401932  0.52069344
  -0.24591912  0.28529112 -0.13847026]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.12946856 0.11188702 0.1477067  0.10570876 0.08343985 0.10265391
  0.46286077 0.59863803 0.99999998]
 [0.09227026 0.061686   0.0797513  0.06790684 0.07142483 0.65752956
  0.0212542  0.02921424 1.0000001 ]
 [0.02335409 0.01718183 0.2686581  0.86599117 0.04476665 0.05624404
  0.19278961 0.12285318 1.00000031]
 [0.03048797 0.81898603 0.11252727 0.1162228  0.20423546 0.24935046
  0.04544    0.059396   1.00000005]]",[ 0.57385847 -0.09730332  0.81331476  0.41677208],4,0.2505119714775582,0.2562548362956646,0.29539439517699634,0.1219481193450815,0.23667575182694417,696.2034128231462
34,"[[ 0.46166922 -0.12809738  0.38053908 -0.36879269  0.28729359  0.19899891
   0.48221027 -0.32951835 -0.16244163]
 [ 0.19814462 -0.07938401 -0.70450975  0.16247985  0.35214329  0.07874793
  -0.32819242  0.41336993  0.15136744]
 [-0.24393733  0.36966782 -0.61126896  0.236922    0.37780486 -0.15413624
   0.37533405 -0.23086903 -0.11570595]
 [ 0.22643371 -0.50727877 -0.48771586  0.1048405   0.39381999  0.28075301
  -0.20678781  0.36053506 -0.18940582]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.77488266 0.04550386 0.22911456 0.15373227 0.17415489 0.14444886
  0.26934696 0.05756559 1.00000007]
 [0.065961   0.04226993 0.08134152 0.12078356 0.24362955 0.1485564
  0.04223411 0.84514754 1.00000776]
 [0.03217448 0.3682804  0.08832204 0.14586869 0.29824876 0.11758094
  0.53857681 0.06012692 0.99999996]
 [0.05231113 0.02568075 0.09707955 0.11931734 0.59268376 0.20863869
  0.0444238  0.48204608 1.00000559]]",[0.40965231 0.55639057 0.275979   0.23116775],4,0.26938555371180195,0.2777681695606784,0.31781744322221733,0.12070312403024533,0.22953941696952873,1089.5804416548926
35,"[[ 0.35446917  0.21174329  0.47630051 -0.3248414   0.3501711  -0.15177457
  -0.29231852  0.36893792 -0.3604326 ]
 [-0.44628836 -0.04747959  0.38398082 -0.2921095   0.43914034  0.37941172
   0.3659354   0.27345755 -0.14254092]
 [-0.07237141  0.3945884  -0.16551833  0.51161168  0.28479767  0.46943921
   0.41680217 -0.26066505  0.08225776]
 [-0.03349966 -0.29376054 -0.61084216 -0.59369581 -0.24180784 -0.29039267
   0.03081758  0.1527363   0.14107664]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.11964181 0.05310279 0.31007883 0.15924268 0.18605329 0.10749925
  0.03288767 0.21448768 0.31491388]
 [0.01925429 0.02876292 0.2466097  0.14612365 0.78225345 0.2662983
  0.19292551 0.10064981 0.99999999]
 [0.03694767 0.15270801 0.1306451  0.44637867 0.19536045 0.48498269
  0.22748702 0.050741   1.00000048]
 [0.0579145  0.03579665 0.08180704 0.06814868 0.06009192 0.07075174
  0.19690489 0.7504655  0.99999991]]",[0.15446415 0.44218722 0.7114878  0.12380506],4,0.2576386553557477,0.27874739349065,0.31883532750383237,0.11920308881030536,0.23740558671198808,924.0181973881554
36,"[[ 0.18838061 -0.13210205  0.33582467  0.36818279  0.53197036 -0.36781266
  -0.19123591  0.48798264 -0.07581666]
 [-0.24472402  0.16053988 -0.39116384 -0.53549793 -0.21146031 -0.56663108
  -0.29931104 -0.00252697 -0.13852865]
 [ 0.38586381  0.48965482 -0.16975338  0.52330164 -0.11059955  0.06727896
  -0.09120525 -0.31093131 -0.43235524]
 [-0.34113632  0.0942401  -0.50658551 -0.45421503 -0.35446111  0.13041641
  -0.36438743  0.26703449 -0.25508411]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.04974924 0.03289449 0.25814636 0.21945088 0.69993506 0.08925899
  0.03418332 0.35357085 1.00000035]
 [0.05131403 0.65536485 0.11269521 0.07472233 0.05948631 0.0391938
  0.05168146 0.07058214 0.78298874]
 [0.18657069 0.35070464 0.14268436 0.34245507 0.07069755 0.07179385
  0.04171083 0.0261748  0.52343924]
 [0.03952835 0.04181645 0.12035856 0.09090047 0.07576617 0.14441389
  0.05019475 0.52764607 0.55586112]]",[ 0.60221311 -0.15034251  0.15745783 -0.13900822],4,0.25893628511422195,0.2914875786548774,0.3320575488846655,0.11782850181557274,0.2303943033070755,831.8081907629967
37,"[[-0.11060051  0.46036297  0.22010778 -0.41096538 -0.23601696  0.49218065
  -0.25478688  0.17830645 -0.40476925]
 [ 0.05041828  0.5058487   0.42776519 -0.06275373 -0.30250445  0.47904411
  -0.23511701 -0.16327121 -0.38951804]
 [ 0.4030652   0.45724621 -0.22610435 -0.30881834  0.42437293 -0.25045595
   0.22793924  0.08790347 -0.42363725]
 [-0.2424824  -0.59772651 -0.46753426 -0.20333969  0.11585156 -0.45225337
  -0.25123465 -0.19750142  0.06252707]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.03915081 0.36778051 0.1807262  0.10779189 0.06944202 0.29148746
  0.04270798 0.05195999 0.48524657]
 [0.04751076 0.8517827  0.27430861 0.18279623 0.05616984 0.20983323
  0.03401982 0.02810646 1.00000852]
 [0.21106247 0.39037891 0.11140638 0.09237335 0.18696329 0.10598688
  0.08546582 0.06028693 0.47778856]
 [0.03958387 0.0194066  0.10832988 0.12385412 0.77418377 0.10468221
  0.0538105  0.03960029 0.99999995]]",[ 0.0895084   0.22055589  0.08502369 -0.01349621],4,0.25023216411982063,0.3032642931512802,0.3442461324295069,0.11587633251415465,0.2334586433048848,862.0654167099856
38,"[[ 0.36660058 -0.12717614  0.52827974 -0.47620228  0.11030611  0.12163745
   0.37412976  0.29612707 -0.29825277]
 [ 0.3641264  -0.09900919 -0.59466491 -0.03529584  0.26979124  0.44040833
   0.35166975  0.2292766  -0.2444398 ]
 [-0.20608768  0.37020853  0.3866911   0.58579385 -0.39835339 -0.04920257
  -0.18738553  0.12460253 -0.34065177]
 [-0.34827221  0.11913719  0.44497294  0.42045136  0.37142533  0.46896295
  -0.17687608 -0.31660358  0.01807048]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09840348 0.04068362 0.78743398 0.15630151 0.09191756 0.09445585
  0.26465516 0.14843155 1.00001137]
 [0.10656266 0.04591191 0.08108706 0.10110885 0.19849506 0.78980739
  0.19611844 0.11072164 1.00000042]
 [0.02993547 0.05659342 0.3605176  0.90388173 0.03867345 0.04896647
  0.04040199 0.04339079 1.00000007]
 [0.01865435 0.02769632 0.35777657 0.24796723 0.23709137 0.76368014
  0.03034035 0.02294911 1.00000008]]",[0.23879731 0.23377311 0.32304843 0.71189958],4,0.2617816434013986,0.3209580939010452,0.3625002782676878,0.1146739472824714,0.24167062379679435,1139.8704406041652
39,"[[ 0.25699732  0.43804383  0.3255743   0.529382   -0.22006001 -0.30139859
  -0.10811757  0.44305523  0.09258077]
 [ 0.42744987 -0.1694731  -0.60960036 -0.04574369 -0.31655922  0.12671099
   0.39103578 -0.12791349 -0.35961665]
 [-0.31070353  0.28154799  0.27626729 -0.476405    0.25035691  0.29704173
  -0.57488428  0.18590268  0.07031777]
 [ 0.27952012 -0.19809397 -0.58022295 -0.48870085 -0.4237689  -0.11796979
   0.07591106 -0.32616515 -0.03869043]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.07316299 0.16938785 0.29347157 0.49303178 0.0414385  0.0310207
  0.03884794 0.50480378 1.00000013]
 [0.85687062 0.04982204 0.1257305  0.12489242 0.08125879 0.17492038
  0.18121043 0.08974837 1.00001369]
 [0.02219331 0.61305058 0.15673191 0.07466105 0.36521934 0.2721196
  0.01785312 0.06700275 1.00000052]
 [0.8579369  0.06813816 0.12001255 0.09810732 0.07002864 0.11082228
  0.10721625 0.06110344 1.0000016 ]]",[ 0.74311898 -0.02833338  0.418215    0.01550266],4,0.2404104400534398,0.33720666058370197,0.37920399553537837,0.11327505381010884,0.236422511480208,713.4343393400777
40,"[[ 0.44217224  0.35750646 -0.10145962  0.35819511 -0.31317935 -0.41785424
   0.39780592  0.32491885 -0.03962038]
 [ 0.34668713  0.46014745 -0.35728443  0.35467912  0.23622057 -0.1703816
  -0.26074676  0.44311699 -0.25583457]
 [ 0.37300521  0.22487909  0.17194511  0.55476973 -0.32778846 -0.02113128
  -0.09644285  0.43703848 -0.40591412]
 [ 0.28951146  0.37027468  0.22520406 -0.63790529 -0.37958232  0.09174107
  -0.20519605 -0.05375783 -0.3520586 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.7480944  0.23237687 0.17214792 0.20731904 0.04381309 0.03107964
  0.18495706 0.1238992  1.00000014]
 [0.184315   0.74762994 0.11853626 0.19961778 0.11516257 0.08386019
  0.03760411 0.19106343 1.00000057]
 [0.09130296 0.04755367 0.23899084 0.53940267 0.04164121 0.04957646
  0.0459283  0.13794043 0.4760069 ]
 [0.19158708 0.42016645 0.15795533 0.08214731 0.05973742 0.09339672
  0.04412834 0.04276927 0.46481991]]",[0.51816311 0.26830787 0.23302866 0.00510869],4,0.23180496891712776,0.34706749151949584,0.3893142456149714,0.11165670887884656,0.22855169971321815,811.8685482230503
41,"[[-0.14316014 -0.21508531  0.06199168  0.0983096  -0.51766613  0.46372308
   0.42521145 -0.34315673 -0.3716949 ]
 [ 0.47473968 -0.23847172  0.63977078 -0.04125326  0.42445335  0.3482648
  -0.07230746  0.00145775  0.00809131]
 [ 0.35124501 -0.18949751  0.23342939 -0.21793716  0.35712716 -0.46159769
   0.32281311  0.35117359  0.41302338]
 [ 0.3079799   0.25791542  0.45701908  0.07798978 -0.44327875 -0.39670819
   0.3272309   0.05366286 -0.39980741]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.03103306 0.02780632 0.21650267 0.18111325 0.04057275 0.44154003
  0.30527544 0.05737181 0.57561343]
 [0.42617336 0.03943065 0.63186019 0.19264633 0.23462012 0.16910709
  0.03802653 0.03571687 1.00000074]
 [0.61602568 0.04138499 0.18800972 0.14354539 0.15858138 0.06164385
  0.27620358 0.2972609  1.00000444]
 [0.08482859 0.12237186 0.35260858 0.21835168 0.03883862 0.03611115
  0.114761   0.06581514 0.21949069]]",[0.10071878 0.75308984 0.85589329 0.15765438],4,0.22866120376840005,0.35348227396883564,0.395880665766056,0.11116066737161007,0.23037368119327195,809.9960347879678
42,"[[ 0.36388903 -0.41864099  0.10591887  0.45137151 -0.44979023  0.3102012
   0.40662997 -0.09761331 -0.06290567]
 [ 0.2408401   0.13819409  0.54911953  0.26854797  0.38286309 -0.05335465
   0.4351145  -0.30179807  0.34555839]
 [-0.05885263 -0.1117474   0.3828055   0.40373549 -0.11390104  0.52622214
   0.43291266  0.43955444 -0.06326003]
 [ 0.02842036 -0.29626805 -0.63997168  0.22629685 -0.49742363 -0.41360312
  -0.17658673  0.0084781  -0.02984875]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09096442 0.03244375 0.22383159 0.48605529 0.04531321 0.1255759
  0.64952301 0.06136742 1.00000053]
 [0.056961   0.0388394  0.70616203 0.25110192 0.16544101 0.09580986
  0.39874957 0.05140203 1.00000357]
 [0.02831121 0.02394812 0.2684469  0.21037147 0.04855328 0.73112557
  0.25524568 0.17148716 1.00000014]
 [0.06307077 0.03420254 0.08090825 0.87167202 0.04104024 0.03200535
  0.06805899 0.06554745 1.00000006]]",[0.47641007 1.03606381 0.68517623 0.06217378],4,0.2400545634254555,0.35940723196564783,0.40193835628524266,0.11032476351233172,0.20884941819637026,1096.0378195960075
43,"[[-0.17672851 -0.24540002  0.11658212 -0.73194467 -0.35398379 -0.18875487
  -0.26661093 -0.34475977 -0.0913119 ]
 [ 0.29490085 -0.09461644 -0.55268255  0.44721378  0.33718359  0.31201088
   0.32390947 -0.21213908 -0.19405968]
 [-0.11075157  0.3903141   0.13627173 -0.06082277  0.54094565 -0.54185557
  -0.16596083 -0.09491894 -0.43627668]
 [-0.23386013 -0.16464792 -0.29441386  0.52505445  0.13748644  0.42898304
   0.13430437 -0.41540085 -0.40288249]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.05284072 0.03813324 0.31114592 0.09389295 0.05236557 0.07895699
  0.04324868 0.02984222 0.4655212 ]
 [0.07615905 0.03873525 0.06370099 0.74439248 0.29674153 0.18891109
  0.13808966 0.05016042 1.00000003]
 [0.04199977 0.19035477 0.20458051 0.16876809 0.42924666 0.10408703
  0.03967985 0.03824783 0.41098935]
 [0.03064921 0.02541015 0.13770042 0.53639699 0.1544865  0.18201503
  0.05034387 0.02811682 0.44724016]]",[-0.14891342  0.3155171   0.07353837  0.14396294],4,0.24370959353580943,0.37819216562286956,0.42109847604759304,0.10918563172258627,0.21886692725066625,1067.511855368968
