node,year_construction,capacity_existing
AT,1994,0.0102224309648919
AT,1995,0.0102224309648919
AT,1996,0.0102224309648919
AT,1997,0.0102224309648919
AT,1998,0.0102224309648919
AT,1999,0.0102224309648919
AT,2000,0.0102224309648919
AT,2001,0.0102224309648919
AT,2002,0.0102224309648919
AT,2003,0.0102224309648919
AT,2004,0.0102224309648919
AT,2005,0.0102224309648919
AT,2006,0.0102224309648919
AT,2007,0.0102224309648919
AT,2008,0.0102224309648919
AT,2009,0.0102224309648919
AT,2010,0.0102224309648919
AT,2011,0.0102224309648919
AT,2012,0.0102224309648919
AT,2013,0.0102224309648919
AT,2014,0.0102224309648919
AT,2015,0.0102224309648919
AT,2016,0.0102224309648919
AT,2017,0.0102224309648919
AT,2018,0.0102224309648919
AT,2019,0.0102224309648919
AT,2020,0.0102224309648919
AT,2021,0.0102224309648919
BE,1994,0.0294850458798391
BE,1995,0.0294850458798391
BE,1996,0.0294850458798391
BE,1997,0.0294850458798391
BE,1998,0.0294850458798391
BE,1999,0.0294850458798391
BE,2000,0.0294850458798391
BE,2001,0.0294850458798391
BE,2002,0.0294850458798391
BE,2003,0.0294850458798391
BE,2004,0.0294850458798391
BE,2005,0.0294850458798391
BE,2006,0.0294850458798391
BE,2007,0.0294850458798391
BE,2008,0.0294850458798391
BE,2009,0.0294850458798391
BE,2010,0.0294850458798391
BE,2011,0.0294850458798391
BE,2012,0.0294850458798391
BE,2013,0.0294850458798391
BE,2014,0.0294850458798391
BE,2015,0.0294850458798391
BE,2016,0.0294850458798391
BE,2017,0.0294850458798391
BE,2018,0.0294850458798391
BE,2019,0.0294850458798391
BE,2020,0.0294850458798391
BE,2021,0.0294850458798391
BG,1994,0.0235760570001111
BG,1995,0.0235760570001111
BG,1996,0.0235760570001111
BG,1997,0.0235760570001111
BG,1998,0.0235760570001111
BG,1999,0.0235760570001111
BG,2000,0.0235760570001111
BG,2001,0.0235760570001111
BG,2002,0.0235760570001111
BG,2003,0.0235760570001111
BG,2004,0.0235760570001111
BG,2005,0.0235760570001111
BG,2006,0.0235760570001111
BG,2007,0.0235760570001111
BG,2008,0.0235760570001111
BG,2009,0.0235760570001111
BG,2010,0.0235760570001111
BG,2011,0.0235760570001111
BG,2012,0.0235760570001111
BG,2013,0.0235760570001111
BG,2014,0.0235760570001111
BG,2015,0.0235760570001111
BG,2016,0.0235760570001111
BG,2017,0.0235760570001111
BG,2018,0.0235760570001111
BG,2019,0.0235760570001111
BG,2020,0.0235760570001111
BG,2021,0.0235760570001111
CZ,1994,0.0073675178125347
CZ,1995,0.0073675178125347
CZ,1996,0.0073675178125347
CZ,1997,0.0073675178125347
CZ,1998,0.0073675178125347
CZ,1999,0.0073675178125347
CZ,2000,0.0073675178125347
CZ,2001,0.0073675178125347
CZ,2002,0.0073675178125347
CZ,2003,0.0073675178125347
CZ,2004,0.0073675178125347
CZ,2005,0.0073675178125347
CZ,2006,0.0073675178125347
CZ,2007,0.0073675178125347
CZ,2008,0.0073675178125347
CZ,2009,0.0073675178125347
CZ,2010,0.0073675178125347
CZ,2011,0.0073675178125347
CZ,2012,0.0073675178125347
CZ,2013,0.0073675178125347
CZ,2014,0.0073675178125347
CZ,2015,0.0073675178125347
CZ,2016,0.0073675178125347
CZ,2017,0.0073675178125347
CZ,2018,0.0073675178125347
CZ,2019,0.0073675178125347
CZ,2020,0.0073675178125347
CZ,2021,0.0073675178125347
DE,1994,0.0675355799482349
DE,1995,0.0675355799482349
DE,1996,0.0675355799482349
DE,1997,0.0675355799482349
DE,1998,0.0675355799482349
DE,1999,0.0675355799482349
DE,2000,0.0675355799482349
DE,2001,0.0675355799482349
DE,2002,0.0675355799482349
DE,2003,0.0675355799482349
DE,2004,0.0675355799482349
DE,2005,0.0675355799482349
DE,2006,0.0675355799482349
DE,2007,0.0675355799482349
DE,2008,0.0675355799482349
DE,2009,0.0675355799482349
DE,2010,0.0675355799482349
DE,2011,0.0675355799482349
DE,2012,0.0675355799482349
DE,2013,0.0675355799482349
DE,2014,0.0675355799482349
DE,2015,0.0675355799482349
DE,2016,0.0675355799482349
