iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap,wall_time_seconds
0,"[[ 0.06373051  0.09490806  0.45566932  0.04406675  0.08705931  0.55097815
   0.06417822  0.08707044  0.45849785  0.12337082  0.07803692  0.45683514
  -0.11945453]
 [-0.26914458  0.05009323  0.35812029 -0.02110159  0.33939224  0.40935118
   0.24895129  0.45623863  0.29584702  0.14546552  0.09537149  0.31866375
  -0.15537869]
 [ 0.22633267  0.01412505  0.42075483  0.22795775  0.02722925  0.2384594
  -0.26390154 -0.11428708  0.33843306  0.04945954  0.43487672  0.48044419
  -0.20576006]
 [ 0.15200506  0.18094343  0.5020923   0.29684756 -0.32726684  0.17512734
   0.11024008  0.06821977  0.37956564  0.31721319 -0.11707511  0.29778717
  -0.3198136 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09010912 0.15420174 0.22510785 0.16542919 0.28638592 0.44745864
  0.09379801 0.16580378 0.24841988 0.04927585 0.08461206 0.12407677
  0.10605946]
 [0.0889593  0.1524212  0.23323874 0.16507033 0.28539317 0.4252415
  0.09579062 0.16938423 0.24667859 0.04901746 0.08422846 0.12187501
  0.03585884]
 [0.09095472 0.15518445 0.24680439 0.16428599 0.28315096 0.40754406
  0.0930813  0.16448822 0.24400526 0.04971749 0.08557912 0.12441706
  0.02306517]
 [0.09109054 0.15547537 0.24647776 0.16412271 0.28268886 0.40669101
  0.09353519 0.16535859 0.24572161 0.04940445 0.08482736 0.12154091
  0.01124522]]",[0.59276664 0.55720473 0.40288633 0.34635756],4,0.3921647689631499,2.4548656141978765e-07,0.0012550263386699402,0.12570857230142204,0.3259080689930327,513.6437703319825
1,"[[ 7.31630049e-04 -1.18014499e-01 -2.48021711e-01  2.22757818e-02
  -7.66535035e-02 -2.16979856e-01  1.22534998e-01  5.39619491e-02
  -2.51831274e-01 -9.70120908e-02 -1.25908883e-03  8.63197455e-01
  -1.87714038e-01]
 [ 6.12376700e-03  7.83101093e-02 -2.48983323e-01  2.21951825e-01
   2.86901334e-01 -9.97586910e-02  3.81614836e-01 -1.15867356e-01
  -1.61393705e-01  4.27749629e-01  1.48145354e-01  6.20003389e-01
  -1.26041651e-01]
 [-7.69152976e-02  2.36965470e-01  7.81271692e-01 -2.05276159e-01
   2.31294964e-01 -2.55637178e-01 -8.33658924e-02  1.25511836e-02
  -2.37645802e-01 -1.06027936e-01  2.32875642e-01 -8.29247616e-03
  -1.93481867e-01]
 [-1.33052421e-01 -2.80313201e-01 -1.41365688e-02 -1.87113648e-01
   9.46404968e-02 -1.30139103e-01  7.10901455e-02 -6.86136574e-02
  -5.17026061e-01  1.39248341e-02 -4.95136115e-01  5.40330863e-01
  -1.68013354e-01]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08960484 0.1531734  0.21679972 0.1640966  0.28195316 0.40440555
  0.09342407 0.1647973  0.23834158 0.05007678 0.08694781 0.17695372
  0.15017683]
 [0.08923173 0.15261664 0.21616098 0.16475076 0.28419403 0.40715178
  0.09302391 0.16297021 0.23588237 0.05081177 0.08813769 0.18236995
  0.18502942]
 [0.09381659 0.16020673 0.26568729 0.16363451 0.28256756 0.40465706
  0.09246231 0.1632174  0.23638318 0.04908802 0.08466474 0.12131378
  0.06447864]
 [0.08967872 0.15334687 0.21928388 0.16438232 0.28396583 0.4083412
  0.09293062 0.16355027 0.23639593 0.04956126 0.08536164 0.16150321
  0.0940433 ]]",[-0.09758052  0.13924975  0.1058374  -0.21199075],4,0.2177101707049629,2.4548656141978765e-07,0.0012550263386699402,0.09240704979498164,0.1771649186570151,489.71391822607256
2,"[[ 0.11081236  0.20528667  0.57814235  0.08725018  0.33903225 -0.23582969
   0.08114549 -0.14930521 -0.18694502  0.02514956 -0.05542542  0.60246867
  -0.05157781]
 [-0.03804173 -0.23862113  0.60932431  0.056082   -0.23360385 -0.1981476
  -0.03251263  0.24630486  0.61673091  0.00858513  0.16024565 -0.07060602
  -0.02324844]
 [ 0.20772915 -0.14358063  0.03867818 -0.0314558   0.47320017 -0.4674699
   0.28902559 -0.18319625  0.49901236 -0.09933943  0.20701913 -0.2350342
  -0.13124373]
 [-0.08129255 -0.28849701 -0.15306712 -0.17121137 -0.38700389 -0.21687128
   0.0518682   0.31364454  0.60340293  0.04039217  0.0338564  -0.31241745
  -0.3083378 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09425323 0.16114071 0.27936154 0.16339042 0.28152231 0.39990374
  0.09176664 0.16053065 0.23149387 0.0497003  0.08739456 0.26531322
  1.00000082]
 [0.09067817 0.15552087 0.27957122 0.1618005  0.27607757 0.39311657
  0.0964908  0.1726307  0.38201845 0.04918653 0.08461629 0.12028396
  1.00000062]
 [0.08954    0.15309294 0.21823926 0.16384579 0.28220085 0.40387975
  0.09596885 0.17026193 0.28199778 0.04893581 0.08413706 0.12052299
  0.06229267]
 [0.08923977 0.15273505 0.21744821 0.16379505 0.28182022 0.40544838
  0.09593937 0.17057773 0.27389495 0.04907782 0.08435943 0.12014777
  0.02487388]]",[ 0.26529988  0.25370127  0.05796261 -0.12626287],4,0.18126737274143573,2.4548656141978765e-07,0.0012550263386699402,0.08699478417427883,0.16766779362873135,492.89013007306494
3,"[[-0.01153267 -0.13934581 -0.23844113  0.2398951  -0.17096181  0.78776476
   0.03616339 -0.09826718 -0.31778036 -0.00126982 -0.05132976 -0.16522592
  -0.2726905 ]
 [ 0.31655401  0.02782955 -0.10506106 -0.19273269  0.26322941  0.78495857
   0.05267907 -0.11191129 -0.26068512 -0.02239169 -0.21651225  0.01641079
  -0.18569186]
 [-0.20488629 -0.40041243 -0.34533901 -0.07648711  0.09299609  0.51914032
  -0.31873104 -0.14295835 -0.37760075  0.15817663  0.1315143  -0.19798969
  -0.21977846]
 [-0.12744829 -0.10596958 -0.33363435  0.2085496   0.56984601 -0.02659315
  -0.2483651   0.06805116  0.41424529  0.18635956 -0.28629405  0.36870543
  -0.0416856 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08904122 0.15222528 0.21566286 0.16658699 0.28864693 0.44834907
  0.09294792 0.16378111 0.23834557 0.04892058 0.08407835 0.12046437
  0.0446391 ]
 [0.08947076 0.15249052 0.21585926 0.16714467 0.29161861 0.46111708
  0.09231429 0.1616813  0.2341569  0.04860599 0.08361815 0.12058643
  0.10267146]
 [0.08863822 0.1516048  0.21498692 0.16701661 0.29003227 0.44748393
  0.0923586  0.16271818 0.2364132  0.04931669 0.08455545 0.12108193
  0.04890966]
 [0.08628115 0.14745994 0.20948301 0.16823463 0.29193498 0.4144432
  0.09503623 0.16906413 0.41534983 0.04878364 0.08366558 0.13342667
  1.00004123]]",[ 0.14521879  0.30584262 -0.06437491  0.24651271],4,0.1786852402936757,5.395411025929977e-05,0.0023346635863319577,0.07906505544343238,0.15202674480376555,441.05600385693833
4,"[[ 2.41932663e-05 -1.93667589e-01 -2.97987278e-01 -2.15733514e-01
  -3.66843231e-01  5.78242390e-01 -9.65309113e-02 -1.40957215e-01
  -1.14710746e-01  5.88164852e-02 -1.60659826e-01  5.34276259e-01
  -3.39041458e-02]
 [-3.98821785e-01 -5.23167325e-02 -3.30588087e-02  4.42135313e-01
  -7.05667764e-02  4.48058033e-01 -4.25916014e-02 -1.83084419e-01
  -2.00537258e-01  3.24822187e-01 -5.02532920e-02  5.02175236e-01
  -1.13136316e-02]
 [ 3.08114598e-01 -2.30109977e-01 -3.85519727e-01 -4.25427697e-01
  -1.87944016e-01  3.35003958e-01 -1.14043513e-01 -2.83607764e-01
  -3.08233376e-01  1.96425018e-01  2.47050687e-01  2.86593869e-01
   6.89204334e-02]
 [-3.11584373e-01  6.92990585e-02 -1.88276577e-01  1.39775627e-01
  -3.91084176e-01  3.87571627e-01  1.51265615e-01  2.51426087e-01
  -3.37916517e-01  3.37383656e-01 -1.04080258e-01  4.51307305e-01
   1.06518893e-01]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08854626 0.15114719 0.21353442 0.16436502 0.28534023 0.59397648
  0.09221141 0.1617602  0.23276503 0.05019814 0.0867024  0.13838685
  1.00000099]
 [0.08787272 0.15042478 0.21329121 0.169079   0.29411637 0.45703146
  0.09079912 0.15819524 0.22733684 0.0503506  0.08697411 0.27471433
  0.99999947]
 [0.08859886 0.1504301  0.21233044 0.163705   0.28636854 0.57136405
  0.08980367 0.15486545 0.22198377 0.05403779 0.09418711 0.1448578
  0.99999948]
 [0.08845419 0.15154873 0.21433578 0.16439184 0.28376294 0.44347584
  0.09287938 0.16259157 0.23312879 0.05078714 0.08783944 0.28756155
  1.00000213]]",[0.08107985 0.26901663 0.00050263 0.24690956],4,0.14959738064951095,2.4548656141978765e-07,0.0012550263386699402,0.07329938518289941,0.13172368368564608,410.29721853579395
5,"[[ 0.20393946 -0.02958352  0.52507238  0.03496728  0.36660219  0.50692452
  -0.17478898 -0.22575118 -0.41562447 -0.08300448 -0.13554736  0.07470243
  -0.0643304 ]
 [-0.11179089  0.12144852 -0.01219729 -0.06688152 -0.3147694  -0.57319396
  -0.15571792  0.39060526  0.39499457 -0.10609576 -0.0437139   0.44059964
   0.01906727]
 [-0.14683182 -0.14592064  0.4645642   0.08923213  0.08045868  0.45462283
  -0.22713841 -0.29095068 -0.50918043 -0.19900205  0.28731571  0.01949587
  -0.04656952]
 [ 0.36497214 -0.19060436  0.45358427  0.12374117  0.14708905  0.37107584
   0.21598049 -0.18560642 -0.56229091 -0.08354892  0.16500131 -0.13588725
   0.01194564]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09385209 0.15968347 0.36162917 0.16955768 0.29794329 0.46053576
  0.08867998 0.15234531 0.21731114 0.0476416  0.0823925  0.11814811
  1.00000312]
 [0.08979747 0.15375118 0.2185813  0.15904026 0.26763626 0.37844449
  0.09937322 0.18009072 0.28268198 0.05057002 0.08780832 0.2585081
  1.00000044]
 [0.09069471 0.15538532 0.35581385 0.16962688 0.29763908 0.46352494
  0.08842188 0.15155965 0.21605212 0.04906295 0.084972   0.12107115
  1.0000021 ]
 [0.0939256  0.15980137 0.38897572 0.16850787 0.29577914 0.43225878
  0.0892201  0.15294418 0.21765542 0.04812859 0.0834598  0.11919657
  0.99999968]]",[ 0.34207069 -0.01554425  0.17537144  0.27900763],4,0.1378105685951233,2.4548656141978765e-07,0.0012550263386699402,0.07155060280534027,0.12832779338683098,488.5186584389303
6,"[[ 0.37652636 -0.09906166 -0.23570968 -0.34608434 -0.25253724  0.47770086
  -0.08881552  0.15987774  0.47349995  0.0173055   0.15016968 -0.31459576
   0.04044637]
 [-0.16844321  0.2723446  -0.35319405  0.21837712  0.3595078   0.33955576
   0.15762557 -0.06611397  0.35613025  0.30071048 -0.33310666 -0.27127504
   0.22238281]
 [-0.02597629  0.09127627 -0.29937251 -0.46552418  0.06359411  0.41802844
   0.26609143 -0.27964705  0.50721973 -0.26718042 -0.14826775 -0.05169422
   0.05954207]
 [ 0.10969332 -0.44989726 -0.08618319 -0.12670254  0.41641922 -0.35822842
  -0.27540885  0.31705311 -0.41394036  0.27450634 -0.04154467 -0.1867838
  -0.02567068]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08887302 0.15155975 0.2138681  0.16370346 0.28288567 0.58445269
  0.09638456 0.17170811 0.2662199  0.04826875 0.0819895  0.11549675
  1.00000698]
 [0.08714491 0.14866155 0.20918689 0.17110885 0.29801265 0.48139691
  0.09541221 0.16843703 0.36144656 0.04629349 0.07809146 0.11087468
  1.00000216]
 [0.08860017 0.15112205 0.21364628 0.16424437 0.28573222 0.42548517
  0.09601299 0.16968026 0.42290302 0.04784672 0.08192053 0.11677519
  1.00000147]
 [0.08826563 0.1499585  0.22417218 0.16773437 0.29300967 0.41252967
  0.09194628 0.16124219 0.23066859 0.05081542 0.08604537 0.12283273
  0.13258175]]",[ 0.28134416  0.57272918  0.28828668 -0.20977672],4,0.1277375814286923,2.4548656141978765e-07,0.0012550263386699402,0.06900760129717282,0.11415368717650387,842.5287096479442
7,"[[ 0.13521493  0.31958626 -0.31492539  0.20409831 -0.24279184 -0.55475753
   0.18666771 -0.16981084 -0.47149783 -0.11378577 -0.07724038 -0.22578657
  -0.12712207]
 [ 0.16794705  0.29426381 -0.33890247  0.10886965 -0.35829625 -0.66596852
   0.21602384 -0.20520783 -0.09571315 -0.15881947  0.04053104 -0.23123939
  -0.09126465]
 [ 0.11345247 -0.20611653  0.29690772  0.47123558  0.13429788 -0.1902541
   0.48769497 -0.15059927  0.32848358 -0.17918477  0.13321035  0.34814607
   0.20176461]
 [ 0.31859852  0.08532972 -0.09245666 -0.04174938 -0.19225065 -0.39720365
   0.3495942  -0.30714259 -0.5605725  -0.14715397 -0.25003812 -0.24469267
  -0.10653386]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.0933558  0.15890964 0.22622488 0.16413653 0.2821194  0.40412155
  0.09318147 0.16454452 0.23823323 0.04935117 0.08506904 0.12273029
  0.02359751]
 [0.09465594 0.16120147 0.22484526 0.16124008 0.27354493 0.39028262
  0.09491969 0.1681109  0.25659279 0.04971702 0.08613399 0.12341194
  0.10568549]
 [0.08913019 0.15264742 0.24269489 0.16417014 0.28067235 0.39676287
  0.09638922 0.17046317 0.25889961 0.04924748 0.08661136 0.2817701
  1.00000758]
 [0.09456253 0.16108374 0.22995752 0.16376549 0.28253779 0.40474711
  0.09284179 0.16298236 0.23543756 0.04905986 0.08463329 0.12134056
  0.03742909]]",[-0.43279206 -0.43437962  0.49923522 -0.41095182],4,0.12998227283391572,2.4548656141978765e-07,0.0012550263386699402,0.06603123807012269,0.11308954341137034,620.6703845357988
8,"[[-0.24178373  0.15454474 -0.25249812 -0.08522147 -0.25287235 -0.38941888
   0.2677672  -0.18998914  0.54332744  0.07614509  0.12656311  0.44550065
  -0.08809131]
 [-0.10333093 -0.06249877 -0.22677014 -0.10258988 -0.11961431 -0.48173535
  -0.00262155 -0.10231138  0.56406672 -0.15541334  0.20389971  0.51645115
  -0.12647042]
 [ 0.00153778  0.09702576 -0.16954232  0.24953778  0.50114465 -0.53996421
  -0.28192498 -0.04008077 -0.46646064 -0.0148091  -0.07821051  0.10071072
   0.20423049]
 [ 0.17549967  0.24459502 -0.38854151  0.04872204  0.3209385  -0.33216788
   0.27705465 -0.05163317 -0.50848603 -0.39141596  0.2021499  -0.10307273
  -0.00440984]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.0891007  0.15261232 0.21626248 0.1604456  0.27225987 0.38830953
  0.09658501 0.17186046 0.30826708 0.05106652 0.08875631 0.1389385
  0.32087552]
 [0.08888106 0.15219845 0.21625078 0.16235822 0.27791904 0.39651767
  0.09595818 0.17079604 0.28034792 0.05015709 0.08729219 0.1408678
  0.1346968 ]
 [0.09389513 0.15979819 0.22462968 0.17545693 0.29889524 0.40805947
  0.08513669 0.14420923 0.20510588 0.0514384  0.09230614 0.18720762
  1.00013326]
 [0.09586408 0.16164076 0.22307848 0.1747475  0.30217678 0.42158229
  0.08762137 0.14219003 0.19574682 0.04774131 0.08925269 0.15468989
  1.0003624 ]]",[-0.07684578 -0.10252264  0.04047453 -0.16845686],4,0.127127612961045,2.4548656141978765e-07,0.0012550263386699402,0.06263977591543457,0.1141777628422908,622.8544599839952
9,"[[ 0.22205005  0.14865411  0.37380351 -0.04873728  0.37962436 -0.50253421
  -0.09366874 -0.13911983  0.47656854 -0.07289574  0.04987884  0.34710969
  -0.07939461]
 [-0.29324284  0.39751053  0.24701532  0.1077241  -0.38952155  0.44375163
   0.09966114  0.23009375 -0.36953483 -0.06339728 -0.04804793 -0.35271503
  -0.06755181]
 [-0.06247846  0.44839428 -0.16129891 -0.09425217  0.33716881  0.36441454
   0.07728398  0.35925265 -0.31181933 -0.10254984  0.39092748  0.34306388
  -0.0189016 ]
 [ 0.03132667  0.28151284  0.1291613   0.34476195  0.35470839 -0.39721911
   0.27205717 -0.30619799  0.15518484 -0.19575074  0.49369057  0.16335874
   0.00593219]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09422958 0.16102659 0.23915943 0.16180902 0.27580508 0.38998851
  0.09405093 0.167063   0.2967144  0.04951215 0.08598793 0.13152396
  0.30165534]
 [0.0940579  0.16063582 0.23365538 0.1646069  0.28486754 0.59369659
  0.09252427 0.16271024 0.23449691 0.04705633 0.07979074 0.11376934
  0.99999818]
 [0.08878659 0.15144391 0.21390445 0.16785358 0.29419304 0.59248976
  0.09181094 0.15893665 0.22676372 0.05014445 0.08716622 0.13910197
  1.00000046]
 [0.09550198 0.16320114 0.2464972  0.16186506 0.27135179 0.37825164
  0.09232727 0.16052341 0.26543817 0.05365241 0.09974547 0.23038165
  1.00000076]]",[0.16682973 0.10972103 0.37837805 0.18204604],4,0.12122115933889066,2.4548656141978765e-07,0.0012550263386699402,0.061073470025580626,0.10786595973804779,606.7763018279802
