iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap,wall_time_seconds
72,"[[ 0.27419311 -0.30364651 -0.47959677 -0.36201591 -0.05575071 -0.20115865
  -0.22148152  0.06547924 -0.14896184  0.17667773 -0.40046638 -0.40090184
  -0.01155628]
 [ 0.32870293  0.2555986  -0.11766707 -0.38609316  0.08347335  0.1421559
  -0.13688797 -0.29567613  0.0262769  -0.47626919 -0.5223241   0.17278138
  -0.01314545]
 [-0.0884326  -0.35068779  0.01234041  0.48850745  0.21081609 -0.35333063
   0.28291375  0.22139961 -0.41902098  0.23019101 -0.14018769 -0.00959311
   0.28939749]
 [ 0.26170536 -0.20880957  0.06095025  0.28198751  0.69946486 -0.20355094
  -0.20168206  0.31540992  0.0808633  -0.18020105 -0.03750394  0.10266014
   0.28788348]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09084353 0.14846938 0.20624807 0.16258262 0.28186932 0.40489085
  0.09527089 0.17552321 0.2696846  0.04932785 0.08056119 0.11283277
  0.82499851]
 [0.09933583 0.16944053 0.23465756 0.16622285 0.29141506 0.44769555
  0.08693751 0.15582117 0.23309563 0.04626608 0.08052829 0.26023399
  1.0000009 ]
 [0.08594912 0.15023017 0.25253813 0.18180414 0.3033338  0.41273781
  0.09261013 0.15593728 0.21553558 0.05269407 0.09071239 0.13435364
  1.00000229]
 [0.08743816 0.1495951  0.21960681 0.18634367 0.31941542 0.43682899
  0.09131551 0.17245961 0.26647751 0.04748677 0.08214138 0.17384182
  1.00010325]]",[-0.40320468 -0.0119874   0.20769267  0.5437298 ],4,0.046252682293965675,0.15546084147230796,0.1884891022477613,0.025167208536105982,0.04402367884650252,5313.65685327095
73,"[[-0.06518655  0.27629821 -0.50622811  0.15001374  0.10754859  0.04464986
  -0.1922161   0.12082338  0.66267629  0.19149036 -0.02319136 -0.07488672
  -0.30590698]
 [ 0.23162709 -0.03076478 -0.18848346  0.24951961 -0.27272503 -0.24768527
   0.25083503  0.61840707  0.28031391 -0.2994607  -0.17013254  0.2592534
  -0.04619431]
 [ 0.24733432  0.59304672 -0.43583802 -0.17777021  0.01467945 -0.13603729
   0.19531639  0.11097095 -0.00706815  0.52603005 -0.1343581   0.03396772
  -0.02039957]
 [ 0.01432762  0.02524459 -0.30246378 -0.09689452  0.2088292  -0.19285664
  -0.15786696  0.16508984  0.59887152  0.19859058 -0.18392663 -0.4642495
  -0.34331134]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09060505 0.15631114 0.22249428 0.16707758 0.28847196 0.41330268
  0.0907387  0.16463804 0.27952547 0.05152375 0.08854663 0.12670212
  0.05842973]
 [0.08975051 0.15391689 0.21940089 0.1601603  0.27011687 0.38518358
  0.10557262 0.19596728 0.35850638 0.05016995 0.08708513 0.14337149
  0.80434796]
 [0.10034484 0.17039914 0.23302044 0.15748307 0.26908714 0.38535264
  0.09797425 0.1772894  0.26118684 0.05364916 0.09068773 0.14119995
  0.37251871]
 [0.09095657 0.15687114 0.22374577 0.16691908 0.28809252 0.41131799
  0.09082855 0.16469073 0.27485622 0.05143477 0.08832472 0.12608054
  0.0468391 ]]",[ 0.16732799  0.06392769 -0.00195657 -0.00093899],4,0.04848108481619057,0.16266962310769267,0.1962586374931187,0.02511526757659744,0.04234681533260155,3423.08991760388
74,"[[-0.24896405  0.3125757  -0.4360665   0.41181497  0.06629838 -0.05237716
  -0.35334804  0.34077652  0.0121058   0.29792877 -0.10751748 -0.36281238
  -0.01856147]
 [-0.45793919  0.18099485  0.1968398  -0.06279525  0.30890847 -0.17039284
   0.19615257 -0.49980394 -0.09312416  0.49948047  0.16681685  0.12208145
  -0.03494051]
 [-0.33942964 -0.30302871  0.44565682 -0.12936416 -0.03189219 -0.15732234
  -0.38573107  0.29520561  0.27288659  0.10331111  0.0235133   0.47475613
  -0.0694785 ]
 [-0.08559068  0.16105858  0.28040165 -0.07830419  0.320502   -0.72339001
  -0.39988489  0.10891645  0.2224288  -0.11756325 -0.13194352  0.03652569
  -0.04640557]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08579198 0.14870756 0.2094887  0.17879018 0.30269682 0.42636061
  0.09497012 0.18303831 0.28310062 0.04886258 0.08045292 0.11253489
  0.62891816]
 [0.09303197 0.16415974 0.31966288 0.1667535  0.28758847 0.40564385
  0.08576177 0.15026978 0.22375857 0.05510874 0.09556822 0.1388004
  0.48603874]
 [0.0901426  0.15625915 0.27965926 0.16314669 0.27971586 0.39864362
  0.09219086 0.16998403 0.25544708 0.05234157 0.09093985 0.2720464
  1.00004322]
 [0.09617437 0.16676731 0.32936925 0.16071136 0.2715095  0.38103128
  0.09162948 0.1692299  0.26481252 0.05114351 0.08820339 0.1283179
  0.53440371]]",[-0.00921294  0.02359011  0.10548974 -0.08728617],4,0.05018263561296798,0.16988932752942168,0.20401724929092,0.024756917860592146,0.04208884710300293,3857.080291542923
75,"[[-0.09467637 -0.18178513  0.08946944 -0.0525137   0.40791634  0.0580258
  -0.32638876 -0.45466972  0.10882672  0.59440267  0.04840928 -0.31058622
  -0.01568823]
 [ 0.41801541  0.08069535  0.20295001 -0.30380253 -0.37913469 -0.08251529
  -0.05919766 -0.11777072 -0.15793363 -0.2395915  -0.55548962 -0.3536429
  -0.03689665]
 [ 0.20159278 -0.2024947  -0.33596626  0.25173586  0.56373171  0.23563199
   0.13104682  0.27332259  0.19587272 -0.39228136 -0.22109478  0.18911506
  -0.00440486]
 [-0.46391518 -0.31409519  0.11231981 -0.20386923 -0.35440277 -0.09652908
   0.26834785  0.06645561 -0.33839048 -0.09768663 -0.35446931 -0.41286842
  -0.02104278]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08765901 0.15086106 0.25121286 0.18288347 0.32660279 0.46252602
  0.08355735 0.14553589 0.25933663 0.05180096 0.08522725 0.11809232
  1.00001778]
 [0.10269301 0.17626297 0.34392146 0.15935897 0.27120542 0.39136859
  0.08931441 0.16062084 0.23742968 0.04674855 0.07940243 0.11329599
  0.74124418]
 [0.08452737 0.14305076 0.20256734 0.18197373 0.3184806  0.52880587
  0.09474176 0.17218309 0.26496465 0.04712864 0.08165042 0.12246244
  1.00000559]
 [0.08972791 0.15680625 0.33353958 0.15968241 0.27198145 0.3929613
  0.09457239 0.16637756 0.2394497  0.04680077 0.07891625 0.11164759
  0.77081706]]",[ 0.05454338 -0.2410065   0.36355873 -0.35974621],4,0.049235508680591386,0.1785666768144914,0.213313878704988,0.024498273989217657,0.04392064944682553,3884.21624245611
76,"[[ 2.20179018e-01 -3.07024479e-01 -4.66009743e-02  5.53648333e-03
   6.31416092e-01 -6.02886579e-01 -1.53777605e-01  2.75935778e-02
   3.97758758e-02 -1.35636966e-01  2.20117657e-01  4.87565396e-03
  -5.68680853e-03]
 [-2.61903267e-01 -1.24674901e-01 -2.65080641e-01  2.24541954e-01
   8.76581192e-02  1.79072219e-01 -3.03644658e-01  1.83907868e-01
   2.99151628e-01  3.48011565e-01 -5.39960693e-01  3.56486920e-01
  -1.26017806e-02]
 [-3.01587111e-01 -1.54261445e-01  1.56810415e-01  4.74044161e-01
  -3.30977471e-01  1.68422390e-01 -8.95819015e-02 -2.82671854e-01
  -5.51751811e-01  2.45854603e-01 -3.70308366e-02  2.09415686e-01
  -8.87590982e-05]
 [-9.57007328e-02  4.28797170e-01  2.78794241e-02  5.32419643e-01
   3.75870464e-01 -3.24534399e-01  1.17428134e-01  4.15212785e-02
  -4.08829218e-01  2.00511219e-01 -2.20930380e-01  6.36716919e-02
  -2.00364273e-02]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08975217 0.15265453 0.21908752 0.16856722 0.27882441 0.37447072
  0.09290309 0.17342302 0.30759857 0.05512274 0.10069514 0.14458734
  1.00000246]
 [0.08840861 0.15202055 0.2161459  0.16808343 0.29002802 0.42033232
  0.09192526 0.17062976 0.27009109 0.05130331 0.08783536 0.2981614
  0.99999994]
 [0.09020547 0.15701683 0.25114234 0.17031597 0.29207596 0.44880948
  0.08438857 0.14303474 0.2051146  0.05369192 0.0939261  0.22309262
  1.00000155]
 [0.1004103  0.17753415 0.26640343 0.1801877  0.3042508  0.41860257
  0.08475669 0.14263258 0.2020805  0.05044833 0.086215   0.14347492
  0.98955361]]",[-0.07365252  0.18741228 -0.05719979  0.06202221],4,0.051955245458425905,0.16555622386633545,0.19936336329699914,0.024537574487261113,0.043595939907722064,4264.839738132898
77,"[[-0.25875651 -0.44613388 -0.49624004 -0.33302333  0.06132273  0.16937688
  -0.30092554  0.32830299 -0.23494181 -0.1298816   0.00148058  0.26572451
  -0.05817454]
 [-0.30210261 -0.4637005   0.10292138  0.05261435 -0.54258368  0.06578197
  -0.37841293  0.22505575  0.07193838  0.30279349 -0.23270845 -0.19074864
  -0.01966552]
 [ 0.37100384  0.6743278   0.18624709  0.08660294  0.12102874  0.12506918
   0.12597838  0.03764807 -0.04017478  0.48726186  0.28023255  0.01470089
  -0.00934869]
 [-0.14496618 -0.43357034 -0.06808818 -0.35141934 -0.36806232 -0.20378926
  -0.09648229  0.30261879 -0.03774766  0.2149122   0.45200196  0.01098856
   0.36461549]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08823956 0.15139381 0.21491998 0.16758614 0.2919283  0.44124413
  0.09030126 0.16324547 0.24006126 0.05228201 0.09015079 0.17517478
  0.25635803]
 [0.08681908 0.15028335 0.29845465 0.15901099 0.26900198 0.39597071
  0.09342602 0.18035874 0.27623947 0.05071221 0.08442751 0.11854201
  0.71608389]
 [0.10534481 0.18313486 0.3754432  0.16509594 0.28531754 0.41850775
  0.08678167 0.15444301 0.22828822 0.05321713 0.0909173  0.12908749
  1.00001371]
 [0.08801686 0.15120482 0.22071434 0.15442357 0.26144449 0.37410053
  0.10237341 0.18801346 0.27267032 0.06207079 0.10912709 0.15857928
  1.00001171]]",[-0.16520075 -0.19261564  0.38520651  0.14567588],4,0.04542998775105035,0.1848425299371954,0.22001923196194184,0.024444839828424658,0.04414119473603867,3019.4060085790697
78,"[[-0.21401276  0.00644814 -0.40610785  0.26978528 -0.39953536  0.06961063
   0.37804819 -0.36947988  0.07381212  0.03804839  0.11554896 -0.50202132
  -0.01632308]
 [-0.39813812  0.13768656  0.15841536  0.26124815  0.54800267 -0.3259445
   0.24783874  0.33054273  0.19260425 -0.29340981  0.09316242  0.1417062
   0.00274904]
 [-0.1551572   0.01892025  0.01397325  0.00592338 -0.50329627  0.01805916
  -0.23990662  0.2323255  -0.36270015  0.12591814  0.24946447 -0.63286211
   0.00453801]
 [-0.32845964 -0.29851178 -0.32701016  0.50513813 -0.08341944 -0.16593254
  -0.4349591   0.4363492  -0.0345462  -0.11531914 -0.00969229  0.10537869
   0.03364219]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08536772 0.14605603 0.20526764 0.1675582  0.28638015 0.47109866
  0.09470358 0.16659636 0.28250899 0.04929986 0.08189198 0.11212614
  0.79200182]
 [0.08839432 0.15360121 0.25861306 0.16712197 0.28628176 0.39958301
  0.10111296 0.18673316 0.38674127 0.04916092 0.08614056 0.13232771
  0.99999754]
 [0.09763409 0.1718181  0.27881755 0.15743665 0.26590137 0.42121947
  0.08748502 0.15425193 0.22024586 0.05076166 0.08300415 0.11076846
  1.00000306]
 [0.08206757 0.13902987 0.197859   0.171928   0.29089847 0.40793952
  0.09660637 0.18868963 0.28144307 0.05185209 0.09021429 0.19971421
  1.00005013]]",[-0.19988779  0.27359802 -0.23678906 -0.05984194],4,0.0459703581551206,0.18339361287196076,0.21847248604820016,0.02425001262552028,0.04199145261710574,3443.0041866130196
79,"[[ 0.54368268 -0.20584832 -0.36056179 -0.30920611 -0.25188596  0.01233176
  -0.47256675  0.18535607  0.07844718 -0.00207541 -0.32230081  0.0704181
  -0.01236058]
 [-0.18421505  0.42135864 -0.28659037  0.04510113  0.51731104 -0.07557122
  -0.2305258  -0.10278509 -0.04309028  0.17664622  0.57800421 -0.00226119
  -0.0130492 ]
 [-0.47710348  0.09500395  0.09443738  0.06716693  0.4506423  -0.01137478
   0.13514077 -0.07468708  0.07076032  0.47817706  0.5213463  -0.11993843
   0.05495575]
 [ 0.10126205  0.27012413  0.02526079 -0.26224085 -0.30950658  0.00970535
  -0.51178708  0.63931544  0.09265661 -0.2297007   0.04352828 -0.13234083
   0.00868095]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09158933 0.15006016 0.20674868 0.15751808 0.27004104 0.39515008
  0.0952061  0.18837172 0.34330844 0.05127298 0.08722603 0.1451797
  0.99999934]
 [0.08827264 0.15185004 0.21383411 0.18095424 0.31741151 0.44442091
  0.08392761 0.14706442 0.22242582 0.06037804 0.1083825  0.15861574
  1.00001122]
 [0.08454676 0.14867067 0.27268529 0.1802517  0.3166178  0.44344203
  0.08779537 0.15586851 0.24481249 0.06069807 0.10276182 0.13967423
  1.00000188]
 [0.10038723 0.17036213 0.23791569 0.15549409 0.26441971 0.38560587
  0.09937902 0.19957665 0.33881852 0.04811801 0.08252266 0.11745959
  0.99999784]]",[-0.18099252  0.14107086  0.28763154  0.03712104],4,0.04628284145964259,0.19402770769703073,0.2298065859944907,0.024183136139515206,0.04342923012517097,4880.142233016901
80,"[[-0.48450987  0.17862223  0.01393305 -0.47299715 -0.23845669 -0.04026816
   0.01135701 -0.38668117 -0.02576413  0.34248983  0.27503831 -0.29857481
   0.13613725]
 [ 0.27806368 -0.50866968  0.10700354 -0.43522496  0.40308967 -0.01971419
  -0.24045719 -0.08655242  0.14060161  0.13229405  0.39479375 -0.202884
   0.02428514]
 [-0.28988136  0.01886506 -0.01835277  0.63042582 -0.36408622 -0.05731214
  -0.13561442  0.006606    0.02956157  0.54224691 -0.19137624 -0.00370994
   0.17893231]
 [ 0.16149984  0.53912157  0.01385835  0.09317277 -0.14257033 -0.08589468
   0.42007804 -0.20616676 -0.47591455 -0.44668099 -0.01926104  0.00905426
  -0.0353056 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09328119 0.1723167  0.2918188  0.15398676 0.26393139 0.38561988
  0.08557096 0.14831677 0.22909781 0.05905929 0.09906284 0.13467946
  1.00005163]
 [0.08948806 0.1521486  0.24341037 0.16598564 0.29359393 0.4194547
  0.08846806 0.16155017 0.40297338 0.05362045 0.09132919 0.12725708
  1.00000878]
 [0.08640124 0.15294618 0.22148954 0.1695895  0.2728867  0.38353485
  0.090619   0.17066144 0.30287711 0.06096291 0.10051531 0.14120547
  1.00003003]
 [0.1030108  0.17925852 0.26786007 0.16440926 0.28202618 0.40648744
  0.0867995  0.1495282  0.21682192 0.0499856  0.08786114 0.13045151
  0.44558965]]",[-0.08052616  0.07439031  0.14937859 -0.07893922],4,0.04413028001250463,0.20128944139776142,0.23752316641209076,0.024068029259554726,0.041565040452547164,2840.2942636490334
81,"[[ 0.46370847 -0.06838325  0.0635176   0.148532   -0.0201588   0.01598868
   0.50237272  0.30693035 -0.20428185  0.30572446 -0.27483911 -0.44291295
   0.00695685]
 [-0.25311681  0.37073264 -0.43147136  0.11721659  0.11812438 -0.14321368
   0.54424094  0.09630602  0.04274646  0.16160337  0.47135375  0.09166298
   0.01122411]
 [ 0.08141616  0.23741916  0.08113908  0.32019834 -0.18800095  0.09815893
   0.34549609  0.55123248 -0.26418101  0.29316332  0.4015975  -0.20542161
  -0.02176629]
 [-0.09832386 -0.16986302 -0.09505141 -0.06402179 -0.2550945  -0.1185769
   0.610844    0.39101808 -0.06237447 -0.28401494  0.50039724  0.08236233
   0.03808129]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09985756 0.16964832 0.28447973 0.16444522 0.28356996 0.41361931
  0.11004448 0.19007442 0.26290246 0.04469189 0.07341496 0.1015672
  1.00001603]
 [0.08614773 0.14834546 0.20804678 0.16175362 0.27436884 0.38940177
  0.10647719 0.18742786 0.27438889 0.05895933 0.10741137 0.20079259
  1.00003709]
 [0.09562733 0.16636952 0.25795155 0.16203823 0.27563799 0.43264224
  0.10220788 0.18088466 0.25237219 0.05262515 0.08960968 0.12530589
  0.42957682]
 [0.08796184 0.1512383  0.21681614 0.15661034 0.26580982 0.38168354
  0.11457407 0.20116706 0.28305297 0.05433873 0.09916934 0.17789426
  1.00009292]]",[0.09346972 0.11654242 0.19542068 0.03988006],4,0.043693407670152895,0.20128944139776142,0.23752316641209076,0.0239177028144789,0.04389992224742187,3268.0560848421883
82,"[[ 0.21357297  0.2169208  -0.19191612 -0.23348612 -0.3732822  -0.50220444
  -0.00265656  0.02137123  0.01302779 -0.44444764 -0.2268363   0.41359848
  -0.06123621]
 [-0.26614048 -0.24983387 -0.29633246  0.28702172  0.26817934 -0.30766567
  -0.03384983 -0.49608057  0.02773039  0.50643996  0.08358193  0.13595441
   0.00422727]
 [ 0.40485464 -0.08541594  0.11478658  0.46866862  0.34259342  0.3041386
  -0.18933667  0.15366215 -0.03963223  0.29514787 -0.39494462  0.28224868
  -0.04807373]
 [ 0.57661336  0.10139396 -0.15831411  0.05070965  0.18747098  0.0997617
   0.37181298  0.0394886  -0.06209729  0.36695806  0.54527018  0.01000956
   0.0936238 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09595753 0.16541678 0.23334852 0.1600551  0.27110151 0.38518338
  0.09312781 0.16828666 0.25552438 0.05207499 0.09051823 0.29812566
  1.00004434]
 [0.08449669 0.14497653 0.20705846 0.17295972 0.29534091 0.41158617
  0.08576388 0.15149539 0.23876271 0.06040544 0.10542034 0.22559883
  1.00005883]
 [0.09042847 0.15489543 0.22225154 0.17654183 0.30663866 0.58465499
  0.0874839  0.1583515  0.23368811 0.05036796 0.0858217  0.14160866
  1.00001169]
 [0.09565144 0.16107002 0.22258309 0.1669978  0.2939786  0.48621292
  0.09126106 0.15838989 0.23168933 0.06336247 0.11210567 0.15553212
  1.00003137]]",[-0.29534991 -0.11498398  0.38587237  0.35369582],4,0.042295691005451996,0.20419658873066146,0.2406073446245766,0.023842546901359743,0.041296194323329496,2723.969374487875
83,"[[ 4.67601522e-01  1.17881558e-01  1.21183407e-01  2.58088988e-01
  -5.35689891e-01  2.23499690e-01  4.65186316e-01 -8.05803579e-03
   2.46484467e-01 -1.51536064e-01 -7.71862903e-02  2.06682863e-01
  -1.96239557e-02]
 [-3.35820394e-01  6.55545447e-01 -4.93854222e-02 -1.91746955e-01
  -1.70823005e-01 -3.47476596e-01  2.39699285e-01  3.22987411e-01
  -2.40298952e-01  1.02408763e-02  1.91735958e-01 -1.09409901e-01
  -4.99504292e-04]
 [ 9.24225735e-02  5.63327279e-01 -2.53479796e-01  5.23712336e-01
  -3.07760910e-01  8.39358419e-02  2.72881346e-01 -9.24949493e-02
  -2.56084442e-02  2.80898219e-01  2.65331761e-01  2.89669693e-02
  -3.55641689e-03]
 [ 4.53764394e-01  3.37438953e-02  2.42651188e-02 -3.20032926e-01
  -1.10065242e-01 -2.00074872e-01 -1.65946023e-01  1.20608743e-04
   1.73528702e-01 -4.65784240e-01 -4.71176644e-01 -3.74014945e-01
  -3.61271107e-02]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09626847 0.16575531 0.2331511  0.1610668  0.27285197 0.41583141
  0.09700396 0.17531757 0.41422673 0.05065324 0.08809874 0.12946512
  1.00000259]
 [0.10174835 0.18325175 0.27010609 0.15423393 0.25624893 0.36203195
  0.1023871  0.18019118 0.25542655 0.05264521 0.09068833 0.13070412
  1.00015999]
 [0.10245846 0.17508867 0.23700262 0.16358629 0.27388741 0.49305135
  0.08907216 0.15540229 0.22980962 0.05954762 0.10462814 0.14914855
  1.00000031]
 [0.10025792 0.17118083 0.24020519 0.16133551 0.27427054 0.39145241
  0.09464733 0.17367169 0.30903813 0.04606653 0.07881917 0.11254414
  0.45941979]]",[ 0.2196236  -0.10203305  0.14009041 -0.18238566],4,0.04934088590837332,0.21147041483122775,0.24831183215316216,0.023711044681482083,0.04267579560565869,3454.9630370968953
84,"[[ 3.60973598e-01 -4.64759471e-01  1.03042433e-01  4.59755394e-01
   1.28985508e-01 -2.26307916e-01  4.94064123e-01  1.47768492e-01
  -1.73096666e-01 -5.65543165e-02 -2.34050672e-01  9.79847300e-02
  -1.93633751e-02]
 [ 1.15928809e-01 -3.24501570e-01 -1.83501988e-01 -3.12580212e-01
  -1.03578927e-01  1.49241337e-01 -2.15787547e-01 -4.16157675e-01
  -6.57354649e-01 -1.25777423e-01 -1.71618704e-01  1.40492999e-01
  -6.85613709e-04]
 [-1.88055546e-01  4.29176200e-01  2.47912032e-02 -1.64277798e-01
   3.42158088e-01 -5.72368910e-02 -1.56944382e-01  7.10380328e-01
   2.99693235e-02  2.84362879e-01  2.95033898e-02  1.43264380e-01
  -8.09895190e-03]
 [ 9.10298065e-02  4.03621833e-01  3.82343177e-02 -6.41922512e-02
   5.45421691e-01 -4.74085848e-01  1.92469756e-01  2.94744084e-01
  -2.25282115e-01 -3.29988824e-01  1.25869833e-01 -3.81323489e-02
  -1.08463162e-02]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08936119 0.15331081 0.30135217 0.16939877 0.28854661 0.40253222
  0.10126564 0.17737245 0.25116566 0.04756827 0.08226783 0.1373229
  0.59758719]
 [0.090315   0.15456355 0.21954474 0.16793926 0.29628631 0.50472601
  0.08399927 0.13925811 0.19812902 0.05243763 0.09074348 0.15079938
  1.00000177]
 [0.09264429 0.16102566 0.22850765 0.16239147 0.28000333 0.39828124
  0.10048501 0.19341129 0.28439903 0.05197225 0.08843629 0.24235821
  1.00000283]
 [0.1063502  0.18662421 0.29436958 0.16293534 0.27167232 0.37237598
  0.09841474 0.17303573 0.24512026 0.04762907 0.08414647 0.12409426
  1.00001629]]",[ 0.02876559 -0.29581889  0.27784153  0.05145813],4,0.04881967856868376,0.2221535864867505,0.25959685327075455,0.023508140295697623,0.04037334838968709,4111.659009997034
85,"[[ 0.40059275 -0.31104514 -0.41565242  0.05298361  0.25142737  0.12074656
   0.46341591  0.08421139  0.2325675   0.45285616  0.08206082  0.00551819
  -0.04037415]
 [-0.4175208   0.35805544  0.39884244  0.06417271 -0.24486845  0.3346329
  -0.28974993  0.16736825  0.40452609  0.15180465 -0.09574389 -0.22462638
  -0.06373737]
 [ 0.07024539 -0.03012569 -0.51989619 -0.11960624  0.15738617  0.08699907
  -0.18776406 -0.42496638 -0.02644191 -0.40593602 -0.54315113 -0.02131159
  -0.02046334]
 [ 0.66963502  0.38005254 -0.16406223  0.028927   -0.00494231  0.0692022
   0.09814844  0.29841435  0.06602581 -0.01391848 -0.23998606 -0.44574971
   0.12271493]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08691271 0.1459962  0.20609295 0.16767765 0.29242216 0.42610118
  0.09936454 0.17996077 0.32514625 0.05197098 0.08868896 0.12648415
  0.51376097]
 [0.09427056 0.16446315 0.29278054 0.16404602 0.28201979 0.41466953
  0.09240478 0.17032232 0.38314492 0.04983461 0.08458063 0.12008215
  1.00000912]
 [0.08717684 0.14585305 0.20431174 0.17711667 0.31592745 0.51098633
  0.08534521 0.14928156 0.22600152 0.04572599 0.0795664  0.11740855
  0.97940609]
 [0.10565029 0.17662482 0.24084482 0.16360151 0.28112273 0.44898154
  0.10175159 0.18817605 0.27986476 0.04359344 0.07248941 0.10092599
  1.00000722]]",[ 0.18518838  0.28201177 -0.20126017  0.2771183 ],4,0.04272217394127892,0.22847439287976976,0.2662572514232108,0.02341200736653386,0.042130021068373213,3993.143527485896
86,"[[ 3.51759515e-01  4.20382136e-01  9.37147987e-02 -1.93319207e-01
   1.70653204e-02  4.18499375e-02 -1.40152584e-01 -4.49262472e-02
   1.15421816e-01 -2.98302435e-01  7.11648483e-01  7.29680784e-02
   1.24944488e-01]
 [ 4.71238078e-03  3.72493627e-01 -3.79773619e-01 -4.68692528e-01
  -1.22817327e-01  2.20643246e-01 -1.48289976e-01  1.16419036e-01
   3.97125543e-02  5.86197411e-01 -5.17361287e-02  2.22466901e-01
  -2.53400115e-02]
 [-1.03017336e-01 -1.31947080e-01  3.68204916e-01 -2.95622742e-01
  -3.02487399e-02  4.39009866e-01 -2.02704681e-01  3.31536486e-01
  -1.56196549e-01 -2.15045104e-01 -4.10654096e-01 -3.99584331e-01
  -7.35749318e-02]
 [-3.41558295e-01 -4.74817901e-01 -8.63172443e-02 -4.30427792e-02
   4.57844761e-01  1.18535647e-01 -4.29738807e-01  3.74477396e-01
   5.05988258e-04 -1.85307105e-01 -1.83793798e-01  1.75530467e-01
  -3.27287970e-02]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.10696055 0.18342828 0.28132756 0.15797622 0.26986022 0.39024181
  0.08688146 0.15670512 0.2739615  0.05635116 0.10623481 0.15293559
  0.99998527]
 [0.09109322 0.15603466 0.21868076 0.16226932 0.28231347 0.47417634
  0.09027534 0.16448309 0.24425833 0.0548604  0.09360802 0.2606522
  1.00002495]
 [0.0938512  0.16246334 0.26423532 0.16708224 0.29033072 0.47832776
  0.09015736 0.16290442 0.2396646  0.04805914 0.08218216 0.11726977
  0.34927686]
 [0.08333146 0.14196402 0.20520719 0.18058813 0.31635742 0.46196486
  0.09026976 0.16605393 0.24505353 0.05003916 0.08648602 0.18465601
  0.81483292]]",[0.33879445 0.04482251 0.09966118 0.08233742],4,0.04367063425390627,0.2396713820580065,0.2780270083066104,0.023377415864219753,0.041335807406599756,2961.238461292116
87,"[[ 0.40148157 -0.23517132  0.18098049 -0.0097838   0.43424821 -0.09124479
   0.31612052 -0.38881731 -0.03973138 -0.26178754  0.46830762 -0.11209891
  -0.02568337]
 [-0.43431935  0.299252   -0.18956233 -0.18789343 -0.39921808 -0.1580091
   0.22741721  0.07144889 -0.47531605 -0.18892432  0.38161979  0.04622588
  -0.00483851]
 [ 0.06795734  0.03598834  0.41620062 -0.28738133 -0.36612094 -0.58604361
   0.09705138 -0.0183217  -0.24210947 -0.06114864  0.13955309  0.40644656
  -0.06324031]
 [-0.27148611 -0.43246065 -0.46194948  0.14548283 -0.05331718  0.18834785
  -0.42011444  0.4290572   0.05361974  0.10930102  0.20644493 -0.21933992
   0.01597948]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09542046 0.16348659 0.41313191 0.16907783 0.29460592 0.41677505
  0.08679008 0.15205822 0.22726569 0.05130693 0.08950816 0.12749829
  1.00000006]
 [0.09517185 0.16577727 0.23253442 0.1568017  0.26604197 0.38300457
  0.08990833 0.15342466 0.21758969 0.05815857 0.11064394 0.19384515
  1.00002508]
 [0.09632838 0.1671327  0.38748515 0.15795717 0.26807617 0.3792026
  0.09037079 0.16185409 0.23764983 0.05298593 0.09285013 0.15889594
  0.99999385]
 [0.08294538 0.14094633 0.19957483 0.17101109 0.29475721 0.54006238
  0.09574665 0.18192312 0.27500583 0.05174931 0.08828741 0.12470045
  1.00000232]]",[ 0.11067406 -0.26865132 -0.23261071  0.00030448],4,0.043228055567371054,0.24600779153370098,0.2846718029011219,0.02324230707237049,0.04246952462041792,3230.8645610231906
