iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap,wall_time_seconds
128,"[[ 0.26570124  0.42487741  0.22099201 -0.10613351 -0.0776108  -0.24859948
   0.0082123   0.65241041  0.2509262  -0.25465508  0.06772144  0.24924443
  -0.02694765]
 [-0.1448223  -0.6214093   0.19298039  0.20242899 -0.4628972   0.05379369
   0.40346463  0.22701668  0.07522267 -0.17705907  0.08129102  0.19527479
  -0.03770088]
 [-0.16591729 -0.64814083 -0.16490293 -0.36443132 -0.10288563 -0.43639754
  -0.03764022 -0.1769126  -0.02891714 -0.18985172 -0.28518512 -0.18295119
   0.08340905]
 [ 0.25689677  0.29565386  0.02062565 -0.29479195 -0.23575111  0.14302848
  -0.14446203 -0.22094441  0.0277442   0.56141751 -0.49202404  0.16235467
   0.17069748]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09950712 0.17009811 0.2719353  0.15675795 0.26607555 0.37737232
  0.10101555 0.18929158 0.3258762  0.05067884 0.08811286 0.16878016
  1.00000123]
 [0.08836185 0.15251455 0.2735478  0.16121641 0.27302572 0.39411225
  0.10143407 0.18373621 0.26584504 0.05191972 0.09062637 0.1466342
  0.4146524 ]
 [0.08659995 0.14759685 0.21778386 0.15679888 0.2655253  0.37485506
  0.09637064 0.17572061 0.30137861 0.05001204 0.08514619 0.12225016
  1.00000777]
 [0.10232292 0.17494171 0.24297932 0.16041826 0.27867996 0.43975411
  0.08688812 0.15658856 0.23371534 0.0519537  0.08737857 0.25832793
  1.00000653]]",[ 0.24198095 -0.01351931 -0.41015518  0.19107801],4,0.03650353753246588,0.4940882625469913,0.5378654659634011,0.019690199395431072,0.03458691634766233,3411.490373645909
129,"[[ 0.20981161 -0.246429   -0.04674294  0.00846958  0.06976672  0.03815381
  -0.05066715  0.61660151 -0.60816683 -0.17503651 -0.31268085 -0.07203512
  -0.02108226]
 [ 0.41369867  0.46461085  0.13245818  0.26677003 -0.20126615  0.13482866
  -0.26980195  0.20902517  0.17064459  0.39144901 -0.40548273 -0.0469544
   0.01159498]
 [-0.33260697 -0.09746185 -0.34969118 -0.17767544 -0.225257    0.10507297
   0.72086759 -0.21355221 -0.27809351  0.03406968 -0.06951231  0.12103585
   0.03173727]
 [ 0.0727394  -0.18485423 -0.25141966  0.06410965  0.19273927 -0.16758391
  -0.16854111 -0.22643349 -0.29692704  0.24960771  0.39630504 -0.58589624
   0.31225505]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.0920863  0.15678443 0.22371732 0.17034138 0.29747782 0.46366947
  0.09223616 0.16138355 0.22673696 0.04711978 0.08139616 0.11861447
  0.34290568]
 [0.10495934 0.17951832 0.25286333 0.16373564 0.27960136 0.41718872
  0.09033095 0.16839375 0.37283966 0.04836978 0.08082542 0.11528677
  1.00000081]
 [0.08507558 0.14549907 0.20502882 0.16455417 0.28551811 0.46302552
  0.09444199 0.16095972 0.22921523 0.05335091 0.09357104 0.21931455
  1.00000823]
 [0.08816774 0.15088725 0.21598168 0.18241575 0.31634017 0.45535153
  0.08370676 0.14227343 0.20951382 0.05289822 0.08697931 0.11866792
  1.00064593]]",[-0.08241537  0.27076888 -0.13551547  0.10264525],4,0.04074817268794645,0.4840930899138204,0.5278895582761379,0.019801605735356245,0.03378269228613423,4202.115909219952
130,"[[-0.36763142  0.08595534  0.17729802 -0.34449372 -0.49983947  0.17063817
  -0.36313743 -0.27912009 -0.45287113  0.06124155 -0.0316526   0.08877203
  -0.02982374]
 [-0.19720279  0.24051246 -0.01955641  0.39865709 -0.30307403 -0.32941195
  -0.4282671   0.18356987 -0.01153099 -0.3321213   0.46465551 -0.00888503
   0.00754833]
 [-0.47933665 -0.19056622 -0.18111882  0.33103179 -0.63229191 -0.21286199
   0.01674102 -0.31404183 -0.16817972 -0.05970323 -0.12209487 -0.01858141
   0.02068045]
 [ 0.05374694 -0.53032458  0.08966009 -0.18030945  0.07226113  0.20817869
  -0.38467653  0.39668247  0.18159671  0.29488582  0.37850049  0.21705619
   0.10541635]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09569508 0.16882704 0.32095454 0.16016043 0.27571256 0.43838027
  0.08445289 0.14366729 0.2059314  0.05320679 0.09251434 0.1331048
  0.90873049]
 [0.09731399 0.17032258 0.26087025 0.15943845 0.2581394  0.35924763
  0.09079669 0.16932558 0.25472563 0.05620697 0.10516335 0.15094746
  0.9999978 ]
 [0.08905135 0.15564254 0.22841392 0.16150611 0.26416885 0.37142495
  0.089299   0.15709054 0.23181321 0.05473854 0.09600695 0.16252777
  1.0000459 ]
 [0.08760195 0.15005967 0.21611014 0.16550366 0.28587674 0.45701878
  0.09257125 0.174298   0.2626333  0.05556639 0.09733646 0.25513992
  1.00000373]]",[-0.26093063 -0.09067718 -0.39049921  0.32571033],4,0.03819058825894439,0.5116009269812932,0.5553021921191105,0.019561900353288593,0.033178413009833374,4432.296854062006
131,"[[-0.17787149  0.09575004  0.115599   -0.1191627  -0.0520357   0.1010634
   0.05535502  0.70506832 -0.31761072  0.49495844 -0.18188345 -0.18362475
   0.07657463]
 [ 0.26722843  0.07473138 -0.05006618  0.37717359 -0.28953593 -0.19128362
   0.4804739   0.04808328 -0.10026955 -0.57656974  0.24094403 -0.15466797
  -0.01368021]
 [ 0.11490257  0.4834961  -0.10278525  0.13240608  0.43106047  0.07886909
  -0.07978657  0.14086956 -0.21879727 -0.61836095  0.25589274  0.10435664
   0.00867384]
 [-0.2186226  -0.60833947  0.0679607   0.4075137  -0.0396352   0.10891597
   0.06143863  0.14654766 -0.4702932   0.281302    0.23607186  0.12614988
  -0.02839715]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09265214 0.16245157 0.35122357 0.16239678 0.28095054 0.43286237
  0.10310352 0.18347258 0.25265007 0.05025169 0.08235181 0.11534971
  1.00004214]
 [0.10274012 0.17464901 0.25430336 0.16056042 0.26281677 0.36941157
  0.10775779 0.18734662 0.2652133  0.04618965 0.08272377 0.11952486
  0.89493917]
 [0.09889135 0.16876522 0.23420695 0.18131059 0.32033561 0.47494657
  0.08439994 0.14696493 0.21365036 0.0473942  0.08534631 0.17152016
  1.00001865]
 [0.08562074 0.14847271 0.21746319 0.17358447 0.29878365 0.46562637
  0.08690764 0.1516568  0.21844472 0.05626164 0.09957674 0.16691815
  0.61185125]]",[ 0.1695656  -0.06166244  0.25476525 -0.01680462],4,0.03399316955500509,0.5311468532903989,0.5746998725494193,0.019474351271141895,0.0325455242100623,3851.7598395089153
132,"[[ 0.29999918  0.0774008  -0.19914686 -0.40919981 -0.11135165  0.06826206
   0.21824525  0.42548306 -0.28981766 -0.35333891  0.12141742 -0.47407869
   0.05333368]
 [ 0.17089538  0.17006344 -0.16125751  0.36335938  0.13165513 -0.29013988
  -0.23380604 -0.14111932 -0.57081307 -0.33182083 -0.01660864 -0.38268739
   0.1583885 ]
 [ 0.02317538  0.21748621 -0.28625369 -0.25686419  0.18142026 -0.25190158
   0.13394872  0.23395326 -0.24865106 -0.18542852  0.14680975 -0.69717955
   0.1771289 ]
 [ 0.14062755  0.28952133 -0.15804429 -0.0287641   0.69861719 -0.39560362
  -0.10837482  0.28695936 -0.2636165  -0.15490782 -0.16930891  0.09732739
  -0.01757014]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.0973682  0.16535931 0.22820893 0.15854508 0.27783743 0.46266784
  0.10791741 0.18829061 0.25887647 0.04470333 0.07555239 0.10484202
  1.00005874]
 [0.1029315  0.1757413  0.25797627 0.17536895 0.29916927 0.42262587
  0.08352828 0.13929664 0.19877395 0.046284   0.08047713 0.11579291
  1.00000689]
 [0.09750388 0.16687265 0.23615593 0.16066236 0.2754528  0.39878724
  0.10678094 0.18676477 0.26607825 0.04329355 0.0717951  0.09971054
  1.00002734]
 [0.0965828  0.16586649 0.23220644 0.17250582 0.29891042 0.4115986
  0.08833154 0.15887294 0.23081317 0.04817873 0.08378212 0.17763556
  0.52014896]]",[-0.04201804 -0.06890156 -0.01883243  0.02760967],4,0.0348746645136831,0.5171104741311386,0.5607767391670402,0.019514513108188466,0.03221695129716365,3834.182704639854
133,"[[-0.60166909  0.50498917  0.01801918  0.12511004 -0.10959181  0.05590648
  -0.15238515  0.07106402 -0.09444149  0.47917891  0.06986496 -0.2417601
   0.14742835]
 [ 0.13963575  0.3778636   0.03158361 -0.15910528 -0.19351927 -0.06037259
  -0.47134717 -0.50311147  0.0487883   0.53933166 -0.03672649  0.01431281
  -0.0145756 ]
 [-0.42119158  0.19488723  0.03465828  0.0575618   0.09458743  0.03548452
  -0.44409949  0.09616159 -0.00319538  0.5381274  -0.33567599 -0.3213119
   0.24065266]
 [ 0.40967295  0.39956078 -0.03054949 -0.47339909 -0.03531377 -0.01935368
  -0.02256631 -0.19913937 -0.17220846  0.4123858  -0.31012485 -0.33115172
   0.01162934]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09246022 0.18507128 0.28020967 0.16457114 0.2811611  0.44590555
  0.0857342  0.15355069 0.22595303 0.05220304 0.08508586 0.11747811
  1.00008224]
 [0.10739164 0.18694507 0.28180674 0.15761488 0.26854409 0.38584696
  0.08317086 0.14512962 0.24366007 0.05807978 0.09870182 0.1401099
  1.00002055]
 [0.08955695 0.163644   0.26358717 0.18295472 0.31493132 0.46868823
  0.08539144 0.15890665 0.237944   0.04683467 0.07587611 0.10420993
  1.00003115]
 [0.11234417 0.19192624 0.27045322 0.15957343 0.27825263 0.40626338
  0.08554838 0.14868664 0.21813294 0.04971353 0.08158882 0.11387979
  0.99999995]]",[ 0.18408928 -0.09100667  0.24376549 -0.07877032],4,0.03717189353713907,0.5266332637835991,0.5702264758753843,0.019528839544258804,0.03319996391954208,4180.403277443023
134,"[[-0.30598711  0.22358515 -0.44963198  0.15295399 -0.21888007  0.02605825
  -0.19007166  0.43618664 -0.23698328 -0.17056431  0.38745222 -0.34618003
   0.02512154]
 [ 0.34917071 -0.26992253  0.19004793  0.44693214  0.37795877  0.1521153
  -0.14594653  0.17315422  0.19243712  0.35189082 -0.41455605  0.13683454
  -0.02531429]
 [-0.63032736  0.13311839 -0.02511754 -0.36611774 -0.42327477 -0.02661236
   0.42375204 -0.14134614 -0.02985096 -0.12839768  0.01881067 -0.22723004
   0.03892537]
 [-0.27949254  0.33128769  0.55513072  0.34555983 -0.00677907  0.00782367
  -0.26990998 -0.14543677 -0.30516758 -0.03487896 -0.32113833 -0.28733682
  -0.10200093]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08362961 0.14067446 0.19340864 0.16752967 0.28511302 0.46660414
  0.1006171  0.18508212 0.26066268 0.0510827  0.08707303 0.11973518
  1.00001931]
 [0.0890674  0.15243383 0.27511378 0.18112733 0.31394284 0.44839186
  0.08911236 0.16387538 0.32173752 0.04850523 0.08225246 0.1211067
  1.00000429]
 [0.08831663 0.15938552 0.25611385 0.15163539 0.25825602 0.3785781
  0.10846247 0.18768445 0.26804695 0.04958873 0.08457575 0.11894934
  1.00005016]
 [0.0954435  0.1661198  0.3129405  0.16675749 0.28736336 0.41268021
  0.08826808 0.15903829 0.23470209 0.04958112 0.084553   0.12102588
  0.27168649]]",[-0.09719287  0.36156734 -0.19723515  0.05103795],4,0.03577120095558965,0.5151066935750743,0.5587863036503369,0.019476591484911977,0.03460284073694164,3829.644706329098
135,"[[ 0.08827884 -0.09915646  0.06445878  0.03875425  0.15563049  0.0468668
  -0.08196056  0.47397561 -0.27383791 -0.33531103  0.65409242 -0.21255617
   0.24185234]
 [ 0.41036133 -0.60263055  0.10927981  0.27857092 -0.24359844 -0.05254217
  -0.16812394  0.16485869  0.08243075  0.49152072  0.01598298  0.11251438
  -0.00698947]
 [-0.06706422 -0.10878442 -0.03351596  0.11909772  0.34792671 -0.23144542
  -0.3087885   0.49718346 -0.19169174  0.27071045  0.19806983 -0.54944685
   0.00675881]
 [ 0.34330068 -0.05186131  0.04589667 -0.00087275  0.15844794 -0.25152909
   0.36664635 -0.56217842 -0.10560196 -0.3544881  -0.44001566  0.0874179
  -0.02077909]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08898529 0.15216444 0.31053191 0.17243155 0.30293643 0.44600463
  0.09400617 0.16599064 0.23005927 0.05295008 0.09827536 0.1353475
  1.0000275 ]
 [0.08923482 0.1519761  0.28075677 0.16138082 0.27149654 0.38461605
  0.09319496 0.17628007 0.26780882 0.05866406 0.10005256 0.22036989
  1.00000019]
 [0.08559293 0.14846358 0.23480148 0.18181203 0.30912994 0.42479137
  0.09525617 0.18548122 0.26763121 0.04825936 0.07846566 0.10530733
  1.00000029]
 [0.10213982 0.17424111 0.26765337 0.16636119 0.28597169 0.40159099
  0.08636081 0.14787932 0.22091586 0.04643259 0.08108725 0.15064612
  0.57771715]]",[ 0.35510358  0.01803316 -0.00986289 -0.14330725],4,0.03392660297613115,0.5341569143340414,0.5776811356303372,0.019372128181365078,0.03966760508804276,5077.257969419006
136,"[[-0.37262253 -0.43261564  0.11354389  0.54517808  0.27305537 -0.25789338
  -0.12731448 -0.25989596 -0.22181499 -0.22416102 -0.1275611   0.15246575
  -0.00969506]
 [-0.32100135  0.14344228 -0.09816501  0.16395668 -0.72909709  0.04430832
   0.11714841  0.36960827 -0.04973938 -0.30099464  0.10474308 -0.22725346
  -0.01724637]
 [ 0.17697367 -0.4075191   0.13609763 -0.26566915 -0.13276897 -0.31382032
  -0.23911295 -0.01482505  0.21159572 -0.55476191  0.26330635  0.31415704
  -0.13943408]
 [ 0.07473924  0.62520077  0.13989866  0.01298375 -0.37640388  0.16201394
  -0.45634393 -0.34980288  0.0356983  -0.09392109 -0.17226245  0.1338439
   0.16605273]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08600844 0.15061113 0.27118401 0.18130446 0.3072849  0.42426489
  0.08441191 0.14795424 0.21800031 0.05067154 0.08911388 0.20194221
  0.99999948]
 [0.09006182 0.15590245 0.22203499 0.15610008 0.26153457 0.42495113
  0.11359143 0.20596762 0.29310755 0.04831161 0.08326905 0.11820276
  1.00007567]
 [0.09235663 0.15856608 0.24828638 0.16407518 0.28169901 0.40265129
  0.09089273 0.16488402 0.25234377 0.05194858 0.09043381 0.13470389
  0.03901764]
 [0.10589877 0.18893568 0.28987918 0.16119961 0.27413608 0.46727023
  0.08446051 0.14944851 0.22349952 0.05063127 0.08788797 0.13113431
  0.99999943]]",[-0.09226736 -0.14967854 -0.16074627  0.22206963],4,0.037031587006270975,0.521119095753204,0.5647565496936862,0.01944338015684353,0.033256413092550854,3200.5376973350067
137,"[[ 0.31781704  0.48498361  0.24474845  0.16650194  0.42990655 -0.34691607
   0.45375344 -0.07885513  0.23263354  0.01341234 -0.05429472 -0.00770603
  -0.03965162]
 [ 0.06818456 -0.47554399 -0.25590719 -0.28109175 -0.229855    0.06048366
  -0.39236412  0.21811992 -0.01875543 -0.05524066  0.59798016  0.06900089
  -0.03074953]
 [ 0.31207058  0.1041201   0.17719806 -0.07264991  0.47581738  0.27212045
   0.47444035 -0.08692995  0.27608658 -0.05476894 -0.48396185 -0.07690036
  -0.05133653]
 [ 0.4292952  -0.02048822  0.03778819 -0.30404418 -0.42219302 -0.13309169
   0.45289052 -0.18537737 -0.25274591  0.28569125 -0.1050381  -0.32303583
   0.15841398]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.10110463 0.17536098 0.39031563 0.16293378 0.27780608 0.39067097
  0.09454159 0.17001692 0.26911989 0.04918045 0.08405636 0.12276757
  1.00000216]
 [0.08794672 0.14933254 0.21210669 0.16269628 0.27990017 0.44202502
  0.09136597 0.16833211 0.24827726 0.05733914 0.1034304  0.14989717
  0.39030192]
 [0.09464875 0.1624663  0.23114631 0.16850128 0.29504512 0.47445447
  0.09343529 0.16745073 0.26787827 0.04699821 0.08065825 0.1168407
  0.34034734]
 [0.1062558  0.18126862 0.30815672 0.1537016  0.26110421 0.37789379
  0.09217166 0.15818665 0.22831084 0.05143127 0.08483194 0.11816935
  1.00007705]]",[ 0.27133476 -0.14939633  0.38033022 -0.07296612],4,0.03705828398870675,0.5371677783193076,0.5806615957730652,0.019280574871815254,0.03481559501054274,4021.136008298956
138,"[[ 0.28519727 -0.22911314  0.1871121  -0.21441864  0.28221217 -0.34152533
   0.13039798  0.203931    0.29280292  0.09107995 -0.62603564  0.20495619
  -0.04849616]
 [-0.02130053  0.05621189 -0.37192074 -0.45615597  0.41367489 -0.02310659
   0.45380474 -0.28328166 -0.1017581   0.14001602 -0.40221832 -0.0074296
  -0.01847058]
 [ 0.40621458  0.49025963  0.12361978 -0.40181135  0.06104477  0.08539326
  -0.21817729  0.4322377  -0.04496751 -0.28432922  0.28116113  0.1020888
  -0.01062392]
 [-0.56213582 -0.02134012  0.08035663 -0.10671339  0.46253939 -0.51288231
  -0.16451398  0.16818512 -0.27698814  0.12362426 -0.12956845  0.15602005
  -0.01501071]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09255817 0.1581761  0.23366378 0.16178286 0.2760992  0.39041397
  0.09886194 0.18316008 0.35282925 0.04933803 0.08403117 0.13439333
  0.60563403]
 [0.08888186 0.15055308 0.21106767 0.17113139 0.31345012 0.45530675
  0.0925009  0.15864572 0.23137547 0.04959102 0.0838282  0.12338959
  0.56741644]
 [0.10915217 0.18850855 0.34055768 0.15667849 0.26974029 0.39843566
  0.09193685 0.16804995 0.24483228 0.05075224 0.08964293 0.13280733
  1.00000204]
 [0.08961078 0.15668386 0.24440439 0.16572167 0.2837829  0.39629663
  0.0891302  0.16020378 0.23366778 0.05306156 0.09197578 0.2910414
  0.99999969]]",[ 0.04738534 -0.0955269   0.22166921 -0.1511574 ],4,0.035628581150042755,0.5436940796503722,0.5871164967320626,0.019250096043507105,0.032178333247439836,4354.983935654862
139,"[[-1.10270911e-01 -9.40347017e-02 -5.42674123e-01 -1.94136580e-01
   3.86202172e-01 -1.33797961e-01  5.04486521e-01 -1.58772259e-02
   7.23128315e-03 -1.90660370e-01  1.35397947e-01 -4.12498583e-01
  -1.04634599e-02]
 [ 2.09161020e-01 -5.00156610e-01 -3.49988196e-02 -2.09596130e-01
   1.29232510e-01 -1.48866991e-01 -2.24004619e-01  2.59499192e-01
  -1.99915701e-01  2.71917802e-01 -6.23788651e-01  8.67966879e-05
   3.92605240e-02]
 [-2.66112730e-01  3.86688613e-01 -3.40167279e-02  1.08058565e-01
  -1.41548002e-01  1.01673596e-01 -6.42283843e-01 -3.74909277e-01
   1.90703966e-01 -1.27246309e-01 -7.31465978e-02 -3.52646133e-01
  -3.30747012e-02]
 [-1.59562930e-01 -3.25296507e-02  1.20534376e-01 -4.14113475e-01
  -3.82782884e-01 -2.31325928e-01  3.27261289e-02 -3.26934412e-01
   2.20610283e-01 -3.67374407e-01  4.10594233e-02 -5.41268907e-01
  -3.43612912e-02]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.08362216 0.13882233 0.19442421 0.17254901 0.30343943 0.42954103
  0.10805498 0.18919658 0.2873425  0.04726942 0.08058762 0.11387924
  1.00000004]
 [0.08662591 0.14282889 0.23149801 0.16660195 0.29012471 0.40745732
  0.0953004  0.17510718 0.24993267 0.04603001 0.07557042 0.12828941
  1.00002078]
 [0.09559579 0.16622478 0.23339655 0.16799051 0.28955798 0.42746802
  0.08643542 0.15781112 0.30815949 0.04831161 0.08247263 0.11682594
  0.36636858]
 [0.09609223 0.16644668 0.26843095 0.1577637  0.26879639 0.38632717
  0.09230346 0.1670052  0.38276432 0.04853616 0.08290283 0.11735219
  1.00004446]]",[-0.10351829 -0.14072687 -0.06988224 -0.32542846],4,0.03336658395520459,0.5703408270920869,0.6133931126944948,0.019017446234078358,0.03357019918668702,5412.547714178218
140,"[[ 0.06095401 -0.05084501  0.19366331 -0.44835129  0.56662085  0.05402792
   0.09328469 -0.16359665  0.10151804  0.49854789  0.31923616  0.18419049
   0.03220497]
 [-0.03651536 -0.06518903  0.15405208 -0.00525352  0.07190684  0.15781561
   0.74867892 -0.10712751 -0.4332618  -0.11095542 -0.39494927  0.10864598
  -0.02772768]
 [ 0.00716898  0.1112246  -0.18023286 -0.1824364  -0.51022739 -0.24055844
  -0.22614959  0.32581353 -0.27602191 -0.3254458  -0.44589048 -0.25568342
  -0.00411409]
 [-0.09761261 -0.08159804 -0.14062486 -0.4301845  -0.25898631 -0.16591483
   0.4068751  -0.54211177 -0.05866273 -0.05045352 -0.46597003 -0.0368487
  -0.02173837]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09070902 0.15617501 0.37763921 0.16606325 0.29417483 0.42200753
  0.0884927  0.15752385 0.23520717 0.05722902 0.09880684 0.15089072
  0.99999679]
 [0.09488696 0.1639146  0.28525449 0.16958191 0.29736634 0.47123668
  0.09099185 0.1522398  0.21512495 0.04821931 0.08292225 0.12308532
  0.65678245]
 [0.10090486 0.17256867 0.25436696 0.15562122 0.25841643 0.37076056
  0.10029842 0.18155205 0.25839909 0.04560875 0.07802591 0.11268898
  1.00002999]
 [0.09424096 0.16166487 0.23602983 0.15877921 0.27227678 0.39019921
  0.09247598 0.16176955 0.24183103 0.05105628 0.08674742 0.12798054
  0.30811239]]",[ 0.31218836  0.04032464 -0.39277497 -0.37781137],4,0.03605660402419231,0.5617867909075047,0.6049717303848375,0.0190658527497001,0.03239562435178195,3481.682368058944
141,"[[-0.00203861 -0.0170492   0.05431393 -0.10861763 -0.45475729 -0.0210383
  -0.02330316 -0.55775698  0.09217359  0.23377597  0.58162753 -0.25346512
  -0.01980796]
 [-0.15794095  0.4710534  -0.26235188  0.22298336 -0.03024806  0.08998447
   0.21218392 -0.07208456 -0.51593832 -0.51008292 -0.13846381  0.0535086
   0.16422725]
 [ 0.22389238 -0.24513703 -0.05027807 -0.22659436 -0.40201633 -0.02168502
   0.40538319  0.4893294   0.2816982  -0.2740622  -0.07655258 -0.32693994
  -0.05316953]
 [ 0.11196004  0.21325539 -0.15158622 -0.36270543 -0.36192629 -0.03887542
   0.0972963   0.34443675  0.10296387 -0.09648157 -0.55312638 -0.44807522
   0.01475975]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09646356 0.16731586 0.25793601 0.15683155 0.26653685 0.38793118
  0.08601922 0.15152937 0.27554282 0.06007209 0.10407717 0.14204727
  0.73949239]
 [0.09684051 0.16771651 0.23140247 0.17651529 0.30509901 0.49464482
  0.08512434 0.14092949 0.19757693 0.04731276 0.08356823 0.13266816
  1.00002152]
 [0.09079005 0.15506805 0.22145586 0.16023865 0.27249502 0.39484172
  0.10523968 0.19360063 0.3369462  0.04846007 0.08279552 0.11841206
  0.57110952]
 [0.09643257 0.16483121 0.22994448 0.15671102 0.26728414 0.38857978
  0.10901673 0.20080704 0.33711887 0.04488094 0.0751817  0.10710744
  1.00003317]]",[-0.17264301  0.11923188 -0.03962339 -0.12225578],4,0.03630786613735609,0.5668177738864266,0.6099262876910592,0.018972986077241124,0.030750693918255065,3102.111857063137
142,"[[-0.33635943  0.21837281 -0.01097029  0.36992211 -0.65113551  0.00646031
   0.06968693 -0.1314909   0.02693393  0.40069484 -0.29334455  0.09199288
  -0.01587815]
 [-0.03305891  0.0290355   0.03188029 -0.11731053 -0.13469894  0.07880675
   0.57547785 -0.37241537  0.08806968 -0.43651243 -0.35171317 -0.38107185
   0.14780524]
 [-0.15505517 -0.28172519 -0.57010751 -0.44176885 -0.1509048   0.08210006
  -0.414173    0.05377167 -0.02401675 -0.36201819 -0.19075739  0.0612234
   0.02631584]
 [-0.04766843 -0.2712798  -0.26867727  0.20233444  0.65196874  0.02491195
   0.06305073 -0.3769319   0.3246493  -0.12212191  0.10521366  0.32741583
  -0.02625689]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.0956985  0.16856092 0.23887113 0.15914525 0.26541667 0.38553769
  0.09211161 0.16519049 0.25336954 0.05381934 0.09135623 0.20739502
  0.62481711]
 [0.09631669 0.16688579 0.23754177 0.16427143 0.28434088 0.44654724
  0.10023183 0.172622   0.31737155 0.0425292  0.07151461 0.10030707
  1.00003952]
 [0.08420607 0.13929976 0.19477018 0.16373469 0.2865604  0.49680319
  0.08936002 0.16615688 0.24672923 0.05031865 0.08747185 0.13598563
  1.00017822]
 [0.08770944 0.15063195 0.21486855 0.17192093 0.29907268 0.4256676
  0.0891017  0.16113104 0.29341311 0.05179273 0.08957139 0.25818163
  1.00000042]]",[-0.11401427  0.07406879 -0.27238717  0.23911492],4,0.038518877654298,0.5708442124843007,0.6138882813328168,0.018968453465726738,0.03097804798950049,3243.608506218996
143,"[[ 3.90836216e-02 -9.74763580e-02  4.38204616e-01 -7.05018595e-01
  -1.42308586e-01 -2.03991668e-02 -5.99416841e-02  2.68742386e-02
   5.88019386e-02  2.30476814e-01 -1.67409596e-01 -2.91800501e-01
  -3.24287680e-01]
 [-1.32125779e-01  4.90564435e-01  2.00392199e-01 -2.37085933e-01
  -3.51313439e-01  1.54498755e-01  1.82475385e-01  3.30670946e-01
  -2.40010653e-01 -1.86846901e-01 -4.53529245e-01 -2.39516459e-01
  -4.14886512e-03]
 [ 5.80906149e-04 -6.42517929e-02  1.65100349e-01  4.24901998e-01
   1.83422260e-01 -4.89440616e-01 -2.49212087e-01 -3.90035130e-01
   1.54875870e-01 -2.38231892e-01 -1.95726777e-01 -4.25857506e-01
  -1.53971266e-02]
 [-1.42035537e-01  4.53801318e-01  1.24936772e-01  3.13789948e-01
   2.08683399e-01  6.11293918e-02 -4.52674498e-01  1.13766509e-01
   3.41013029e-01  1.33895327e-01  3.56076586e-01  3.59498850e-01
  -6.65323618e-02]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[0.09352876 0.16174136 0.25695202 0.16424933 0.28341099 0.40923913
  0.09043807 0.16359096 0.24600092 0.05148283 0.08848774 0.12655942
  0.01711783]
 [0.10096671 0.17777035 0.37841063 0.16045923 0.27489066 0.41242287
  0.0950884  0.16915006 0.2419128  0.04628796 0.07876103 0.1120699
  1.00000273]
 [0.09625599 0.16709079 0.36980747 0.16492667 0.27749541 0.3868631
  0.08714908 0.15902211 0.2609853  0.04646829 0.07863056 0.11159927
  1.0000337 ]
 [0.09359559 0.16257205 0.23069762 0.16679575 0.28662123 0.41001064
  0.08903929 0.16346708 0.2749725  0.05211133 0.09086163 0.17722141
  0.28320021]]",[-0.09598034  0.01866346 -0.15070049  0.38278029],4,0.03193490085308727,0.5728579847714681,0.6158687251695,0.01892484883028554,0.029931356181250205,2711.5182347937953
