iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap
83,"[[ 0.08334031 -0.66755882  0.20877127  0.30387044 -0.29963499 -0.18033467
   0.33539246  0.02005923 -0.41988658]
 [ 0.19001765  0.18989056  0.35058072  0.37102722 -0.11356703  0.60391175
   0.21092675  0.48869014 -0.07969827]
 [ 0.28014932 -0.08976116  0.35085398  0.23861583 -0.36848298 -0.2000627
  -0.16099953 -0.10450025 -0.72164903]
 [-0.15575936 -0.0432806  -0.12427649 -0.79274128 -0.47352889 -0.22151589
   0.13396205  0.06353844 -0.18628087]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.38197383e-01 1.28204232e-01 1.68754825e-01 4.89737937e-01
  6.49421608e-02 5.48173430e-02 1.30940305e-01 7.39746274e-02
  4.14163059e-01]
 [9.99999999e-01 3.15013038e-01 1.54541677e-01 2.57973838e-01
  6.91842970e-02 8.36649574e-01 1.67356509e-02 4.72661346e-02
  1.00000000e+00]
 [9.99999999e-01 3.39560466e-01 1.09583915e-01 3.02270255e-01
  9.11314075e-02 4.90318731e-02 1.16874428e-07 5.47553638e-02
  1.72868713e-01]
 [6.70220230e-12 6.08151927e-01 1.43907449e-01 2.11472267e-02
  7.65121319e-02 5.85569420e-02 5.75218116e-01 1.02554310e-01
  9.10118851e-01]]",[-0.031196    0.84406597  0.18638207 -0.19613596],4,0.19458785515737353,0.6496653759621006,0.6908415495353761,0.08856177031863444,0.16850553867983964
84,"[[ 0.23019858  0.13344314 -0.25808042 -0.58642873 -0.61917744  0.24733866
   0.02998057  0.06034296 -0.26381843]
 [ 0.14022975  0.04495335 -0.28558373 -0.87783093 -0.14243527  0.10080176
   0.13682041  0.23327858 -0.15027335]
 [ 0.08419634  0.26647352  0.11707342 -0.09246968  0.58666093  0.51549705
   0.09949915  0.51130377  0.13566923]
 [ 0.07480671 -0.11903515 -0.05370505  0.68632501  0.02589595  0.37719036
   0.36031757  0.47371819 -0.09553791]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.00000000e+00 5.59740713e-01 4.92895724e-11 7.09378161e-02
  6.85894860e-02 3.25766112e-01 3.84160471e-08 8.16411447e-02
  6.32521194e-01]
 [1.00000000e+00 6.74988973e-01 9.23272115e-12 1.62992870e-02
  1.29018814e-01 1.23139283e-01 2.97935828e-02 4.38380983e-01
  1.00000000e+00]
 [2.75382781e-01 6.24218384e-01 6.50818898e-02 1.52528323e-01
  8.76945542e-01 1.69156573e-01 1.23555766e-08 5.90659635e-02
  1.00000000e+00]
 [2.51210506e-01 1.60728943e-01 3.42097253e-02 6.69242991e-01
  8.91230627e-02 1.68742557e-01 9.93957365e-05 5.69757736e-01
  1.00000000e+00]]",[0.13945338 0.10636848 0.95057828 0.6974993 ],4,0.18833051034620646,0.6334478061347544,0.6751053891895786,0.08902494411120518,0.16658995992746584
85,"[[ 0.00555265 -0.53364397  0.38531467  0.12082517  0.1070841   0.14249771
   0.02812484 -0.14200121 -0.70668183]
 [ 0.19361212  0.05433336  0.36840851  0.43210787 -0.4632783  -0.12711707
   0.43405235  0.43179974 -0.17743228]
 [-0.16938522  0.62817746  0.12219601 -0.51967419  0.03455251 -0.33155284
  -0.11566322  0.3558601  -0.20142751]
 [ 0.0680112   0.5870035  -0.13510015 -0.59326343 -0.04139053  0.3028787
   0.0125848  -0.11223249 -0.41759386]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.42208464e-01 2.37029523e-01 2.32677189e-01 3.53466045e-01
  9.47531848e-02 9.11486802e-02 6.83521716e-03 5.20154368e-02
  1.36238699e-01]
 [1.00000000e+00 2.38594855e-01 3.44014284e-01 3.37044918e-01
  5.07450167e-02 1.29483726e-02 4.36496596e-01 2.50951780e-01
  1.00000000e+00]
 [4.27668094e-11 1.00000000e+00 2.39089361e-01 6.48226391e-03
  2.41853356e-01 5.90053531e-11 1.17413606e-08 3.46812405e-01
  1.00000000e+00]
 [3.96469467e-01 9.21319663e-01 2.18385162e-03 5.66066031e-02
  1.99643195e-01 1.90898150e-01 5.65426817e-07 5.09821554e-02
  6.08840210e-01]]",[-0.07311934  0.5741893   0.58437039  0.32349043],4,0.18310499203051125,0.6369931427858271,0.6785499309808077,0.08803043776788658,0.18561647760803324
86,"[[ 0.10121687 -0.29747024  0.26801957 -0.1867695  -0.25774     0.54043516
   0.07684541  0.65585323 -0.00071929]
 [ 0.21050554 -0.34259311 -0.18470627 -0.49057051 -0.14058634 -0.00427675
  -0.28093864 -0.62788298  0.26569754]
 [ 0.24851391 -0.67654066  0.08318357 -0.34051543 -0.2788928   0.27471242
  -0.12671631  0.40743306 -0.14952081]
 [-0.00943439  0.20550276  0.0286469  -0.5542875  -0.61774111  0.28668103
   0.21800092  0.33748863  0.15624102]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.38197379e-01 2.51788410e-01 2.39829856e-01 2.32651706e-01
  5.95782749e-02 2.53190431e-01 4.82845940e-08 7.67052416e-01
  1.00000000e+00]
 [1.00000000e+00 2.29333212e-01 5.20012486e-02 1.42560017e-01
  2.08035295e-02 4.46886982e-01 1.11579909e-08 7.56740989e-02
  1.00000000e+00]
 [1.00000000e+00 1.79877564e-01 2.21354322e-01 2.07451667e-01
  2.75614577e-02 2.11925455e-01 7.42631657e-08 6.04930892e-01
  1.00000000e+00]
 [4.50933954e-02 6.01376895e-01 2.34626936e-01 4.77620789e-02
  9.62369969e-02 3.04623228e-01 2.38775085e-02 5.74816147e-01
  1.00000000e+00]]",[0.6039904  0.265744   0.22207185 0.48672701],4,0.19504868112995488,0.656768988734421,0.6977176938445668,0.08796924405979979,0.16034466160866206
87,"[[-0.25619866 -0.07174812 -0.21241815 -0.83521657 -0.09131297  0.24705209
   0.18648471 -0.15710151 -0.24015837]
 [-0.04703261 -0.25041761 -0.52144711 -0.14526668 -0.38604685 -0.56398326
  -0.11294407 -0.37612286  0.14399794]
 [-0.20382388  0.42005381  0.55936511 -0.28320425 -0.15031136  0.37066828
   0.35649695  0.31900996 -0.00841079]
 [ 0.0649358  -0.63482934  0.02937114  0.09005655  0.31843718  0.22912337
   0.028079   -0.6409556  -0.13524032]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[8.83477618e-11 6.41659456e-01 3.30752076e-02 4.77497805e-02
  1.04367088e-01 3.34518969e-01 1.65324188e-01 6.41173614e-02
  6.69606634e-01]
 [1.01033607e-01 1.92648184e-01 3.28605751e-10 5.75215585e-01
  7.14573576e-02 5.81556504e-03 4.07032204e-07 5.09232397e-02
  1.00000000e+00]
 [2.90991025e-11 5.25994928e-01 9.04641247e-01 4.46179271e-02
  1.24769963e-01 3.32082007e-01 2.70214009e-02 4.08311804e-02
  1.00000000e+00]
 [1.00000000e+00 1.34892893e-01 7.30082479e-02 4.59262946e-01
  4.62804986e-01 2.87802189e-01 2.09799256e-08 3.99062867e-02
  1.00000000e+00]]",[-0.15988564 -0.0425753   0.83292067  0.07530385],4,0.19551183272317918,0.6445945328855986,0.6859268518900423,0.08794210594783135,0.1709917371641465
88,"[[ 0.09383702  0.57270204  0.44360281  0.39102933  0.22969708  0.27662169
   0.35652267  0.19196526 -0.1424086 ]
 [-0.04656294  0.14512835  0.21667243  0.02242641 -0.24636647  0.54363447
  -0.08893188  0.56733888 -0.49325715]
 [ 0.13183575  0.08643826  0.20906298 -0.28369499 -0.67654304 -0.46275337
  -0.07681959 -0.21310556 -0.35747893]
 [ 0.12813908 -0.04593264 -0.12899787  0.55944554  0.51593555  0.23604911
  -0.09529736  0.43519685  0.36257998]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[5.66520747e-01 8.34283879e-01 3.96009418e-01 1.04219114e-01
  1.81818886e-01 1.02196884e-01 3.09077077e-01 4.02523461e-02
  1.00000000e+00]
 [1.55386481e-09 4.41853030e-01 1.41982033e-01 2.05305013e-01
  9.35201966e-02 2.57383207e-01 9.68764323e-08 8.33425873e-01
  1.00000000e+00]
 [1.00000000e+00 4.25282959e-01 3.10354176e-01 1.41504998e-01
  1.08957756e-01 2.72090908e-02 2.38232915e-07 6.88123088e-02
  2.88240307e-01]
 [9.99999990e-01 2.46280300e-01 2.15125154e-10 5.24915518e-01
  6.41797194e-01 5.92004952e-02 2.48730494e-08 5.62998832e-02
  1.00000000e+00]]",[ 0.79292491  0.19595313 -0.01067407  1.14267015],4,0.18088357216340767,0.6669261366663226,0.7075316276133164,0.08785925813432306,0.1759831653652264
89,"[[ 0.05005413  0.2108218  -0.13521104 -0.49524456 -0.6052797   0.05044008
   0.32329551  0.28490673 -0.36728736]
 [ 0.02222067 -0.66939634  0.5586775   0.18950268 -0.09404173 -0.05631952
  -0.04331496  0.43448274  0.02675411]
 [ 0.17989327  0.27206773  0.43386912 -0.02277518  0.34813505  0.35191226
   0.05610304 -0.42117121 -0.52847276]
 [ 0.10076537  0.39672168 -0.01577389  0.78423892 -0.19086328  0.11989559
  -0.09682518  0.33913324  0.20491103]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.35433843e-01 6.08683068e-01 3.94836772e-03 1.28332656e-01
  9.04501223e-02 3.86163090e-02 5.93817751e-01 5.94814580e-02
  6.52572602e-01]
 [2.42208464e-01 9.89102945e-02 9.54411869e-01 3.35346948e-01
  7.90299966e-02 1.90341066e-02 7.86732945e-09 2.19969314e-01
  1.00000000e+00]
 [1.00000000e+00 5.13279367e-01 3.45898604e-01 1.00819768e-01
  1.56802403e-01 1.39918755e-01 4.60788640e-08 4.54059570e-02
  3.84617795e-01]
 [2.89792099e-01 2.64427544e-01 1.03299818e-10 9.42886426e-01
  8.16405373e-02 5.97748404e-02 1.47330689e-08 5.46079874e-02
  1.00000000e+00]]",[-0.0025326   0.6497523   0.34876239  1.08856835],4,0.18198501619387608,0.6598149960606976,0.7006630110085532,0.08717189466996166,0.17043403437948357
90,"[[ 2.52845114e-03 -5.51531447e-01  1.16524906e-01 -2.60858978e-01
  -2.26382493e-01  3.39289453e-01  4.47877848e-01 -2.34260828e-01
  -4.38568287e-01]
 [ 5.63908148e-02 -8.96080788e-02 -2.27164862e-01  2.59947890e-01
   4.74291442e-01 -1.99369840e-04  6.28756481e-01  2.15471493e-01
  -4.50442671e-01]
 [ 4.97025162e-02 -6.47221049e-01 -2.31245487e-01 -3.00833455e-01
   3.42330218e-02  3.40262300e-01  3.18688274e-01  4.57872050e-01
  -8.06223770e-02]
 [-1.58092170e-01 -4.51258214e-01 -2.11036152e-01 -5.96514891e-01
   3.87418023e-02 -4.82780256e-01 -9.37009644e-02 -9.02201078e-02
   3.45701283e-01]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.55697725e-01 2.18893486e-01 1.48888078e-01 2.64665640e-01
  1.78478311e-02 1.88894312e-01 3.90890455e-01 6.71011349e-02
  5.37825679e-01]
 [1.68905768e-01 3.73736703e-01 9.85134065e-11 3.10921202e-01
  1.67027928e-01 6.89290448e-03 9.09951334e-01 4.60677817e-02
  1.00000000e+00]
 [3.49985359e-01 2.09332723e-01 3.91470350e-02 2.91889182e-01
  6.25016808e-02 2.06102289e-01 1.37230248e-02 8.10229604e-01
  1.00000000e+00]
 [2.06711977e-11 3.85121500e-01 6.81998541e-02 1.27827182e-01
  5.79947633e-01 7.20417461e-02 1.10645855e-08 1.20344855e-01
  1.00000000e+00]]",[-0.18824323  0.26769818  0.15204894  0.05809895],4,0.17916698041467458,0.6770942739175763,0.7173345722649421,0.08662534525022947,0.1690593365425883
91,"[[ 0.16472456 -0.08742053 -0.45239147  0.40503134 -0.13950664  0.28651473
   0.49098453  0.49887432 -0.07085788]
 [-0.1099431   0.26035211  0.10543546  0.00861684  0.61588067  0.53878711
   0.46539112 -0.10940221  0.10382733]
 [-0.15494209  0.13050508  0.34247289  0.39768356 -0.1934905   0.50573944
   0.38756569 -0.02917477 -0.48913412]
 [ 0.22125211 -0.6057145  -0.40536007  0.04762522 -0.11735395  0.28464468
   0.1957445  -0.50810323  0.16215166]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.00000000e+00 2.77947095e-01 3.22292085e-11 3.87020732e-01
  5.13573868e-02 6.11296829e-02 3.50775915e-01 4.83699620e-01
  1.00000000e+00]
 [1.17975911e-12 5.78944369e-01 5.81228781e-02 1.92205893e-01
  8.86537902e-01 1.80853128e-01 5.41132181e-02 4.45125835e-02
  1.00000000e+00]
 [6.90545197e-11 2.98409139e-01 1.73622817e-01 3.67092021e-01
  6.85261376e-02 3.22867707e-01 2.31916056e-02 4.27114635e-02
  3.01013513e-01]
 [9.99999999e-01 1.24311680e-01 1.40655603e-10 4.48586587e-01
  2.37479272e-02 6.74878739e-01 1.64851412e-06 4.68989550e-02
  1.00000000e+00]]",[0.65020466 0.92609806 0.25492545 0.49495496],4,0.17594591072408616,0.6791292461480838,0.719293816441317,0.08693372465443307,0.1704287726336663
92,"[[ 0.15799053 -0.33603442  0.09278837 -0.57661383  0.5203241   0.24963407
   0.39644679 -0.17503625  0.01282903]
 [-0.01638891 -0.57098187 -0.36874643 -0.67695838 -0.01804995 -0.0063741
   0.09177158  0.05731735  0.25959738]
 [ 0.10103027  0.40193135 -0.03610183  0.49725955 -0.52088228  0.0474284
   0.3461616   0.19408815 -0.38549684]
 [ 0.05920201 -0.44866093  0.35788414  0.23657388 -0.20401106  0.17731115
   0.69635888 -0.20584897 -0.10392779]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999994e-01 3.64788586e-01 2.97543573e-01 1.08976845e-01
  7.01936607e-01 1.21911242e-01 4.50652857e-02 5.05397079e-02
  1.00000000e+00]
 [9.38965577e-01 2.05352111e-01 5.53707374e-10 1.66142683e-01
  6.47675386e-02 1.93761319e-01 3.95594617e-01 1.17549560e-01
  1.00000000e+00]
 [3.38197384e-01 4.12641420e-01 2.31142031e-05 3.86727744e-01
  9.22799204e-02 1.72251175e-02 2.79323004e-01 4.64194102e-02
  2.99590935e-01]
 [2.42208465e-01 2.59690769e-01 3.21663146e-01 2.88494766e-01
  3.53240861e-02 4.41377090e-02 8.09835906e-01 5.03750486e-02
  1.00000000e+00]]",[0.41769651 0.05512261 0.33528391 0.53145318],4,0.2009728411556555,0.6684506496313194,0.7090027769203114,0.08707922836535856,0.16533034614659728
93,"[[-0.04132347 -0.59076602 -0.06050001 -0.62640539  0.09539039 -0.34229356
   0.25051918 -0.15857483  0.1976711 ]
 [-0.26995537 -0.53813061 -0.01200611  0.54035335 -0.44877337  0.15368845
   0.09497492  0.29046391  0.16433641]
 [-0.11382164 -0.38322546 -0.51229003 -0.1142776   0.49833528  0.04644657
   0.37184566  0.41372921 -0.06889159]
 [ 0.04108488  0.28236979  0.43010916 -0.07213526  0.43272583 -0.14809
  -0.11480633  0.70164797  0.11708667]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.30172614e-01 3.10974231e-01 2.57252496e-01 1.47401602e-01
  1.28749221e-01 3.36533631e-02 7.96779018e-01 5.94899585e-02
  1.00000000e+00]
 [6.88650301e-11 6.74153281e-02 5.34140539e-02 8.69315313e-01
  4.31579199e-02 1.76491178e-01 4.37246823e-08 1.26198448e-01
  1.00000000e+00]
 [4.14382987e-10 3.44516947e-01 8.81780095e-11 3.00144379e-01
  8.03827222e-01 5.19125930e-02 1.55411816e-01 9.10583410e-02
  1.00000000e+00]
 [2.42208464e-01 5.58873159e-01 2.72092973e-01 1.55695028e-01
  1.53641978e-01 5.76502972e-03 1.68093844e-08 8.79452690e-01
  1.00000000e+00]]",[0.08748655 0.64156693 0.2632303  1.07334255],4,0.18487432932075412,0.681673600343742,0.721742232767272,0.08645083075630203,0.1686847095452081
94,"[[-0.01453951  0.08054981 -0.09740328 -0.73934364  0.28914479 -0.20956
   0.31595349 -0.2782201  -0.36391041]
 [ 0.192225    0.48750449  0.19190805 -0.08392433  0.54233652 -0.15434201
   0.47901183 -0.11281936 -0.34840498]
 [ 0.13821968 -0.25665128 -0.04525881  0.5535098   0.12037443  0.53993571
  -0.19289718  0.21139065 -0.46764097]
 [ 0.14938765  0.51653873  0.09591368 -0.19647551 -0.63842036 -0.32034831
  -0.15214249  0.27074235 -0.2375219 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.85726235e-02 6.74065050e-01 7.85212674e-02 1.23402266e-01
  1.64935361e-01 2.70946949e-03 4.84402739e-01 4.84741669e-02
  5.46855832e-01]
 [9.99999984e-01 6.85930166e-01 7.00745634e-02 1.07675074e-01
  4.04191007e-01 1.40403162e-09 4.73121060e-01 4.52672325e-02
  9.99999996e-01]
 [9.99999999e-01 1.45424969e-01 3.41265298e-02 5.36941115e-01
  6.94352343e-02 4.72281833e-01 1.22948929e-07 3.70492420e-02
  7.77755040e-01]
 [9.99999999e-01 9.99999997e-01 2.05102251e-01 6.73267533e-02
  9.69065967e-02 5.33521282e-03 4.44608693e-08 1.05063041e-01
  1.00000000e+00]]",[-0.05834417  0.62335647  0.30403559  0.39971726],4,0.1762793283041933,0.6832005555713663,0.7232109398597121,0.08560118562406709,0.17230405675351224
95,"[[ 0.11835981  0.09332722  0.32785052  0.59366721  0.3266246  -0.14834404
   0.45829709 -0.35973728 -0.22185028]
 [ 0.07088071  0.35297506  0.54089587  0.56232482  0.3747354  -0.08079243
   0.04816352 -0.32631611 -0.07649194]
 [ 0.12658166 -0.17965269 -0.10464525  0.10457222  0.74448322  0.27661769
  -0.17063624 -0.46874595  0.22406231]
 [ 0.12385502 -0.18873361  0.13260217 -0.19941515  0.39861211  0.38397542
   0.46090338 -0.55563587 -0.2533731 ]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999993e-01 2.07410378e-01 1.46273518e-01 5.93962293e-01
  1.31427223e-01 8.50316951e-10 4.28346305e-01 4.48882999e-02
  1.00000000e+00]
 [1.95132534e-01 2.42752681e-01 9.99999999e-01 4.21993432e-01
  1.27992534e-01 2.09358145e-03 5.72827048e-08 4.48882997e-02
  1.00000000e+00]
 [3.98249649e-01 3.78783081e-01 3.61299645e-02 3.08068646e-01
  9.56463562e-01 7.40459803e-02 6.24976025e-08 4.55475920e-02
  1.00000000e+00]
 [9.99999997e-01 3.54481547e-01 1.63626413e-01 1.65698315e-01
  1.49995281e-01 2.00509888e-01 6.59093656e-01 4.22146758e-02
  1.00000000e+00]]",[0.53952758 0.8343645  0.94606184 0.20933711],4,0.19545967145864263,0.6979746199960114,0.7373949448234963,0.08517251468127199,0.16575939078157342
96,"[[-0.19045721 -0.50768283 -0.1264734  -0.77145219  0.14464996  0.03830756
   0.1586552   0.17341686 -0.13120306]
 [ 0.27251495 -0.5220706  -0.29912433  0.4087785  -0.47036118  0.1100583
  -0.03101253  0.27818307 -0.29138051]
 [-0.25067794 -0.81377243  0.16424444 -0.22188341 -0.12562236  0.28351101
  -0.03397085  0.17957052 -0.26299706]
 [ 0.07822184 -0.17792431 -0.03840272 -0.79900593 -0.17472725  0.38858922
   0.27057848 -0.22202067  0.13528471]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.61183373e-10 3.00617396e-01 2.82496299e-01 8.19664028e-02
  1.24554308e-01 1.23777385e-01 5.54119614e-01 1.17751042e-01
  1.00000000e+00]
 [9.99999999e-01 9.42162206e-02 2.42301181e-02 6.34708830e-01
  3.24271676e-02 1.37193839e-01 3.08731980e-07 7.71450210e-02
  6.99032833e-01]
 [2.96491039e-10 8.10733191e-02 5.91842309e-01 2.96666341e-01
  2.52536196e-02 4.42656188e-01 1.25640841e-07 7.88959804e-02
  9.15751754e-01]
 [9.99999998e-01 3.66858802e-01 3.78239717e-01 4.80683943e-02
  6.26981066e-02 6.80169528e-01 1.13648788e-02 4.95687393e-02
  1.00000000e+00]]",[-0.25169042  0.29315766 -0.13894091  0.34072236],4,0.188179846677918,0.7107311124577671,0.7496023057611629,0.08452141292974219,0.1673867102945137
97,"[[ 0.03975631 -0.75266041 -0.1045423   0.10721809 -0.24319132 -0.44010744
   0.18987227  0.2620579  -0.22789149]
 [ 0.06880007 -0.07785773  0.69403004  0.08877151 -0.28319643 -0.13571222
   0.5844333   0.1554299  -0.18790393]
 [-0.13729988 -0.02334064  0.10594456 -0.23014156 -0.56970134 -0.26121369
  -0.37095908 -0.60826469  0.12659304]
 [ 0.08853368 -0.00262425 -0.03700441 -0.51494494  0.41473286 -0.01987451
   0.1180096  -0.64554982 -0.35008299]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.38197383e-01 1.07386815e-01 4.81453333e-02 5.42494438e-01
  5.46391714e-02 5.67547093e-02 1.05401295e-01 6.04476841e-01
  9.99999999e-01]
 [2.63916259e-01 2.55604103e-01 8.79238115e-01 2.07226972e-01
  8.44088716e-02 3.45578347e-04 4.40386321e-01 5.35371639e-02
  1.00000000e+00]
 [1.24054138e-10 4.18473333e-01 9.54411869e-01 1.07639447e-01
  8.81696442e-02 4.75653132e-03 1.64639627e-08 4.48882993e-02
  1.00000000e+00]
 [9.99999996e-01 5.45900098e-01 7.89186229e-02 1.43171782e-01
  3.14762624e-01 7.16637335e-02 1.45303899e-02 4.56697600e-02
  3.72100036e-01]]",[-0.10198504  0.6807128   0.11439123 -0.01845998],4,0.18574356968265915,0.7035851187279702,0.7427685415284135,0.08480852532419135,0.15672381619100084
98,"[[-0.01154926 -0.25094245  0.2491409  -0.32743489 -0.54084132 -0.3000132
   0.23711587  0.57271623 -0.0294048 ]
 [ 0.15370946  0.3118416   0.54957187 -0.40442952  0.31152871 -0.40621705
   0.16805415  0.28820276 -0.20042522]
 [ 0.08851891 -0.23879502 -0.15970532  0.27716356  0.24209138  0.49758388
   0.35667056  0.17029609 -0.60860768]
 [ 0.0468908   0.13687014  0.01986937  0.40704718 -0.76808032 -0.07159546
   0.07373078  0.46094837 -0.00164547]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.42208464e-01 3.32916819e-01 2.93246986e-01 1.91771339e-01
  7.76455497e-02 5.78981350e-02 1.67445735e-02 8.63020041e-01
  1.00000000e+00]
 [9.99999993e-01 4.61715282e-01 9.14806014e-01 4.01617939e-02
  1.64893697e-01 6.09993326e-10 1.61213244e-02 6.65609501e-02
  1.00000000e+00]
 [2.75382818e-01 2.71215783e-01 3.18259811e-02 4.05393400e-01
  1.03707903e-01 1.57035676e-01 2.05986848e-02 5.14353607e-02
  1.12451312e-01]
 [2.74046941e-01 3.16271600e-01 3.33718499e-02 4.16464262e-01
  7.50745813e-02 4.73915502e-02 1.18383839e-07 9.27854234e-01
  1.00000000e+00]]",[0.33339396 0.65703674 0.11780177 0.59131321],4,0.16714066384597503,0.7173721706066454,0.7559424515792885,0.08397554355310408,0.1743099474610893
99,"[[-0.01389507 -0.81789129  0.10886582 -0.37972873 -0.14337996  0.14718936
   0.21823705  0.28210285 -0.07336986]
 [-0.35956966 -0.11418025 -0.20846936  0.09460862  0.51078644 -0.30550412
  -0.24719679  0.61550129  0.10525506]
 [-0.29387639  0.08181147  0.29071627  0.13423519 -0.46081323  0.07964483
   0.54648706  0.52660941  0.09874619]
 [ 0.16620237 -0.07178093  0.3342451  -0.46474204 -0.73001418  0.07490336
   0.02479857  0.31355617  0.04533949]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.19290397e-01 1.17884076e-01 3.65893312e-01 2.00806543e-01
  1.03767257e-02 2.34661935e-01 1.04157706e-01 4.23955447e-01
  1.00000000e+00]
 [3.17641612e-11 3.90050321e-01 3.18252774e-02 3.50411226e-01
  2.28367171e-01 1.71785892e-02 1.00505199e-08 9.10499815e-01
  1.00000000e+00]
 [3.05982529e-10 3.98492883e-01 1.15601677e-01 2.45146047e-01
  5.31622432e-02 4.50639716e-02 6.70381561e-01 4.04382949e-01
  1.00000000e+00]
 [1.00000000e+00 2.75452603e-01 8.54267329e-01 8.59500786e-02
  5.95582467e-02 1.49699240e-01 1.16173017e-08 1.73306639e-01
  1.00000000e+00]]",[-0.03525948  0.75904887  0.75625996  0.45943565],4,0.1738029846685591,0.7245301412531162,0.7627642392202533,0.08381766973095653,0.16296140094510203
100,"[[-0.21389191 -0.8579116   0.13307336 -0.0106696  -0.17998433 -0.18777185
   0.3112214  -0.13733238 -0.13055274]
 [ 0.06136331 -0.7125758   0.21082089  0.3961177  -0.24237864  0.06768656
   0.31740708  0.26246847 -0.23270104]
 [-0.27138485 -0.60744807  0.08708091 -0.05407992 -0.57444261 -0.25580829
   0.12006901 -0.35403756  0.10801865]
 [-0.07041066  0.38163254  0.39749076  0.41822519 -0.60857619 -0.12625538
   0.02515224  0.25732275 -0.25166386]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[4.50914404e-10 1.17138687e-01 5.71071245e-01 3.75880816e-01
  5.10157421e-02 4.39914972e-02 4.54707874e-01 6.89859153e-02
  1.00000000e+00]
 [3.38197383e-01 8.38857498e-02 2.49181066e-01 6.53476450e-01
  4.41434057e-02 5.72896877e-02 3.22000182e-01 9.88761016e-02
  1.00000000e+00]
 [2.45405304e-09 9.77746816e-02 7.78787001e-01 3.47874602e-01
  5.17766474e-02 4.10711198e-02 2.84270196e-01 6.76793652e-02
  1.00000000e+00]
 [8.91486248e-11 3.29032178e-01 9.54411869e-01 3.83753842e-01
  7.42091297e-02 2.90913338e-03 2.02740151e-08 7.07206047e-02
  9.99999999e-01]]",[-0.04446509  0.1609984   0.06755202  0.38643977],4,0.16757432561436136,0.7235071831620552,0.7617900889732443,0.0833237222279009,0.17713052365132187
101,"[[ 0.1116996  -0.3601728  -0.09522613  0.50862486  0.4725116   0.06568195
   0.20761663  0.40506979 -0.39403548]
 [ 0.06630984 -0.39659147  0.45969404  0.18729669  0.25241331  0.43123854
   0.23125102  0.52511999  0.11407166]
 [ 0.12621183 -0.15435156 -0.26286433 -0.06645585  0.45406079  0.36652109
   0.51864218  0.46623721 -0.24465562]
 [-0.22030006  0.64463874 -0.01278529 -0.03876939  0.56342683  0.4228796
   0.053541   -0.03746902 -0.18356127]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[8.69345942e-01 1.83607909e-01 3.48088729e-02 5.94075547e-01
  1.48838947e-01 1.26134100e-02 4.00426066e-08 7.05869237e-02
  4.57250617e-01]
 [3.23929747e-01 1.47359873e-01 7.59995297e-01 3.00076108e-01
  8.45114483e-02 1.81291747e-01 4.49138090e-03 3.90441216e-01
  1.00000000e+00]
 [1.00000000e+00 3.91640694e-01 1.22971161e-11 1.98302413e-01
  1.77822113e-01 1.06851506e-01 6.40371581e-01 1.80755255e-01
  1.00000000e+00]
 [2.50229116e-10 9.17991052e-01 1.42174751e-02 1.03674049e-01
  6.25868128e-01 2.18646416e-01 1.00450250e-07 4.81463799e-02
  1.00000000e+00]]",[0.24939817 0.78825722 0.34423142 0.84729818],4,0.1774407268100166,0.7393780887761365,0.7768743630621384,0.08299426576822304,0.17758656719482524
