iteration,batch_directions,batch_sources,batch_points,batch_support_values,batch_size_applied,best_gap,ci_lower,ci_upper,mean_gap,max_gap
45,"[[ 0.06538431 -0.68428678 -0.0368565   0.62535627 -0.07799847  0.30708318
   0.13470381 -0.03290392 -0.12424172]
 [ 0.01400781 -0.78332115  0.07519067  0.04666873 -0.26751417  0.3348138
   0.21444563 -0.14347809 -0.35797088]
 [ 0.25561104  0.03027751 -0.24928983 -0.56647507 -0.44921003 -0.49524356
  -0.01241503  0.19256955 -0.25770885]
 [ 0.31330438 -0.32073931  0.11316449 -0.64545488 -0.46104925  0.0369766
   0.3596137  -0.15230965 -0.05562855]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.28087887e-01 6.64539867e-02 4.21565049e-02 8.68038514e-01
  5.10667831e-02 3.05870413e-01 1.82272393e-08 5.12259406e-02
  1.00000000e+00]
 [2.42208465e-01 1.08338542e-01 1.40051776e-01 4.25024526e-01
  2.13746204e-02 3.44142559e-01 3.79031165e-08 6.79389872e-02
  4.60128448e-01]
 [9.99999999e-01 5.80508583e-01 5.90597644e-10 1.24098573e-01
  1.34684995e-01 1.93400296e-02 1.88458987e-07 1.02440024e-01
  3.25207446e-01]
 [1.00000000e+00 3.25257804e-01 3.10618640e-01 9.80694413e-02
  2.74720284e-02 7.49101731e-02 7.01014465e-01 6.44640130e-02
  1.00000000e+00]]",[ 0.47473664 -0.11605979  0.06872676  0.35758435],4,0.26626642593458494,0.29443028916877473,0.3351061629071842,0.11926234322732723,0.2477125550491854
46,"[[-0.01729944 -0.02160452  0.3048193   0.56030451  0.46554674  0.02015254
   0.4002307   0.44850665  0.11787833]
 [ 0.12374905  0.51108168  0.24980707 -0.41888238  0.4348221   0.36193635
   0.21228999 -0.34707853 -0.00411445]
 [ 0.23604857 -0.30985266  0.37460302 -0.17811071  0.59800563 -0.2246925
   0.17100677 -0.40380914 -0.27535243]
 [-0.34990243 -0.42599871  0.25702053  0.58446835  0.33930672  0.05199731
   0.01711773 -0.37364642  0.17519461]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.02663230e-09 2.37770202e-01 8.77597601e-02 5.95079479e-01
  1.71688235e-01 4.33520830e-03 6.63950606e-02 6.66470299e-01
  1.00000000e+00]
 [9.99999961e-01 8.66646179e-01 2.32929280e-01 4.54615643e-03
  4.21881274e-01 1.78100825e-01 1.13201222e-03 4.45125815e-02
  1.00000000e+00]
 [1.00000000e+00 3.07144323e-01 5.39568567e-01 1.72511217e-01
  5.99105951e-01 4.45248470e-02 9.79998050e-03 5.32253987e-02
  1.00000000e+00]
 [5.49878791e-11 1.21853783e-01 7.15526853e-02 9.78215280e-01
  1.40705215e-01 2.34577809e-02 3.42407826e-08 4.48882995e-02
  1.00000000e+00]]",[0.87842397 0.85154008 0.36537187 0.74560105],4,0.2552555066121296,0.2949208367644968,0.3356141693991198,0.11745834137613724,0.2265579211814901
47,"[[ 0.10722221  0.06927622  0.01359479 -0.44470472  0.07110919  0.40502263
   0.52599489  0.5812188   0.04659756]
 [ 0.1442714   0.06862402  0.02565626 -0.17984728  0.08210813  0.59181183
   0.53192443  0.1019309  -0.53958941]
 [ 0.09697258  0.3075989   0.27531471  0.48931679  0.3477614   0.24537541
  -0.16570915  0.46664542 -0.39291929]
 [-0.11657751 -0.47416138 -0.06941042 -0.64461222 -0.11252367 -0.47119626
  -0.15978598 -0.2694422  -0.09175945]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[4.17759971e-01 4.85410725e-01 8.42604915e-02 1.63449028e-01
  8.96844826e-02 9.78716539e-02 3.74979662e-01 6.20084761e-01
  1.00000000e+00]
 [9.99999988e-01 4.00798050e-01 6.38385355e-02 1.93079311e-01
  8.20535034e-02 2.52418324e-01 1.60094978e-01 4.85553575e-02
  4.20495777e-01]
 [3.38197380e-01 4.92833075e-01 7.27405297e-02 3.12881135e-01
  1.65625851e-01 5.30821634e-02 2.81779250e-08 9.16716275e-01
  1.00000000e+00]
 [5.41857805e-11 3.25229905e-01 3.07843220e-01 1.24440496e-01
  1.73707839e-01 6.12487616e-02 1.23764706e-08 1.08082422e-01
  4.43042005e-01]]",[ 0.65713701  0.1580229   0.46300081 -0.37397654],4,0.2512350987869034,0.3145647615976655,0.35591240769665866,0.11603033632481134,0.22850788281069281
48,"[[ 0.1322406  -0.40966154  0.46213946  0.62598748  0.00608717  0.07740749
   0.44992631 -0.02746829  0.00628314]
 [-0.05156117 -0.30305908 -0.07714892 -0.56044356  0.42962654  0.36094093
   0.39562646  0.33281525 -0.0574812 ]
 [-0.32066962  0.32131458  0.52869581  0.21454562 -0.38316485  0.29041715
   0.34405062 -0.05628468 -0.3401215 ]
 [-0.34504679 -0.29408292 -0.14154132 -0.60949987 -0.08836267 -0.03792728
  -0.03504147 -0.58216313  0.23139937]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[6.32566329e-01 1.12862507e-01 8.40309961e-01 4.22038936e-01
  6.87188070e-02 3.27251559e-02 1.49068967e-01 4.69589078e-02
  1.00000000e+00]
 [1.67099808e-11 4.18188461e-01 8.29650331e-02 1.63938979e-01
  4.23429203e-01 1.88420968e-01 5.26459661e-01 6.34760571e-02
  1.00000000e+00]
 [1.62394573e-10 3.42234575e-01 9.54411866e-01 1.71533821e-01
  9.28258627e-02 2.34063881e-01 1.90551038e-01 3.99988664e-02
  9.99999990e-01]
 [5.18161357e-11 3.41259208e-01 3.78412862e-01 1.43144765e-02
  9.74843061e-02 3.78777964e-01 2.21535736e-07 7.46432102e-02
  1.00000000e+00]]",[0.76496179 0.19683621 0.40695529 0.00232061],4,0.23541155262464575,0.31800678281132827,0.3594602649618224,0.11531281386338654,0.23235543148461743
49,"[[-0.10223308 -0.6161542   0.20094038  0.2076277   0.30391576  0.22175509
   0.41530138  0.30187595 -0.34824082]
 [ 0.14117097  0.50706351  0.33310993 -0.30444619  0.37286636 -0.37812349
  -0.12913259  0.33801994 -0.32614145]
 [-0.19873451 -0.3211322  -0.27224229 -0.6748366  -0.31083715  0.12014601
  -0.4393568  -0.08535999 -0.12838562]
 [ 0.08692524  0.11427704 -0.24416232  0.31159692  0.31137375  0.3088307
   0.34136857 -0.63912153 -0.32455822]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.94801981e-10 1.40770954e-01 2.77780928e-01 4.58781909e-01
  7.84263165e-02 7.49947776e-02 2.92868156e-01 6.26755176e-02
  5.98781032e-01]
 [1.00000000e+00 9.09135294e-01 2.66725047e-01 4.44327163e-03
  3.04633692e-01 2.11263328e-10 4.87510955e-08 8.46977621e-02
  8.94638362e-01]
 [5.56968551e-12 3.77535675e-01 1.66547831e-03 1.26137535e-01
  3.05891383e-02 4.67487520e-01 7.70245116e-10 1.16403070e-01
  7.71248001e-01]
 [9.99999874e-01 3.93344762e-01 3.89941813e-10 3.43026950e-01
  2.09912427e-01 2.43539080e-01 1.68886667e-01 2.95432844e-02
  5.94191401e-01]]",[ 0.03683087  0.54009486 -0.2691093   0.22525636],4,0.2537923294235158,0.32145006901919226,0.363006857214173,0.11474226965746756,0.23612467145332078
50,"[[-0.15956794 -0.25060914 -0.27271658 -0.61690543 -0.2741314  -0.29311096
   0.27865207 -0.32905908 -0.33135717]
 [-0.20208954  0.36505866 -0.34180442 -0.53594292 -0.5464427  -0.27278666
  -0.03160641 -0.07977211 -0.20359809]
 [ 0.27739114 -0.52174711 -0.35048091  0.12025287  0.12638047  0.36140154
   0.19381744  0.40470992 -0.40693744]
 [ 0.11239137  0.05741665  0.23291637  0.54503561  0.4111729   0.45762942
   0.36831273 -0.23872167  0.24824888]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[3.12857215e-09 4.87919626e-01 3.57183934e-02 1.81998623e-01
  7.84851438e-02 2.46656175e-02 6.18770719e-01 5.64212779e-02
  5.91549013e-01]
 [2.01515001e-10 9.99999997e-01 1.53465009e-10 7.72223436e-02
  1.10286132e-01 3.38043621e-02 1.25166201e-03 1.04339092e-01
  7.69137512e-01]
 [9.99999999e-01 1.55721279e-01 2.96739206e-10 3.92523760e-01
  6.73958420e-02 2.33568117e-01 2.07428506e-07 7.54866184e-02
  4.35958481e-01]
 [4.59284083e-01 2.53102488e-01 4.98711578e-02 5.24882455e-01
  1.54977702e-01 7.45182165e-01 1.69454238e-02 2.06991102e-02
  1.00000000e+00]]",[-0.31519727  0.08922762  0.18941791  1.01813599],4,0.2430969016760658,0.32538679017169986,0.36705856856573055,0.11433731982282061,0.21735665997996778
51,"[[-0.15494721  0.40599011  0.41261404 -0.27815168  0.34965331 -0.08619576
   0.33369081  0.40256373 -0.40056265]
 [-0.29392309  0.27953734  0.4016415  -0.16726874  0.35754483  0.14058573
   0.35308438  0.44389432 -0.42054723]
 [ 0.11584436  0.68626821 -0.06668465  0.22634582  0.4609885   0.15613759
   0.41436205 -0.22629274  0.01196252]
 [-0.2945568   0.40743963  0.34830613 -0.33837937 -0.60299225 -0.2115674
  -0.14545284  0.21915526 -0.18402582]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[6.74983656e-11 7.44550111e-01 3.45095816e-01 6.60580443e-02
  1.98336107e-01 3.45578654e-04 9.55058435e-02 7.06123157e-02
  4.48683161e-01]
 [9.07052896e-11 6.36964718e-01 3.86414858e-01 8.24036894e-02
  1.75278107e-01 5.06334682e-02 5.94117638e-02 6.97322939e-02
  3.44276035e-01]
 [8.49985896e-01 9.41717328e-01 2.55657274e-11 1.21092506e-01
  2.03096838e-01 3.98006376e-02 4.19465576e-01 4.49983640e-02
  1.00000000e+00]
 [2.09074301e-10 8.58871598e-01 6.20565235e-01 4.73735514e-02
  9.90959155e-02 1.74762143e-02 7.37442745e-08 9.25704224e-02
  1.00000000e+00]]",[0.37618596 0.29640703 1.04757553 0.32286477],4,0.25479040295120986,0.36237100371885234,0.40496590877707356,0.11165302041705122,0.23644346381061954
52,"[[ 0.10492691 -0.36633668  0.09385133 -0.00084857  0.50373565  0.4462971
  -0.03525145  0.45574356 -0.42907275]
 [ 0.02310949  0.00773719  0.33048156 -0.3439355   0.65554681  0.19070974
  -0.05489106  0.52314474 -0.17056122]
 [ 0.08273045  0.4802777   0.48558391  0.40361132 -0.28896934  0.0297942
   0.52127813  0.0448159  -0.07526517]
 [ 0.0037283   0.37766667  0.56923787 -0.18735217  0.41083187  0.14474112
  -0.24481369  0.46139138  0.18887252]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999924e-01 2.52912981e-01 1.09876476e-01 2.48652206e-01
  1.45029363e-01 2.48513691e-01 2.62463139e-07 6.27649220e-02
  3.50186305e-01]
 [2.51343339e-01 5.08506500e-01 3.03404569e-01 1.10088076e-01
  8.82258034e-01 5.83349288e-02 9.25724215e-09 6.21752588e-02
  1.00000000e+00]
 [1.79091135e-01 4.95769295e-01 5.12574443e-01 1.12715350e-01
  9.26651086e-02 1.58169423e-08 7.45187942e-01 4.49763539e-02
  9.99999999e-01]
 [6.11874464e-10 5.40411830e-01 8.76855191e-01 7.07402654e-02
  2.37112643e-01 7.63575562e-02 1.56102210e-08 1.72555130e-01
  1.00000000e+00]]",[0.08469335 0.52360116 0.83573761 1.06693485],4,0.2440771340752655,0.35002765088816595,0.3923454105289702,0.11141979300893858,0.21445818729584287
53,"[[ 0.22237677  0.50831781  0.35138806 -0.30042186 -0.46620713  0.22984265
   0.20118467 -0.1394774  -0.38513474]
 [-0.01323989  0.25264003  0.5711575  -0.34694613 -0.45665394  0.12698389
  -0.13389321 -0.26680586 -0.41908797]
 [-0.31247343  0.43193296 -0.17995492 -0.35129712 -0.6194453   0.02139325
   0.32121533 -0.26932722  0.01068853]
 [ 0.28885917  0.47026597  0.28013212 -0.47821937 -0.22305853  0.32085113
   0.15757111  0.45284206 -0.07514903]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999986e-01 6.98175776e-01 3.81959105e-01 3.97523258e-02
  1.25668596e-01 1.63104478e-01 2.43182207e-03 4.58876605e-02
  6.48411622e-01]
 [1.00373574e-01 4.30775320e-01 9.54411857e-01 9.45480077e-02
  1.03443926e-01 1.70248085e-01 4.96603442e-08 4.51399352e-02
  8.62619933e-01]
 [4.77153808e-11 8.38134939e-01 5.88276320e-03 1.01464510e-01
  9.92483234e-02 1.88443754e-02 7.20865313e-01 4.88743699e-02
  1.00000000e+00]
 [1.00000000e+00 6.95723162e-01 3.26374884e-01 7.90177023e-03
  1.47251092e-01 1.79199091e-01 2.19874932e-03 4.14745768e-01
  1.00000000e+00]]",[0.42280923 0.22064203 0.49331784 0.84134578],4,0.24301959537190332,0.34953423021004026,0.3918402771606551,0.11136279545017304,0.2128738552589418
54,"[[ 0.16708613 -0.38824099 -0.04068867 -0.11435141 -0.24372867 -0.14545496
   0.4852858  -0.40642398 -0.5704172 ]
 [ 0.11590949  0.45178476  0.05444729  0.62883734  0.37903884  0.29324849
   0.355899    0.06824879 -0.15187988]
 [ 0.06123409  0.36916455  0.31724183 -0.19124298  0.59479789 -0.14657219
   0.51392504  0.27999095 -0.07049719]
 [-0.18281445  0.37294601  0.2499855   0.31522888  0.21909372  0.47420766
   0.44805839 -0.42433857 -0.10924124]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999989e-01 3.05984287e-01 6.85650239e-02 2.86855733e-01
  6.17384327e-02 4.78053891e-02 2.94687159e-01 5.37486577e-02
  4.11883838e-01]
 [9.99999999e-01 6.53672818e-01 4.16097697e-11 3.82008437e-01
  2.57130111e-01 1.74080548e-01 2.63118050e-01 3.08156740e-02
  1.00000000e+00]
 [2.17610762e-01 6.25182356e-01 2.87336253e-01 7.26925024e-02
  4.98396009e-01 4.24640740e-10 4.84218224e-01 4.68554627e-02
  1.00000000e+00]
 [8.51554425e-10 6.40912121e-01 9.20658761e-02 2.13479621e-01
  1.36824889e-01 4.38387027e-01 5.14556774e-01 1.84182809e-02
  9.99999993e-01]]",[-0.12308552  0.74382793  0.80929218  0.68069431],4,0.23030527431412218,0.3584194990774513,0.40092898108987757,0.11055305327055563,0.24257459654957692
55,"[[-0.13243032  0.21111431  0.40526298  0.56380948  0.48977969 -0.26200454
   0.1425273  -0.00320242 -0.35625685]
 [ 0.10828217  0.07298034  0.13101673  0.43408762 -0.10188838 -0.25512472
   0.54751024  0.4387735  -0.45781207]
 [-0.24353716  0.16817979  0.22565147 -0.07156182 -0.68019576  0.48065904
  -0.14735183  0.35369043 -0.12592326]
 [ 0.0092568  -0.14814836  0.40079778  0.00764259  0.48384776  0.28277316
   0.42297542 -0.40379541 -0.40154807]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.30351825e-11 3.69741349e-01 2.48667279e-01 4.13874096e-01
  8.11603188e-01 1.82463932e-10 3.51012527e-08 6.42210839e-02
  1.00000000e+00]
 [3.42422899e-01 3.52859463e-01 4.36167413e-02 3.51583292e-01
  6.95350985e-02 8.66479084e-03 5.67963429e-01 4.54181496e-02
  5.55009317e-01]
 [1.35725729e-10 4.17315914e-01 3.63192452e-01 1.37688677e-01
  6.16658156e-02 8.60025610e-01 2.12153806e-08 5.73523688e-02
  1.00000000e+00]
 [2.11911528e-01 2.64514742e-01 8.32671535e-01 1.88205119e-01
  1.79478485e-01 1.16761452e-01 2.84529034e-01 4.48882988e-02
  9.06477332e-01]]",[0.45322372 0.28867126 0.40808174 0.15603162],4,0.24666491908980642,0.3658298198740656,0.40849697089733533,0.10957877391085327,0.22170092886534754
56,"[[-1.29188593e-01 -7.58897212e-01 -1.86507378e-01 -4.30681408e-01
  -1.38051438e-01 -7.45937433e-02  1.70297180e-01 -3.61979153e-01
  -4.96123972e-02]
 [-9.18611255e-03 -6.59252653e-01  5.33641251e-01 -1.27443829e-01
  -1.01700323e-01  1.01412974e-01  8.09067682e-02 -1.59331403e-01
  -4.60137688e-01]
 [-2.14971239e-01  6.14091738e-01 -4.59905157e-01 -4.89631315e-01
   8.91428100e-02  3.12777818e-01  7.86140251e-02  8.80855430e-02
   7.55744288e-02]
 [ 1.33443630e-01 -7.61827698e-01  3.60618689e-01 -4.79269531e-02
  -2.81161650e-01  4.21947499e-01  2.34098443e-02 -1.08760657e-01
   2.40649987e-04]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.10315486e-10 1.73904591e-01 5.85630791e-02 2.87809116e-01
  4.25293742e-03 1.26766611e-01 6.93973258e-01 1.04878221e-01
  1.00000000e+00]
 [2.42208464e-01 1.28497947e-01 9.54411869e-01 3.03433083e-01
  8.67564185e-02 6.35021268e-02 2.99044739e-08 4.98429448e-02
  7.86209854e-01]
 [1.52453952e-10 9.99999999e-01 1.19313729e-10 3.14933218e-02
  1.98258412e-01 4.65334781e-01 1.73285396e-07 6.08940747e-02
  1.00000000e+00]
 [1.00000000e+00 9.06945080e-02 7.61725043e-01 2.62764648e-01
  3.72403225e-02 3.49007143e-01 3.13734184e-09 5.11505044e-02
  1.00000000e+00]]",[-0.24628975  0.01161576  0.84282966  0.45791845],4,0.23675106541345903,0.3722564090503117,0.41505158420446775,0.10829257786449278,0.21499025897733648
57,"[[ 0.12897566 -0.50211824 -0.34739734 -0.28786936 -0.5113988  -0.23680525
  -0.23797717 -0.36518728  0.14173401]
 [ 0.04423938 -0.20078196  0.2761626  -0.31950869  0.55716131 -0.11196024
   0.46946624  0.48561808 -0.01380578]
 [-0.03137317  0.50595826  0.51775782  0.3372629   0.46436397 -0.37083182
   0.04861194 -0.02116265  0.07239771]
 [ 0.18462213 -0.10690946 -0.31782266 -0.71081345  0.3961536  -0.22360739
   0.27516188 -0.25018049  0.05455052]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[1.00000000e+00 6.26087367e-02 2.23963563e-10 3.61212120e-01
  1.45757439e-03 1.61999768e-01 5.75085935e-08 1.09663937e-01
  1.00000000e+00]
 [2.69170498e-01 4.55822650e-01 3.12259042e-01 1.11840576e-01
  5.75224156e-01 5.41420793e-03 4.20177940e-01 5.69733428e-02
  1.00000000e+00]
 [1.45454481e-10 6.24226543e-01 5.35898110e-01 1.39221032e-01
  6.20468730e-01 7.96953942e-11 1.18501092e-02 5.56100519e-02
  1.00000000e+00]
 [9.99999999e-01 5.45525560e-01 1.55318270e-10 1.28050966e-01
  4.93367787e-01 5.79885552e-03 4.36737914e-01 5.34337717e-02
  1.00000000e+00]]",[0.05613509 0.50189454 1.00017234 0.39078875],4,0.2578633809042191,0.3880925314389051,0.4311691908651142,0.10777405066099979,0.21683949530056817
58,"[[ 0.05571071 -0.57325079 -0.03358416  0.44857136  0.3784079   0.19419952
   0.38942457 -0.1860384  -0.31427362]
 [ 0.1028156  -0.52962887  0.39144285  0.19252114  0.54168731  0.43665143
  -0.02549568 -0.16766234 -0.0760264 ]
 [ 0.2860369  -0.40758689 -0.04362537  0.54591248 -0.20061314  0.28550221
   0.48953252  0.00886442 -0.30108867]
 [ 0.00222412 -0.58658924  0.07611418  0.34819524 -0.09807239  0.42743961
   0.31898294  0.45522525  0.16604775]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.75382781e-01 1.43629985e-01 4.37149635e-02 6.59193917e-01
  9.68671354e-02 4.68846186e-02 3.18722225e-01 4.49927141e-02
  6.84278522e-01]
 [8.74686458e-01 1.39625756e-01 7.59900892e-01 2.77358163e-01
  2.61152121e-01 2.24200211e-01 5.84477812e-08 4.16862861e-02
  1.00000000e+00]
 [1.00000000e+00 1.67472597e-01 4.16285715e-02 6.14742549e-01
  3.47420777e-02 1.03160832e-01 4.56771932e-01 4.76096723e-02
  1.00000000e+00]
 [2.11900365e-01 1.25250122e-01 5.45551459e-02 5.01781910e-01
  4.20331455e-02 3.20245018e-01 2.92854953e-07 6.04531762e-01
  1.00000000e+00]]",[0.17369061 0.52318119 0.49697784 0.6798805 ],4,0.2196485824974292,0.4128835032679374,0.45630592034962786,0.10604262909025527,0.20167731594584715
59,"[[ 0.1663884   0.15816101  0.34992858  0.44593854 -0.2658768   0.42520245
   0.40634965 -0.30027678 -0.3452753 ]
 [ 0.04529341  0.52905633  0.38505539  0.45425015 -0.21450727  0.39353818
  -0.16622809  0.02556277 -0.36642347]
 [ 0.06718304 -0.0357921   0.27619477 -0.57960097  0.34612029 -0.31917928
  -0.09531175 -0.19547944 -0.55947594]
 [-0.02429993 -0.04073018  0.42805924 -0.52153265 -0.50562017 -0.30141985
  -0.33510617  0.26620923 -0.11335951]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999987e-01 2.41666858e-01 4.15426593e-01 3.35214139e-01
  4.84599956e-02 4.58188868e-01 2.01608037e-01 1.93487471e-02
  9.99999999e-01]
 [8.85995435e-02 6.49223312e-01 5.00882674e-01 1.82672463e-01
  1.41980649e-01 4.23038905e-01 7.33193397e-08 2.03130602e-02
  8.20357721e-01]
 [2.71155973e-01 5.42872485e-01 2.98036503e-01 1.10038182e-01
  1.64608504e-01 2.73215816e-02 3.09652271e-08 6.92894764e-02
  1.76620352e-01]
 [1.86275543e-01 3.72979973e-01 9.99999998e-01 7.17854170e-02
  9.50675912e-02 2.49732686e-02 3.57497951e-08 1.16813504e-01
  1.00000000e+00]]",[ 0.41224193  0.45928225 -0.04678123  0.23304455],4,0.24305138807687515,0.40147260609073077,0.44475007496536956,0.10599827097336431,0.22256151774151012
60,"[[ 0.07240823 -0.52717184 -0.31379852  0.59753444  0.36960796  0.06017393
   0.06163622  0.33993576  0.04175755]
 [ 0.14707657 -0.4000529  -0.34254428 -0.61342093  0.26925739  0.17837248
  -0.07446831 -0.44604481 -0.12604186]
 [ 0.09847042 -0.22061686  0.66288771 -0.38122203 -0.36124178 -0.3354462
   0.18904032  0.27943555 -0.00641679]
 [ 0.1338666   0.1936511  -0.19920607  0.55174758 -0.50178565 -0.3398078
  -0.24058432 -0.22544622 -0.35285343]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[2.71920386e-01 1.19563308e-01 8.46423598e-11 9.41177050e-01
  1.36696107e-01 6.55455235e-03 5.34322966e-08 1.19850331e-01
  1.00000000e+00]
 [9.99999996e-01 3.55598696e-01 5.10742484e-10 1.68985008e-01
  6.93833759e-01 2.11549067e-01 1.64968282e-07 4.73637236e-02
  1.00000000e+00]
 [9.99999999e-01 2.13741510e-01 1.00000000e+00 1.39773922e-01
  1.03956592e-01 3.24747721e-03 3.83820846e-02 8.36810471e-02
  1.00000000e+00]
 [9.99999998e-01 2.81394347e-01 2.42300658e-02 5.93026198e-01
  9.28721647e-02 4.33520202e-03 2.56299122e-08 5.74469711e-02
  4.86717328e-01]]",[ 0.65246192 -0.02145447  0.64649787  0.27796677],4,0.22621388450180735,0.39552385112700483,0.43871618160832554,0.10566725708982022,0.21128183689322208
61,"[[ 0.07546451 -0.67432515  0.14408189 -0.39576775 -0.05374092 -0.27903262
   0.30003344  0.30091197 -0.31762184]
 [-0.34860195 -0.33238688  0.09982902 -0.67840742  0.30708648 -0.26312892
   0.21881996 -0.22306759  0.19134503]
 [ 0.1469519   0.43434069  0.31938198 -0.47756541  0.19813096 -0.21983352
   0.33476692  0.39223132  0.32585699]
 [ 0.10424548  0.32043175 -0.08413824 -0.03015838 -0.551754   -0.24704742
   0.39939545 -0.21528162 -0.55420194]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.99999999e-01 1.94463925e-01 5.87993248e-01 1.57558219e-01
  5.66550114e-02 4.40441412e-02 3.39008159e-01 7.78836622e-02
  8.60908832e-01]
 [5.52647847e-11 4.58566685e-01 3.15646054e-01 8.86872938e-02
  4.71129378e-01 1.00354402e-02 4.90355139e-01 6.00112813e-02
  1.00000000e+00]
 [9.99999999e-01 7.56611890e-01 2.81930394e-01 4.82479697e-03
  1.58885120e-01 2.59037915e-10 4.45760023e-01 1.14847297e-01
  1.00000000e+00]
 [2.75382864e-01 5.40144089e-01 4.93892456e-02 2.28390201e-01
  1.26041532e-01 1.28704315e-02 1.83243689e-01 5.34051402e-02
  1.52146050e-01]]",[-0.19693267  0.24621777  1.11492802  0.09538972],4,0.2277766073423642,0.43773066608824696,0.48138645855831885,0.10390618212997375,0.20324205505988094
62,"[[ 0.09158231  0.40268409  0.51581759  0.36694499 -0.39144583 -0.20344792
   0.2238143  -0.23784627 -0.35701149]
 [ 0.12482395 -0.14149454 -0.29870762 -0.24968648 -0.03265689 -0.21962286
   0.22521556  0.63072196 -0.56124485]
 [ 0.14965662 -0.35562039  0.46128205  0.23487108  0.63383436 -0.16369029
  -0.08111518  0.33602679  0.1875028 ]
 [-0.19877387 -0.52687475 -0.54385337  0.09319391 -0.18715708 -0.40392238
  -0.29951557  0.22838792 -0.19590478]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[8.68081855e-01 3.48676849e-01 9.54411862e-01 2.21492415e-01
  9.45366111e-02 3.45580337e-04 4.47968576e-02 4.60331530e-02
  9.73667645e-01]
 [9.99999983e-01 4.00247338e-01 2.42301177e-02 2.17329531e-01
  1.03087809e-01 4.14323725e-02 4.55134292e-03 8.50861411e-01
  9.99999999e-01]
 [1.00000000e+00 2.03018326e-01 7.47002533e-01 2.49149588e-01
  4.01914405e-01 8.43961929e-04 5.68196095e-09 7.15600963e-02
  1.00000000e+00]
 [7.53365649e-12 1.53397504e-01 2.72676408e-12 5.59956585e-01
  8.93980494e-02 5.63577552e-02 8.94817709e-10 6.85118224e-01
  1.00000000e+00]]",[ 0.40787608 -0.0293397   0.94671398 -0.10756442],4,0.22600378349344552,0.4277851255558205,0.4713609187056815,0.1039248130557327,0.19363195201944045
63,"[[ 0.00429417 -0.00268926  0.37123541  0.69520176 -0.28666306  0.0337535
   0.31986969  0.25596663 -0.35735497]
 [ 0.1349118   0.10466993 -0.02986456 -0.02997316  0.61423119  0.12161155
   0.03755543  0.55012038 -0.52243714]
 [-0.1400611  -0.17500186 -0.35269776 -0.50563322  0.44352359 -0.18835769
   0.07375539 -0.52304199 -0.2418512 ]
 [-0.33313165 -0.29692806 -0.32037873 -0.15580075 -0.35577844 -0.05356974
   0.43127809  0.59587628  0.05850872]]","['bbo_main', 'random_fill', 'random_fill', 'random_fill']","[[9.09229487e-02 1.69605274e-01 4.18934816e-01 6.74183944e-01
  6.90417691e-02 1.02064411e-02 1.75599469e-01 5.59273663e-02
  8.52086684e-01]
 [9.99999990e-01 5.02954843e-01 4.40624167e-02 2.09329175e-01
  2.99252948e-01 1.94953920e-02 1.34988618e-07 6.83595781e-02
  2.97698531e-01]
 [3.87395270e-10 5.32921407e-01 1.07631509e-09 1.89431117e-01
  9.37965373e-01 5.78924705e-02 8.27989164e-03 5.17193073e-02
  1.00000000e+00]
 [9.34089686e-11 3.09249818e-01 3.21703334e-02 3.30226043e-01
  6.08777029e-02 7.30998887e-02 1.56183120e-01 8.37369848e-01
  1.00000000e+00]]",[ 0.37069148  0.24822448 -0.05223151  0.44567989],4,0.2132762063960471,0.4531637136967406,0.4969085854956921,0.10195524290999453,0.19942725284064433
