node,year_construction,capacity_existing
AT,1995,4.060715004571753e-05
AT,1996,6.247253853187313e-05
AT,1997,5.6225284678685815e-05
AT,1998,3.7483523119123865e-05
AT,2001,1.5618134632968282e-05
AT,2009,0.0001218214501371
AT,2010,0.0003498462157784
AT,2011,0.0019710085906805
AT,2012,0.0013337886976554
AT,2013,0.0020428520099922
AT,2014,0.0040013660929664
AT,2015,0.0052383223558975
AT,2016,0.0119509966211473
AT,2017,0.0169706650921833
AT,2018,0.0211063471429933
AT,2019,0.0288685600555785
AT,2020,0.0498905692715538
AT,2021,0.1042229360327239
BE,2004,0.0008232447843229
BE,2010,0.0001460094523138
BE,2011,0.0008201382002312
BE,2012,0.0017396870913995
BE,2013,0.0015563986299842
BE,2014,0.0036253836351129
BE,2015,0.0042249543648274
BE,2016,0.0064026698131686
BE,2017,0.0084405889773795
BE,2018,0.0116900759373865
BE,2019,0.0276237457441512
BE,2020,0.0467354510768119
BE,2021,0.0707493461063092
CH,1993,0.0002571266768649
CH,1995,0.0001867229439138
CH,1996,0.0002754928680696
CH,1997,0.0001867229439138
CH,1998,0.0001744788164441
CH,1999,0.0002173332625882
CH,2000,0.0001959060395161
CH,2001,4.897650987904679e-05
CH,2002,0.000229577390058
CH,2003,5.509857361392765e-05
CH,2004,6.12206373488085e-05
CH,2005,3.979341427672552e-05
CH,2010,0.000612206373488
CH,2011,0.0015305159337202
CH,2012,0.0027549286806963
CH,2013,0.0042854446144165
CH,2014,0.0058159605481368
CH,2015,0.0119380242830176
CH,2016,0.0107136115360414
CH,2017,0.0150878260746138
CH,2018,0.0165632434347201
CH,2019,0.0403352169172624
CH,2020,0.0604645624775507
CH,2021,0.0980785220646586
CZ,2021,0.0096577125261149
DE,1993,0.0010481423236875
DE,1994,0.000658567300724
DE,1995,0.0006431079744159
DE,1996,0.0008409873511593
DE,1997,0.0008131605638048
DE,1998,0.0006492917049391
DE,1999,0.0003741156966554
DE,2000,0.000337013313516
DE,2001,0.0001453176672959
DE,2002,5.874543997068922e-05
DE,2003,8.657222732522623e-05
DE,2004,0.0001886037809585
DE,2005,0.0001453176672959
DE,2006,5.874543997068922e-05
DE,2007,2.4734922092921777e-05
DE,2008,0.0001113071494181
DE,2009,0.0005008821723816
DE,2010,0.0016726991065338
DE,2011,0.0066598777735191
DE,2012,0.0091395537133345
DE,2013,0.0187088766980337
DE,2014,0.0263488757594849
DE,2015,0.0382247302293489
DE,2016,0.0352781826350296
DE,2017,0.077469775995031
DE,2018,0.1114988450643681
DE,2019,0.1956563256202728
DE,2020,0.6003258347909965
DE,2021,1.1005834503898162
DK,2016,0.0038684445220903
DK,2017,0.0021131187073236
DK,2018,0.0047216429581877
DK,2019,0.0168223820679992
DK,2020,0.0434794815929491
DK,2021,0.0760722734636519
EE,2011,0.0001803288270281
EE,2012,0.0016487207042576
EE,2013,0.0004186204913154
EE,2014,0.0010658721740415
EE,2015,9.660472876509662e-05
EE,2016,0.0001030450440161
EE,2017,8.372409826308373e-05
EE,2018,0.0002672730829167
EE,2019,0.0002479521371637
EE,2020,0.0011077342231731
EE,2021,0.00156821676362
EL,1997,1.573826780030793e-05
EL,1999,4.721480340092379e-05
EL,2000,4.721480340092379e-05
EL,2005,1.6637597388896953e-05
EL,2006,2.4956396083345433e-05
EL,2007,3.3275194777793906e-05
EL,2008,4.1593993472242385e-05
EL,2009,4.9912792166690865e-05
EL,2010,5.823159086113934e-05
EL,2011,6.655038955558781e-05
EL,2012,7.486918825003628e-05
EL,2013,8.318798694448477e-05
EL,2014,9.150678563893324e-05
EL,2015,9.982558433338172e-05
EL,2016,0.0001081443830278
EL,2017,0.0001164631817222
EL,2018,0.0002423693241247
EL,2019,0.0005917588692915
EL,2020,0.0037173788544327
EL,2021,0.0068429988395738
ES,2014,0.003696607781232
ES,2015,0.0082445934765158
ES,2016,0.0065887886363196
ES,2017,0.0127331079204504
ES,2018,0.0201231934170541
ES,2019,0.0325996359369449
ES,2020,0.0570204097804441
ES,2021,0.0763736069958191
FI,2008,1.5580425088560214e-05
FI,2010,4.674127526568064e-05
FI,2011,9.348255053136129e-05
FI,2012,0.0001589203359033
FI,2013,0.0001558042508856
FI,2014,0.0005702435582413
FI,2015,0.000757208659304
FI,2016,0.0006948869589497
FI,2017,0.0015642746788914
FI,2018,0.0024180819737445
FI,2019,0.0059112132785997
FI,2020,0.0132277809001876
FI,2021,0.0316376111848303
FR,1994,9.919083720740912e-05
FR,1995,0.0004091622034805
FR,1996,0.0015188596947384
FR,1997,0.0009268143851567
FR,1998,0.0015653553996794
FR,1999,0.0016397485275849
FR,2000,0.0007470309927183
FR,2001,0.0012615834607317
FR,2002,0.0009609112354467
FR,2003,0.0003502676438886
FR,2004,0.0014258682848565
FR,2005,0.0007346321380673
FR,2006,4.33959912782415e-05
FR,2007,1.859828197638921e-05
FR,2008,1.239885465092614e-05
FR,2009,3.719656395277842e-05
FR,2010,0.0005796464549307
FR,2011,0.0081522469329839
FR,2012,0.0175474790447232
FR,2013,0.0272185856724456
FR,2014,0.0327546742740841
FR,2015,0.0535289552417108
FR,2016,0.0674435698737127
FR,2017,0.0772138673386425
FR,2018,0.0959206392932273
FR,2019,0.1350359260032366
FR,2020,0.348714687343635
FR,2021,0.5132071922838095
HR,2004,1.2358450873719955e-05
HR,2006,6.797147980545976e-05
HR,2007,0.0001266741214556
HR,2008,0.0001483014104846
HR,2009,8.959876883446967e-05
HR,2010,7.106109252388974e-05
HR,2011,0.0001390325723293
HR,2012,0.000194645601261
HR,2014,0.0001452117977662
HR,2015,0.0002471690174743
HR,2016,0.0002039144394163
HR,2017,0.0001699286995136
HR,2018,0.0005623095147542
HR,2019,0.0008620019484419
HR,2020,0.0019742625270767
HR,2021,0.00346345585736
HU,1993,3.311101782516204e-05
HU,1994,3.9131202884282415e-05
HU,1995,3.311101782516204e-05
HU,2006,1.3043734294760804e-05
HU,2007,1.9565601442141207e-05
HU,2008,2.6087468589521605e-05
HU,2009,3.2609335736902e-05
HU,2010,3.9131202884282415e-05
HU,2011,3.612111035472222e-05
HU,2012,5.117157300252315e-05
HU,2013,5.719175806164352e-05
HU,2014,0.0002137165695987
HU,2015,0.0005448267478503
HU,2016,0.0005297762852025
HU,2017,0.0022545593046405
HU,2018,0.0039131202884282
HU,2019,0.0055205096992133
HU,2020,0.0091717519375698
HU,2021,0.012982529079993
IE,2007,1.3255389727692327e-05
IE,2008,1.7673852970256443e-05
IE,2009,2.209231621282055e-05
IE,2010,6.627694863846166e-05
IE,2011,0.0002146110717816
IE,2012,0.0004292221435633
IE,2013,0.0001546462134897
IE,2014,0.0006122727636124
IE,2015,0.0015590863155904
IE,2016,0.0012687301596505
IE,2017,0.0019914645043271
IE,2018,0.0039513685569216
IE,2019,0.0115669055599981
IE,2020,0.0128608840810348
IE,2021,0.0290324595488194
IT,2019,0.0328090234065194
IT,2020,0.0956259983003812
IT,2021,0.21387699031438
LT,2013,1.2063706769102202e-05
LT,2014,0.0001387326278446
LT,2015,0.0003196882293812
LT,2016,0.0006092171918396
LT,2017,0.0008535072539139
LT,2018,0.0010374787821427
LT,2019,0.0005277871711482
LT,2020,0.0014476448122922
LT,2021,0.0038513383860358
LU,2010,0.0007096986954705
LU,2011,0.001419397390941
LU,2012,0.0021290960864115
LU,2013,0.002838794781882
LU,2014,0.0035484934773525
LU,2015,0.0042581921728231
LU,2016,0.0049678908682936
LU,2017,0.0056775895637641
LU,2018,0.0063872882592346
LU,2019,0.0070969869547051
LU,2020,0.0078066856501756
LU,2021,0.0147168493736834
LV,2012,3.0700149471737756e-05
LV,2013,0.0002824413751399
LV,2014,0.0005341826008082
LV,2015,5.219025410195417e-05
LV,2016,5.833028399630172e-05
LV,2017,0.0001258706128341
LV,2018,0.0002394611658795
LV,2019,0.0003561217338721
LV,2020,0.0010775752464579
LV,2021,0.0014736071746434
NL,2013,0.0082924893595599
NL,2014,0.0092202096277352
NL,2015,0.0101099345265654
NL,2016,0.0126271277456758
NL,2017,0.025197262437334
NL,2018,0.075943244478444
NL,2019,0.1948750830900477
NL,2020,0.2306888849785481
NL,2021,0.201559101814
NO,2000,7.623545865050632e-05
NO,2001,0.000152470917301
NO,2002,0.0002287063759515
NO,2003,0.000304941834602
NO,2004,0.0003811772932525
NO,2005,0.0005057352276618
NO,2006,0.0006302931620711
NO,2007,0.0003001396009862
NO,2008,0.0008253839027121
NO,2009,0.0005402512817752
NO,2010,0.0012185667800041
NO,2011,0.0060898325040109
NO,2012,0.0127829456060041
NO,2013,0.0299239182183286
NO,2014,0.0634885297966204
NO,2015,0.0660217080289444
NO,2016,0.0726998141508883
NO,2017,0.0991151004336878
NO,2018,0.1383373434905703
NO,2019,0.1808971389104199
NO,2020,0.246750768762812
NO,2021,0.3493594941519798
PL,1993,0.0438750151327658
PL,1994,0.0428810676509903
PL,1995,0.0059899199604547
PL,1996,0.0081265305855241
PL,1997,0.0169168925068718
PL,1998,0.0174541327507476
PL,1999,0.0449367500538443
PL,2000,0.05108722456994
PL,2001,0.0750561671745843
PL,2002,0.0690055246578295
PL,2003,0.0629548821410746
PL,2004,0.0569042396243198
PL,2005,0.0508535971075649
PL,2006,0.04480295459081
