node,year_construction,capacity_existing
AT,1993,0.3487285071835651
AT,1994,0.353857504504008
AT,1995,0.5010485007871821
AT,1996,0.4866766932979246
AT,1997,0.4013235875287529
AT,1998,0.420302744734736
AT,1999,0.4184129504441468
AT,2000,0.3690346559885543
AT,2001,0.3149927865315575
AT,2002,0.2653115002640854
AT,2003,0.2674324429472425
AT,2004,0.2843625008893801
AT,2005,0.3246447937347319
AT,2006,0.3649270865800836
AT,2007,0.3793207594578273
AT,2008,0.4161795571916324
AT,2009,0.5385195293985995
AT,2010,0.5039066194250152
AT,2011,0.5022573444077738
AT,2012,0.4559277098325366
AT,2013,0.4288864715290154
AT,2014,0.403391428554158
AT,2015,0.3951731661102901
AT,2016,0.4266437073957211
AT,2017,0.537601183082181
AT,2018,0.604924714231054
AT,2019,0.6048341290501827
AT,2020,0.4430052652372187
AT,2021,0.4627465874132906
BE,1993,0.7507246852843708
BE,1994,0.7081023515450819
BE,1995,0.6032924174564432
BE,1996,0.6823301299196345
BE,1997,0.6837265394688918
BE,1998,0.6851229490181492
BE,1999,0.7154618492585205
BE,2000,0.7231692843902388
BE,2001,0.5782347101721061
BE,2002,0.5229437265065187
BE,2003,0.4559005352217088
BE,2004,0.4546361554963524
BE,2005,0.4117311226047111
BE,2006,0.4184786232520679
BE,2007,0.3769870861221889
BE,2008,0.3544892041294826
BE,2009,0.3674529795445011
BE,2010,0.4107152696066975
BE,2011,0.4398643481399152
BE,2012,0.4688891633094615
BE,2013,0.5309680332155989
BE,2014,0.5695362747151086
BE,2015,0.6262190080538158
BE,2016,0.8068513400706486
BE,2017,0.9071691535625664
BE,2018,1.095689102588441
BE,2019,1.1661277902855718
BE,2020,0.8915212894922458
BE,2021,0.8929192523335491
BG,1993,0.2509569787670006
BG,1994,0.2294205992863688
BG,1995,0.1699827100933722
BG,1996,0.208348882781725
BG,1997,0.084436757301152
BG,1998,0.2122370626517666
BG,1999,0.3101520440822228
BG,2000,0.294341511596024
BG,2001,0.3517438771716278
BG,2002,0.3642717905693952
BG,2003,0.4301280244823295
BG,2004,0.4520811017285248
BG,2005,0.5039404876744393
BG,2006,0.5458890620163771
BG,2007,1.0459023980873048
BG,2008,1.0535348621961145
BG,2009,0.6034742949567248
BG,2010,0.5578713711455651
BG,2011,0.5738737644734622
BG,2012,0.5894144926510226
BG,2013,0.5994542107580155
BG,2014,0.6326401407205147
BG,2015,0.6771128842610455
BG,2016,0.0611136737322049
BG,2017,0.0779284778116682
BG,2018,0.0856898484234939
BG,2019,0.0985834965507485
BG,2020,0.061242580235221
BG,2021,0.0732788502261364
CH,1993,0.7605378557205129
CH,1994,0.7778265637078164
CH,1995,0.7873524948792912
CH,1996,0.7944081733337414
CH,1997,0.7871014902661609
CH,1998,0.8524239103173397
CH,1999,0.8996403268726081
CH,2000,0.8737256310828575
CH,2001,0.8351964229673849
CH,2002,0.7372862576554354
CH,2003,0.6482683899184005
CH,2004,0.6066230513618736
CH,2005,0.5710508000303484
CH,2006,0.5779228165727522
CH,2007,0.5867998089883293
CH,2008,0.5956768014039066
CH,2009,0.5745556815185676
CH,2010,0.6302664615059834
CH,2011,0.6679171534755006
CH,2012,0.6370007316143523
CH,2013,0.5898608408557697
CH,2014,0.5818968011946567
CH,2015,0.6082163184488764
CH,2016,0.599027866040787
CH,2017,0.5989735327251398
CH,2018,0.6259014300630134
CH,2019,0.6721934149943148
CH,2020,0.5102801343660537
CH,2021,0.5435198794145892
CZ,2003,0.4410182855281304
CZ,2004,0.3762580253041501
CZ,2005,0.3810899262432876
CZ,2006,0.3664876597630709
CZ,2007,0.3941120058379262
CZ,2008,0.4322039482762064
CZ,2009,0.4890176039310947
CZ,2010,0.512638200960603
CZ,2011,0.526080445854297
CZ,2012,0.5307205322003876
CZ,2013,0.5012358890405838
CZ,2014,0.5873880434034305
CZ,2015,0.6994564805601897
