iteration,point,cut_direction,cut_support_value,trial_direction_gap,wall_time_seconds,ci_lower,ci_upper,mean_gap,max_gap
26,"[1.56508724e+04 8.14729611e+02 1.21024704e+03 1.36657464e+05
 6.08130305e+04 3.65529277e+03 2.73328696e+04 8.84533252e+03
 8.99162404e+03 2.39306271e+04 9.64375269e+04 1.18333668e+03
 1.00000000e+00]","[-0.24445521 -0.09757043  0.0563804   0.23717183  0.44478753 -0.05197944
 -0.42404427  0.04579549  0.49543336 -0.05849292  0.48409879 -0.0502086
  0.05563883]",93928.62100765266,115733.108740377,34.30560341896489,2.4548656141978765e-07,0.0012550263386699402,50115.2910822909,102162.51444929175
27,"[1.59436714e+04 7.00426284e+04 1.23757586e+03 1.93697521e+05
 1.60959224e+04 3.42221572e+03 3.50907691e+04 4.10366671e+04
 1.37911889e+03 2.34087187e+04 4.66629914e+03 1.35858079e+03
 1.00000000e+00]","[-0.1315376   0.64325283 -0.04647395  0.43641459 -0.06839355 -0.0625749
 -0.14871631  0.55818969  0.04184984 -0.14750959  0.04074034 -0.06884141
  0.06411835]",140506.85836379818,111100.69974913832,32.7054203201551,2.4548656141978765e-07,0.0012550263386699402,49132.76276457486,91475.4732827067
28,"[2.44836020e+04 6.90573524e+04 2.88583499e+04 1.54236013e+05
 4.21488556e+04 2.83265958e+03 2.70109372e+04 7.54621917e+03
 9.48698288e+02 1.82455246e+04 4.60485131e+03 1.76733354e+03
 1.00000000e+00]","[-0.00799944  0.42645451  0.57827135  0.27931566  0.30175687 -0.03129196
 -0.36145216 -0.00459348 -0.13561484 -0.33418311  0.02320568  0.22527999
 -0.03991357]",86133.656459674,105456.70290921628,33.26490018912591,2.4548656141978765e-07,0.0012550263386699402,48723.535025301964,90964.3048595435
29,"[2.06690565e+04 1.01779271e+05 1.75674079e+04 7.62311901e+04
 1.69069100e+04 3.10106400e+03 7.89368756e+04 1.57870042e+04
 9.48698288e+02 4.20566601e+04 4.26565052e+03 5.10908060e+03
 1.00000000e+00]","[-0.1903199   0.40351733  0.52612083 -0.2916497   0.05331569 -0.10336015
  0.30409167  0.04394577  0.0659624   0.26070599 -0.03997102  0.50127343
 -0.07726045]",62841.90617694143,104997.84302815763,30.061811418971047,2.4548656141978765e-07,0.0012550263386699402,48222.19749289986,99285.14012633105
30,"[9.86404988e+04 6.64171718e+03 1.11370200e+04 1.00321055e+05
 1.14045722e+04 4.04272182e+03 3.09409195e+04 6.87072673e+03
 1.77989195e+03 2.01883991e+04 8.49484633e+04 1.18333669e+03
 1.00000000e+00]","[ 0.51427387  0.00861894  0.09768948  0.04208949 -0.09970431 -0.02488294
 -0.37673525 -0.20701354  0.15539364 -0.2155112   0.63793068  0.2207215
 -0.05023325]",92157.48450631616,104147.77839800999,31.745131915900856,2.4548656141978765e-07,0.0012550263386699402,47360.11706926568,91249.83943277804
31,"[7.58990655e+04 5.31883479e+03 2.08651913e+03 5.92559434e+04
 2.45004026e+04 3.28635846e+04 7.90502657e+04 1.42879941e+04
 1.20289260e+04 1.86017470e+04 2.80930188e+04 1.18333668e+03
 1.00000000e+00]","[ 0.26407467  0.01739905 -0.13685895 -0.50111329  0.0761712   0.48068681
  0.21234896 -0.19060617  0.44152299 -0.15884964  0.30919786 -0.16041865
 -0.01786266]",32734.86356700481,106947.35233621241,32.708650805056095,2.4548656141978765e-07,0.0012550263386699402,46858.56629347291,88628.5208254549
32,"[2.07379179e+04 1.09642740e+03 1.28775303e+03 7.67018818e+04
 1.05914629e+04 4.00194192e+03 8.10053341e+04 3.58781843e+04
 8.71997638e+04 3.53419374e+04 5.17942798e+03 1.18333668e+03
 1.00000000e+00]","[-0.04703233 -0.02745817  0.10078031 -0.40832543 -0.05009258 -0.09828976
  0.32532055  0.42877369  0.65452675  0.28023367  0.0158478   0.04533994
 -0.09515339]",75731.62919819464,109630.75817020566,32.00006510410458,2.4548656141978765e-07,0.0012550263386699402,46020.687383080614,84214.95389914924
33,"[1.91339991e+04 2.36589792e+03 1.44391048e+03 1.06239033e+05
 1.24394998e+04 4.92423085e+03 8.33416189e+04 1.56497020e+04
 1.93446842e+03 1.71046084e+04 1.32511072e+05 1.18333668e+03
 1.00000000e+00]","[-0.05174842  0.41127869 -0.17579309  0.15537788 -0.20429555 -0.25379758
  0.39348384 -0.23994869 -0.28987482 -0.3014638   0.48697098 -0.18174624
  0.09742377]",100080.5197070757,98631.61178108602,33.006401906954125,2.4548656141978765e-07,0.0012550263386699402,45813.70312322341,91953.67702759293
34,"[1.55001519e+04 2.01629893e+03 1.35955230e+03 2.01715909e+05
 1.69528043e+04 3.26627047e+03 2.86984404e+04 8.77758684e+03
 1.59561805e+03 4.04147193e+04 3.83384600e+03 5.48086007e+04
 1.00000000e+00]","[-0.17454097  0.34091903  0.05281545  0.38831948  0.04280626 -0.02405262
 -0.24908326  0.03206807  0.01325623  0.30170313 -0.02590731  0.73555753
 -0.03646727]",122594.22519206119,97420.12009130376,34.039423855021596,2.4548656141978765e-07,0.0012550263386699402,45206.52779810503,88699.10213598722
35,"[1.93100500e+04 9.63899314e+02 1.18920433e+03 1.22704388e+05
 3.84638462e+04 3.11671811e+03 3.77029923e+04 1.79326505e+04
 9.51510320e+02 1.94520780e+04 4.87118504e+04 6.23640421e+04
 1.00000000e+00]","[ 0.01608613 -0.05092577  0.05043133  0.24296744  0.26879565 -0.12817525
 -0.15251388  0.14969673  0.0175022  -0.1835202   0.49959989  0.71855844
  0.03618624]",102603.82264422008,89024.51612450331,32.02873170003295,2.4548656141978765e-07,0.0012550263386699402,44737.16594392575,92994.35078886208
36,"[2.92009085e+04 2.66072466e+03 1.39731444e+03 6.60549514e+04
 8.03516035e+04 1.25393126e+04 3.22461336e+04 1.37957926e+04
 9.59913221e+02 1.13503938e+05 1.14684122e+04 1.19786122e+03
 1.00000000e+00]","[ 0.16656761  0.23124661  0.00450079 -0.45282105  0.40881116  0.41689282
 -0.41912422 -0.02728426 -0.10841779  0.38619134 -0.108441   -0.15240265
  0.02220739]",42063.0486550515,100883.31148952183,32.73167414194904,2.4548656141978765e-07,0.0012550263386699402,44682.780177460154,89218.45155776574
37,"[1.90639428e+04 9.47904948e+02 9.72373520e+04 9.77691514e+04
 8.35071614e+03 3.41002378e+03 7.86929161e+04 1.72345272e+04
 7.05963634e+03 2.27526211e+04 4.26616622e+03 1.26555224e+03
 1.00000000e+00]","[-0.23789892 -0.17297155  0.63733309  0.15050262 -0.08064905  0.02997828
  0.34790378  0.08697358  0.57098123 -0.04588622 -0.10061223  0.10189757
 -0.00223317]",102979.71775056445,96705.61519006154,29.93574945209548,2.4548656141978765e-07,0.0012550263386699402,44319.11482140945,92656.8812670569
38,"[2.52435719e+04 1.43782765e+03 2.48751882e+03 1.00181948e+05
 5.95158993e+03 2.40523283e+04 1.86808040e+04 8.74742013e+03
 1.06975396e+03 7.79927805e+04 1.24446922e+04 5.50509308e+04
 1.00000000e+00]","[ 0.18626516  0.00456465 -0.08711485 -0.01967434 -0.13182393  0.50169081
 -0.54429746 -0.02949111  0.11097986  0.33596288  0.03812264  0.50549193
  0.09457643]",58000.952395376946,96272.02467050217,30.897747847018763,2.4548656141978765e-07,0.0012550263386699402,43972.26312072776,83249.12720859348
39,"[8.21582552e+04 3.63293673e+03 6.07635653e+04 5.79255105e+04
 1.12927527e+04 4.64655726e+03 7.67499974e+04 1.90591998e+04
 9.12419146e+02 2.45499828e+04 3.61412395e+03 1.24263235e+03
 1.00000000e+00]","[ 0.33514033  0.1255183   0.57322563 -0.58982831 -0.01331412  0.01309501
  0.22457408  0.18414776  0.24914009 -0.10048056 -0.15249492 -0.12364748
  0.00615443]",46367.68100950056,90820.66683704326,33.09933951916173,2.4548656141978765e-07,0.0012550263386699402,43432.30656516771,84998.70439429194
40,"[2.19699340e+04 2.61650793e+03 2.66825071e+04 1.14006028e+05
 8.04991303e+03 3.45787814e+03 2.81437669e+04 6.87840858e+03
 1.32096928e+03 1.53487729e+05 4.79831079e+03 1.18333668e+03
 1.00000000e+00]","[-0.12056226  0.25790432  0.62227868  0.27749381 -0.27660797 -0.10389309
 -0.28718203 -0.10518031  0.11908372  0.45078353 -0.19865978 -0.00279585
  0.13043816]",103264.84645833666,91548.58245888345,37.23212140286341,2.4548656141978765e-07,0.0012550263386699402,43503.69162926997,87185.06850719324
41,"[1.84185621e+04 2.40502887e+03 1.08200579e+03 7.31620722e+04
 1.73464249e+04 8.83235892e+03 6.27005894e+04 4.26294237e+04
 9.48698288e+02 9.48399063e+04 7.81466699e+04 1.18333668e+03
 1.00000000e+00]","[-0.11673632 -0.04508116  0.0884506  -0.26647648 -0.13782393  0.35037614
  0.30982264  0.46272868 -0.04386345  0.45948086  0.49044432  0.00189063
  0.00737904]",100061.35448051924,97075.94977631174,34.43754707882181,2.4548656141978765e-07,0.0012550263386699402,43182.73728299512,84096.16851896571
42,"[1.61370227e+04 9.28246477e+02 1.17237003e+03 1.39948473e+05
 1.68871624e+04 2.11516140e+04 6.39182827e+04 1.39352784e+04
 7.04020975e+02 2.08542217e+04 3.99801035e+03 7.55052705e+04
 1.00000000e+00]","[-0.06144257 -0.06455493  0.07878092  0.30994303  0.14261184  0.59809656
  0.25642647 -0.01616488  0.11124136 -0.05232077 -0.10758196  0.60913595
  0.21904406]",118191.37214537927,87573.92342958515,32.570654935901985,2.4548656141978765e-07,0.0012550263386699402,42804.665145731014,80326.39219234938
43,"[1.46924360e+04 2.21562921e+03 1.49898174e+03 1.47155199e+05
 1.06968053e+04 1.96268351e+04 4.09152828e+04 1.03614116e+04
 2.45743769e+03 1.85728029e+04 1.13089991e+05 1.18333668e+03
 1.00000000e+00]","[-0.29035372  0.28022603 -0.22721322  0.24788876 -0.24774341  0.4089955
  0.01375307  0.00285323  0.43490857 -0.19415874  0.38129275  0.34254334
 -0.07535793]",79450.2540590275,88531.26657572042,32.34067712305114,2.4548656141978765e-07,0.0012550263386699402,42253.712249119504,87287.07074476454
44,"[1.75730187e+04 9.76978556e+04 1.14855319e+03 8.72857677e+04
 4.01014939e+04 2.91929345e+03 7.86954348e+04 4.12278457e+04
 9.48698289e+02 1.50283086e+04 1.54115636e+04 1.18333668e+03
 1.00000000e+00]","[-0.21187364  0.49884098 -0.17695917 -0.1829953   0.35848083 -0.04120348
  0.3106157   0.43713423  0.0018411  -0.27223242  0.38451378  0.02861446
 -0.03011999]",87428.11751788414,100053.98830673483,30.836808912921697,2.4548656141978765e-07,0.0012550263386699402,41971.140671460766,80323.32421925642
45,"[1.84358649e+04 8.38055936e+04 1.16065356e+03 1.22003561e+05
 6.60741027e+04 3.15538678e+03 2.39102803e+04 2.50880449e+04
 3.20509315e+03 4.16822441e+04 4.32020745e+03 1.19140768e+03
 1.00000000e+00]","[-0.03479393  0.44734286  0.08056282  0.16367355  0.39277832 -0.11458591
 -0.42295972  0.27961996  0.52602587  0.23547883 -0.08097963  0.02102058
 -0.04188433]",90579.98582749352,88838.72353926118,32.75894590606913,2.4548656141978765e-07,0.0012550263386699402,41496.738738649605,79915.801806479
46,"[5.10070593e+04 3.83368307e+03 5.21415567e+03 2.62051362e+05
 1.64451709e+04 2.71970166e+03 2.58245971e+04 1.07388325e+04
 1.11294341e+03 2.23257855e+04 4.61472666e+03 1.34358908e+03
 1.00000000e+00]","[ 0.53138998  0.17366172 -0.0272769   0.55190725 -0.25615023 -0.28631187
 -0.30709101 -0.0420192   0.02879345 -0.26733311 -0.1979976  -0.09024885
  0.13718151]",151912.16750278382,84621.63956572185,40.86005814396776,2.4548656141978765e-07,0.0012550263386699402,40979.85303619452,77339.80886661631
47,"[1.35465430e+05 4.03056611e+04 1.18050688e+03 8.66617849e+04
 3.68960643e+04 2.80326801e+03 2.77434304e+04 2.78811055e+04
 9.48698289e+02 1.85879200e+04 7.62369531e+03 2.66126142e+03
 1.00000000e+00]","[ 0.35577733  0.44120051  0.11294542 -0.08683952  0.24717799 -0.03897802
 -0.33076242  0.23402999  0.10815991 -0.2312821   0.16834291  0.57005032
  0.11484813]",63549.35263923558,87251.04043327694,43.35611093509942,2.4548656141978765e-07,0.0012550263386699402,40752.88535637142,79611.03452312479
48,"[1.18676522e+05 8.62916428e+03 1.07941246e+03 8.23512296e+04
 1.01131835e+04 5.00626163e+03 1.85555234e+04 3.77697397e+04
 1.53498304e+04 5.13742250e+04 2.19157948e+04 1.18333668e+03
 1.00000000e+00]","[ 0.36400839 -0.00934752  0.03445696 -0.22331401 -0.18303051  0.08184979
 -0.48992042  0.30434185  0.54997422  0.24661999  0.27995926 -0.03875555
  0.01833864]",52930.1305131637,87967.08256638964,35.03734864713624,2.4548656141978765e-07,0.0012550263386699402,40282.12825487473,74871.28633673841
49,"[4.04506117e+04 3.06971851e+03 3.15969112e+04 5.93815306e+04
 6.84906191e+04 4.90737124e+03 5.93825351e+04 1.07741667e+04
 9.85562188e+02 1.87764651e+04 4.80182786e+04 1.77864363e+03
 1.00000000e+00]","[ 0.16697925  0.03205203  0.40209482 -0.48573103  0.33332694 -0.02109528
  0.01575366 -0.31860478  0.10948318 -0.39171715  0.35923669  0.17605275
 -0.18625845]",21259.058206989703,89303.92394101768,30.970973478863016,2.4548656141978765e-07,0.0012550263386699402,40108.13101771545,78533.72819251296
